set,Real_Score,Real_Rank,Syn_Score,Syn_Rank
negative regulation of ryanodine-sensitive calcium-release channel activity (GO:0060315),0.8428053955724001,235.5,0.6590408836676706,779.5
"nuclear-transcribed mRNA catabolic process, exonucleolytic (GO:0000291)",0.842548880301751,237.0,0.6281166673914322,1001.0
negative regulation of DNA recombination (GO:0045910),0.8422031879734309,238.0,0.7031899247959238,496.0
regulation of lipid kinase activity (GO:0043550),0.8418657089654875,239.0,0.6751910453566564,646.0
rRNA processing (GO:0006364),0.840148467056634,240.0,0.5678389183317231,1638.0
regulation of cytoplasmic transport (GO:1903649),0.8385083894929845,241.0,0.36009319578223525,4491.0
tRNA 5'-leader removal (GO:0001682),0.8382343679874146,242.5,0.4377546957661727,3812.5
tRNA 5'-end processing (GO:0099116),0.8382343679874146,242.5,0.4377546957661727,3812.5
"DNA damage response, signal transduction resulting in transcription (GO:0042772)",0.836570149982654,244.5,0.9450419701469888,35.5
"DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator (GO:0006978)",0.836570149982654,244.5,0.9450419701469888,35.5
regulation of T-helper 2 cell differentiation (GO:0045628),0.8357704827577286,246.0,0.6628989055510355,743.0
iron-sulfur cluster assembly (GO:0016226),0.8351699904105223,247.0,0.5144383413159341,2570.0
heterochromatin assembly (GO:0031507),0.8318068089885707,248.0,0.8447609861238984,122.0
snRNA 3'-end processing (GO:0034472),0.8317733649523928,249.0,0.5852114085780159,1420.0
regulation of protein localization to cell cortex (GO:1904776),0.8303053971261035,250.5,0.5823865720120781,1462.5
positive regulation of protein localization to cell cortex (GO:1904778),0.8303053971261035,250.5,0.5823865720120781,1462.5
regulation of mammary gland epithelial cell proliferation (GO:0033599),0.8297994030329263,252.0,0.647663183461402,858.0
thiamine-containing compound metabolic process (GO:0042723),0.8294759164560066,253.0,0.2987712521196153,4763.0
formation of translation preinitiation complex (GO:0001731),0.8268394297322196,254.0,0.7560562881974433,294.0
nuclear pore organization (GO:0006999),0.8250724245700982,255.0,0.4191334054951835,4002.0
nucleobase-containing small molecule interconversion (GO:0015949),0.8231283297463614,256.0,0.503684831386001,2758.0
mitotic spindle assembly (GO:0090307),0.8227826803313535,257.0,0.5023863841874006,2794.0
postsynaptic density organization (GO:0097106),0.8226307233586487,258.0,0.8055209011209857,182.0
piRNA biosynthetic process (GO:1990511),0.8225164419245413,259.0,0.8082730700533927,178.0
DNA unwinding involved in DNA replication (GO:0006268),0.822007141849411,260.0,0.6203817938842693,1061.0
negative regulation of microtubule polymerization or depolymerization (GO:0031111),0.821534528214831,261.0,0.5152243111198157,2554.0
positive regulation by symbiont of host autophagy (GO:0075044),0.8214799783693492,262.0,0.35129404873147274,4542.0
protein insertion into mitochondrial membrane (GO:0051204),0.821165923631893,263.0,0.45899923262711223,3526.0
protein retention in Golgi apparatus (GO:0045053),0.820965226630317,264.0,0.8268140083495802,151.0
polyamine metabolic process (GO:0006595),0.8193469263001023,265.0,0.5009811019165266,2824.0
hepatocyte growth factor receptor signaling pathway (GO:0048012),0.8186958491669412,266.0,0.7554638161994425,297.0
sulfur amino acid biosynthetic process (GO:0000097),0.817964284035564,267.0,0.26384283881545234,4848.0
protein depolymerization (GO:0051261),0.8176382559245304,268.0,0.4701139541420482,3351.0
mitotic nuclear membrane organization (GO:0101024),0.8174900913643469,270.0,0.5458110834147871,1985.0
nuclear membrane reassembly (GO:0031468),0.8174900913643469,270.0,0.5458110834147871,1985.0
mitotic nuclear membrane reassembly (GO:0007084),0.8174900913643469,270.0,0.5458110834147871,1985.0
negative regulation of gluconeogenesis (GO:0045721),0.8168684388949848,272.0,0.6334252507724852,958.0
plus-end-directed organelle transport along microtubule (GO:0072386),0.8165079722289493,273.5,0.1637444396727966,4956.5
plus-end-directed vesicle transport along microtubule (GO:0072383),0.8165079722289493,273.5,0.1637444396727966,4956.5
protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway (GO:0043328),0.8163120072879704,275.5,0.5057093284151579,2712.5
establishment of protein localization to vacuole (GO:0072666),0.8163120072879704,275.5,0.5057093284151579,2712.5
regulation of chromosome segregation (GO:0051983),0.8158349353701617,277.0,0.5951274592468527,1315.0
regulation of gene silencing by miRNA (GO:0060964),0.8147244261868927,278.0,0.6480888822293684,855.0
regulation of histone H4 acetylation (GO:0090239),0.814018044413801,279.0,0.6405801834514263,914.0
tRNA-containing ribonucleoprotein complex export from nucleus (GO:0071431),0.8139102492562643,281.0,0.481615084976583,3164.0
tRNA transport (GO:0051031),0.8139102492562643,281.0,0.481615084976583,3164.0
tRNA export from nucleus (GO:0006409),0.8139102492562643,281.0,0.481615084976583,3164.0
mRNA stabilization (GO:0048255),0.8114927355582243,283.0,0.5778603064194394,1516.0
maturation of 5.8S rRNA (GO:0000460),0.8113681327744473,284.0,0.712287703457757,450.0
