================ Training Loss (Tue Mar 10 10:18:41 2026) ================
================ Training Loss (Tue Mar 10 10:18:41 2026) ================
(epoch: 1, iters: 0, time: 0.372, data: 0.010) G_A: 142.794 G_B: 25102.553 D_A: 41048.570 D_B: 12716.465 cycle_A: 91.039 cycle_B: 6002.842 feedback_A: 4313.141 feedback_B: 488.376 idt_A: 2352.905 idt_B: 35.990 
(epoch: 3, iters: 0, time: 0.016, data: 0.008) G_A: 16.518 G_B: 2033351.375 D_A: 317609.031 D_B: 1015250.438 cycle_A: 6.642 cycle_B: 475.860 feedback_A: 2784.323 feedback_B: 469.817 idt_A: 329.580 idt_B: 4.091 
(epoch: 3, iters: 10, time: 0.016, data: 0.008) G_A: 5.409 G_B: 5575454.500 D_A: 12787.299 D_B: 2790089.000 cycle_A: 4.296 cycle_B: 411.628 feedback_A: 2188.173 feedback_B: 461.133 idt_A: 343.102 idt_B: 3.691 
(epoch: 3, iters: 10, time: 0.015, data: 0.008) G_A: 5.409 G_B: 5575454.500 D_A: 12787.299 D_B: 2790089.000 cycle_A: 4.296 cycle_B: 411.628 feedback_A: 2188.173 feedback_B: 461.133 idt_A: 343.102 idt_B: 3.691 
(epoch: 3, iters: 20, time: 0.016, data: 0.008) G_A: 10.562 G_B: 8217858.000 D_A: 438714.156 D_B: 4106063.250 cycle_A: 4.781 cycle_B: 562.759 feedback_A: 1937.943 feedback_B: 460.922 idt_A: 314.765 idt_B: 3.861 
(epoch: 3, iters: 20, time: 0.016, data: 0.008) G_A: 10.562 G_B: 8217858.000 D_A: 438714.156 D_B: 4106063.250 cycle_A: 4.781 cycle_B: 562.759 feedback_A: 1937.943 feedback_B: 460.922 idt_A: 314.765 idt_B: 3.861 
(epoch: 3, iters: 30, time: 0.015, data: 0.008) G_A: 6.558 G_B: 5172375.000 D_A: 320442.688 D_B: 2583914.000 cycle_A: 4.660 cycle_B: 377.516 feedback_A: 1879.259 feedback_B: 438.830 idt_A: 215.095 idt_B: 2.871 
(epoch: 3, iters: 30, time: 0.018, data: 0.007) G_A: 6.558 G_B: 5172375.000 D_A: 320442.688 D_B: 2583914.000 cycle_A: 4.660 cycle_B: 377.516 feedback_A: 1879.259 feedback_B: 438.830 idt_A: 215.095 idt_B: 2.871 
(epoch: 3, iters: 40, time: 0.016, data: 0.008) G_A: 0.956 G_B: 755377.625 D_A: 70358.859 D_B: 376820.406 cycle_A: 4.131 cycle_B: 391.404 feedback_A: 1692.844 feedback_B: 447.378 idt_A: 282.784 idt_B: 3.470 
(epoch: 3, iters: 40, time: 0.016, data: 0.008) G_A: 0.956 G_B: 755377.625 D_A: 70358.859 D_B: 376820.406 cycle_A: 4.131 cycle_B: 391.404 feedback_A: 1692.844 feedback_B: 447.378 idt_A: 282.784 idt_B: 3.470 
(epoch: 4, iters: 0, time: 0.015, data: 0.008) G_A: 29.456 G_B: 111591.211 D_A: 288569.406 D_B: 55462.074 cycle_A: 3.844 cycle_B: 458.236 feedback_A: 1886.141 feedback_B: 388.063 idt_A: 273.289 idt_B: 3.457 
(epoch: 4, iters: 0, time: 0.015, data: 0.008) G_A: 29.456 G_B: 111591.211 D_A: 288569.406 D_B: 55462.074 cycle_A: 3.844 cycle_B: 458.236 feedback_A: 1886.141 feedback_B: 388.063 idt_A: 273.289 idt_B: 3.457 
(epoch: 4, iters: 10, time: 0.016, data: 0.007) G_A: 0.006 G_B: 208616.188 D_A: 134640.250 D_B: 103852.047 cycle_A: 3.442 cycle_B: 386.401 feedback_A: 1836.698 feedback_B: 385.490 idt_A: 218.865 idt_B: 3.535 
(epoch: 4, iters: 10, time: 0.016, data: 0.007) G_A: 0.006 G_B: 208616.188 D_A: 134640.250 D_B: 103852.047 cycle_A: 3.442 cycle_B: 386.401 feedback_A: 1836.698 feedback_B: 385.490 idt_A: 218.865 idt_B: 3.535 
(epoch: 4, iters: 20, time: 0.015, data: 0.008) G_A: 0.003 G_B: 894261.812 D_A: 514.977 D_B: 448077.062 cycle_A: 4.583 cycle_B: 441.468 feedback_A: 2261.614 feedback_B: 409.865 idt_A: 339.986 idt_B: 3.443 
(epoch: 4, iters: 20, time: 0.016, data: 0.007) G_A: 0.003 G_B: 894261.812 D_A: 514.977 D_B: 448077.062 cycle_A: 4.583 cycle_B: 441.468 feedback_A: 2261.614 feedback_B: 409.865 idt_A: 339.986 idt_B: 3.443 
(epoch: 4, iters: 30, time: 0.016, data: 0.007) G_A: 8.916 G_B: 422322.438 D_A: 96040.227 D_B: 211811.578 cycle_A: 3.940 cycle_B: 395.742 feedback_A: 2696.065 feedback_B: 405.402 idt_A: 383.532 idt_B: 2.660 
(epoch: 4, iters: 30, time: 0.017, data: 0.009) G_A: 8.916 G_B: 422322.438 D_A: 96040.227 D_B: 211811.578 cycle_A: 3.940 cycle_B: 395.742 feedback_A: 2696.065 feedback_B: 405.402 idt_A: 383.532 idt_B: 2.660 
(epoch: 4, iters: 40, time: 0.017, data: 0.008) G_A: 35.188 G_B: 4887983.500 D_A: 5007.722 D_B: 2441782.500 cycle_A: 4.705 cycle_B: 426.459 feedback_A: 1525.413 feedback_B: 376.233 idt_A: 240.369 idt_B: 3.825 
(epoch: 4, iters: 40, time: 0.017, data: 0.009) G_A: 35.188 G_B: 4887983.500 D_A: 5007.722 D_B: 2441782.500 cycle_A: 4.705 cycle_B: 426.459 feedback_A: 1525.413 feedback_B: 376.233 idt_A: 240.369 idt_B: 3.825 
(epoch: 5, iters: 0, time: 0.015, data: 0.010) G_A: 5.501 G_B: 359817.125 D_A: 5.801 D_B: 180508.922 cycle_A: 3.907 cycle_B: 448.980 feedback_A: 1799.176 feedback_B: 386.120 idt_A: 275.978 idt_B: 4.252 
(epoch: 5, iters: 0, time: 0.017, data: 0.008) G_A: 5.501 G_B: 359817.125 D_A: 5.801 D_B: 180508.922 cycle_A: 3.907 cycle_B: 448.980 feedback_A: 1799.176 feedback_B: 386.120 idt_A: 275.978 idt_B: 4.252 
