set,Real_P,Real_FDR,Real_Overlap,Real_Genes,Syn_P,Syn_FDR,Syn_Overlap,Syn_Genes,Genes
Herpes simplex virus 1 infection,0.2265806826469075,0.9999978724542887,136/212,ZNF768;AKT3;ZNF547;ZNF623;B2M;ZNF627;ZNF766;ZNF595;ZNF793;CFP;ZNF41;ZNF607;ZNF420;ZNF573;ZNF7;ZNF705D;HLA-DRB3;ZNF785;HLA-DRB1;BAD;ZNF480;ZFP82;ZNF91;ZNF558;ZNF684;HCFC2;TLR2;ZNF568;TNFRSF1A;IFNGR1;TNFRSF14;ZNF674;ZNF718;HCFC1;ZNF443;ZNF540;ZNF43;ZNF569;ZNF74;NFKBIA;TNFSF14;ZNF669;ZNF566;ZNF560;ZNF780B;SRPK1;ZNF382;ZNF14;ZNF227;ZNF689;EIF2B5;ZNF567;JAK2;ZNF790;ZNF543;ZNF333;IFNA8;ZNF461;HLA-DOB;BIRC2;EIF2B1;ZNF426;HLA-DRB4;ZNF746;ZNF773;ZNF670;ZNF528;ZNF620;ZNF132;ZNF418;STAT2;ZNF221;ZNF214;ZNF610;ZNF519;ZFP14;ZNF225;EIF4EBP1;NXF5;ZIK1;IFNA10;ZNF57;ZNF570;ZNF565;RNASEL;ZNF416;IL12A;ZNF124;ZNF584;ZNF354C;TRAF2;TLR9;HLA-DMB;ZNF181;ZNF442;ZNF317;ZNF383;EIF2B2;IRF9;ZNF17;ZNF792;ZNF624;ZNF157;CCL2;CCL5;IFIH1;ZNF667;TSC1;TAP1;ZNF114;ZNF350;ZNF33B;TLR3;ZNF34;ZNF84;CALR;ZNF354A;SYK;ZNF530;IFNGR2;IKBKE;ZNF256;ZNF182;IRF3;ZNF721;ZNF556;TAP2;DAXX;PILRB;ZNF582;ZNF559;PML;ZNF230;ZNF415;ZNF226;NXF3,0.00231812235438697,0.0776570988719635,163/212,ZNF768;AKT3;ZNF623;B2M;ZNF627;ZNF766;ZNF595;ZNF793;CFP;ZNF41;ZNF607;ZNF420;ZNF573;ZNF7;HLA-DRB3;ZNF785;IFNA21;HLA-DRB1;ZNF140;BAD;ZNF480;EIF2AK3;ZFP82;BAK1;ZNF91;ZNF558;ZNF684;HCFC2;TLR2;ZNF709;TNFRSF1A;ZNF268;IFNGR1;TNFRSF14;ZNF674;ZNF718;HCFC1;ZNF443;ZNF772;ZNF540;ZNF43;ZNF569;ZNF74;NFKBIA;TNFSF14;ZNF669;ZNF566;IFNAR1;ZNF560;SRPK1;ZNF382;ZNF571;ZNF14;PIK3CA;ZNF227;ZNF689;ZNF19;EIF2B5;ZNF567;JAK2;DDX58;ZNF790;EIF2AK4;ZNF543;ZNF333;ZNF398;IFNA8;ZNF208;ZNF599;HLA-DOB;BIRC2;EIF2B1;ZNF426;ZNF454;ZNF773;ZNF670;ZNF528;ZNF620;ZNF132;LTA;ZNF418;STAT2;IKBKG;ZNF441;ZNF583;ZNF214;ZNF610;ZNF519;ZNF334;ZNF225;IFNA14;EIF4EBP1;ZNF212;ZIK1;ZNF585B;ZNF57;ZNF570;ZNF85;ZNF613;ZNF565;IFNA6;RNASEL;ZNF416;IL12A;ZNF180;ZNF124;ZNF433;ZNF584;TRAF2;TLR9;HLA-DMB;ZNF676;ZNF181;PIK3CB;EIF2AK2;ZNF442;ZNF549;ZNF317;ZNF383;EIF2B2;IRF9;IL12B;ZNF17;ZNF792;ZNF624;ZNF157;CCL2;CCL5;IFNA2;IFIH1;ZNF667;TSC1;ZNF354B;TAP1;ZNF114;ZNF675;ZNF350;ZNF34;ZNF354A;CALR;SYK;ZNF530;IFNGR2;ZNF267;IKBKE;ZNF234;ZNF256;ZNF182;ZNF235;IRF3;ZNF233;ZNF721;IL1B;ZNF556;TAP2;DAXX;PILRB;ZNF582;ZNF559;ZNF230;ZNF415;ZNF226;NXF3,212
Hippo signaling pathway,0.995018439008653,0.9999978724542887,27/59,DCHS1;FZD8;PPP2R2B;DLG1;TCF7L1;SNAI2;RASSF2;CRB2;AFP;BMP8B;FZD10;FZD9;BMPR1B;WNT5A;WNT5B;AMH;TEAD4;FZD3;GDF5;BIRC2;LIMD1;YWHAH;PPP2R2A;BMP2;FZD2;RASSF6;PARD3,0.8971121158930881,0.9999999908549448,36/59,DCHS1;WNT8B;FZD8;PPP2R2B;DLG1;WNT7A;CTNNA3;TCF7L1;NKD1;WNT3A;RASSF2;CRB2;AFP;BMP8B;FZD10;FZD9;TEAD2;CSNK1D;WNT9A;BMPR1B;WNT5A;BMP6;WNT5B;WNT10B;AMH;TEAD4;BIRC2;LIMD1;YWHAH;PPP2R2A;WNT2B;WNT8A;FZD2;TGFB1;TCF7L2;LLGL1,59
Homologous recombination,0.08768841401858418,0.9999978724542887,15/19,BARD1;RPA1;RAD54B;BRIP1;RPA3;RPA4;TOPBP1;EME1;BLM;BRCA2;UIMC1;PALB2;SSBP1;XRCC2;TOP3B,0.09582063359544458,0.5582593435560684,16/19,BARD1;RAD54B;RPA2;BRIP1;RPA3;RPA4;TOPBP1;EME1;BLM;BRCA2;UIMC1;PALB2;RAD52;SSBP1;XRCC2;TOP3B,19
Human T-cell leukemia virus 1 infection,0.22714706063325005,0.9999978724542887,51/77,FOS;IL2RB;AKT3;ANAPC10;NFATC4;MAP2K4;RELB;B2M;CREB3L1;DLG1;CHEK1;CCNE1;CD3G;ZFP36;PPP3CC;CREB3;CCNE2;CALR;HLA-DRB3;CDC26;CDC20;EGR1;PTTG1;MAP3K14;GPS2;ICAM1;IL2RG;ADCY4;BUB1B;HLA-DRB1;CCNA2;E2F3;ATR;ANAPC2;HLA-DOB;ANAPC11;CREB3L4;HLA-DRB4;EGR2;PTTG2;TRRAP;MAP2K2;TNFRSF1A;HLA-DMB;CDC16;CDC23;MAP2K1;E2F1;CCNB2;SLC25A31;NFKBIA,0.09822902920061681,0.5601144643779852,58/77,FOS;IL2RB;AKT3;ANAPC10;NFATC4;MAP2K4;RELB;B2M;DLG1;CHEK1;CCNE1;CD4;TBP;PIK3CA;CD3G;ZFP36;PPP3CC;CALR;HLA-DRB3;KAT2A;CDC20;EGR1;PTTG1;MAP3K14;GPS2;ICAM1;IL2RG;ADCY4;BUB1B;HLA-DRB1;CDC27;NRAS;CCNA2;E2F3;MMP7;ATR;ANAPC2;HLA-DOB;ANAPC11;TBPL1;CREB3L4;EGR2;PTTG2;MAP2K2;TNFRSF1A;HLA-DMB;PIK3CB;CDC16;LTA;CDC23;SLC2A1;IKBKG;TGFB1;MAP2K1;E2F1;CCNB2;TNFRSF13C;NFKBIA,77
Glycosaminoglycan biosynthesis,0.24569119159425915,0.9999978724542887,24/35,NDST2;HS3ST5;UST;HS3ST2;B3GNT2;EXTL2;B3GAT3;CHPF;DSE;CHST12;XYLT2;CHST11;B4GALT7;B4GALT4;CHST13;NDST4;B4GALT3;NDST3;B4GALT1;NDST1;EXTL1;B3GALT6;EXT1;CHST6,0.8802423899081845,0.9999999908549448,21/35,HS3ST3B1;B3GNT7;NDST2;HS3ST5;UST;HS3ST2;B3GNT2;B3GAT3;CHST12;XYLT2;CHST11;B4GALT7;B4GALT4;NDST4;B4GALT3;NDST3;B4GALT1;EXTL1;B3GALT6;EXT1;CHST6,35
Glycosphingolipid biosynthesis,0.5845103291443143,0.9999978724542887,19/31,GLA;ST6GALNAC6;ST6GALNAC5;B3GNT2;ST6GALNAC3;ST8SIA1;B3GALT1;ST6GALNAC4;FUT5;B4GALT4;B4GALT3;FUT9;GCNT2;B3GNT5;SLC33A1;B4GALT1;B3GALNT1;GBGT1;FUT3,0.8369774158170064,0.9999999908549448,19/31,GLA;ST6GALNAC5;B3GNT2;ST6GALNAC3;HEXB;ST8SIA1;B3GALT1;ST6GALNAC4;FUT5;HEXA;B4GALT4;B4GALT3;GCNT2;B3GNT5;SLC33A1;B4GALT1;GBGT1;FUT1;FUT3,31
GnRH secretion,0.8266676594528091,0.9999978724542887,17/31,PRKCG;GNRH2;RAF1;AKT3;MAP2K2;ITPR3;KCNJ3;GABBR2;CACNA1F;KCNN3;GNRH1;TRPC5;KCNJ6;HCN3;CACNA1G;MAP2K1;KCNJ11,0.4395345703981344,0.9441683531405975,22/31,RAF1;AKT3;ITPR3;GNRH1;TRPC5;KCNJ6;GNAQ;CACNA1G;PIK3CA;KCNJ3;KCNJ11;NRAS;LHB;PRKCG;GNRH2;MAP2K2;GABBR2;PIK3CB;KCNN3;KCNJ9;HCN3;MAP2K1,31
GnRH signaling pathway,0.6668481002623354,0.9999978724542887,19/32,RAF1;PLD2;ITPR3;MAP2K4;CACNA1F;GNRH1;MAP2K6;FSHB;CALML6;CALML4;EGR1;PLA2G4A;MMP14;ADCY4;CAMK2D;GNRH2;MAP2K2;MAPK11;MAP2K1,0.8877014787566898,0.9999999908549448,19/32,RAF1;PLD2;ITPR3;MAP2K4;GNRH1;GNAQ;MAP2K6;CALML6;PLA2G4F;EGR1;PLA2G4A;MMP14;ADCY4;NRAS;LHB;GNRH2;MAP2K2;MAPK11;MAP2K1,32
Graft-versus-host disease,0.9858855160124715,0.9999978724542887,6/16,HLA-DMB;KIR3DL3;HLA-DRB3;HLA-DOB;HLA-DRB4;HLA-DRB1,0.9994656567094572,0.9999999908549448,5/16,HLA-DMB;HLA-DRB3;HLA-DOB;IL1B;HLA-DRB1,16
"Growth hormone synthesis, secretion and action",0.6406459385035759,0.9999978724542887,27/45,FOS;RAF1;AKT3;ITPR3;MAP2K4;SHC3;CACNA1F;CREB3L1;GHRHR;MAP2K6;CSH2;GHRH;GHSR;GHRL;CREB3;JAK2;IGFALS;PLCG2;ADCY4;IRS1;GNAI3;GNAI1;CREB3L4;PRKCG;MAP2K2;MAPK11;MAP2K1,0.971085722083608,0.9999999908549448,25/45,FOS;RAF1;AKT3;ITPR3;MAP2K4;SHC3;GNAQ;MAP2K6;CSH2;PIK3CA;GHRL;JAK2;PLCG2;IRS4;ADCY4;NRAS;IRS1;GNAI3;GNAI1;CREB3L4;PRKCG;MAP2K2;PIK3CB;MAPK11;MAP2K1,45
HIF-1 signaling pathway,0.7283018668966221,0.9999978724542887,25/43,PFKM;EIF4E2;AKT3;RPS6KB2;NPPA;EIF4EBP1;GAPDH;EGLN2;EDN1;CUL2;TEK;INS;PLCG2;LDHAL6A;CAMK2D;IFNGR2;RBX1;TIMP1;PDHA1;PRKCG;MAP2K2;IFNGR1;TFRC;ALDOC;MAP2K1,0.22769366632877006,0.7839866729599544,32/43,PFKM;EIF4E2;AKT3;PDHB;LDHC;RPS6KB2;NPPA;EIF4EBP1;GAPDH;PDHA2;PIK3CA;EDN1;CUL2;TEK;PFKP;INS;PLCG2;LDHAL6A;IFNGR2;EGF;RBX1;TIMP1;PDHA1;PRKCG;MAP2K2;IFNGR1;PIK3CB;TFRC;SLC2A1;ALDOC;MAP2K1;PGK2,43
Hedgehog signaling pathway,0.9986397736229372,0.9999978724542887,8/24,DHH;KIF7;SMO;MEGF8;GLI3;SMURF2;GLI1;SCUBE2,0.7864982180712967,0.9999999908549448,15/24,IQCE;PTCH2;DHH;SCUBE2;LRP2;KIF7;SMO;MEGF8;GLI3;SMURF2;GLI1;CSNK1A1L;CSNK1D;EVC;HHIP,24
Natural killer cell mediated cytotoxicity,0.9810693904190069,0.9999978724542887,24/50,RAF1;NCR2;SHC3;TYROBP;ARAF;PPP3CC;SYK;ICAM1;IFNA10;PLCG2;LCP2;NCR3;IFNGR2;MICA;IFNA8;KIR3DL3;HCST;PRKCG;MAP2K2;IFNGR1;KIR2DS1;BRAF;KLRC2;MAP2K1,0.9724663734097772,0.9999999908549448,28/50,RAF1;NCR2;IFNAR1;SHC3;IFNA14;IFNA2;PIK3CA;ARAF;PPP3CC;IFNA21;SYK;ICAM1;PLCG2;LCP2;NRAS;NCR3;IFNGR2;IFNA6;MICA;IFNA8;PRKCG;MAP2K2;IFNGR1;PIK3CB;BRAF;KLRC2;MAP2K1;ULBP1,50
Necroptosis,0.8675214470416417,0.9999978724542887,32/58,SQSTM1;CAPN2;FAF1;USP21;TLR3;RIPK3;JAK2;STAT6;PLA2G4A;RBCK1;IFNA10;VPS4A;PARP1;CAMK2D;IFNGR2;PYCARD;CAPN1;IFNA8;CHMP6;BIRC2;IL33;TRAF2;DNM1L;TNFRSF1A;IFNGR1;TICAM2;RIPK1;PYGM;STAT2;IRF9;NLRP3;SLC25A31,0.7928648508131182,0.9999999908549448,37/58,SQSTM1;IFNAR1;FAF1;USP21;IFNA14;IFNA2;GLUD1;CHMP1B;PLA2G4F;RIPK3;JAK2;STAT6;IFNA21;PLA2G4A;RBCK1;VPS4A;CHMP2A;PARP1;IFNGR2;IFNA6;GLUD2;CAPN1;IFNA8;BIRC2;IL33;TRAF2;DNM1L;IL1B;TNFRSF1A;RNF31;IFNGR1;EIF2AK2;RIPK1;PYGM;STAT2;IRF9;NLRP3,58
Neuroactive ligand-receptor interaction,0.9999346422827735,0.9999978724542887,103/211,GABRP;CHRNA4;IAPP;FSHB;EDN2;CCKBR;CSH2;LTB4R;ADM;P2RX3;ADORA2B;INSL5;AGT;GLRB;GABRA3;SLURP1;GRIA1;UCN;FPR1;GAL;ADRA1A;P2RY13;GNRH2;GABBR2;HTR1A;GCGR;LEP;PARD3;CCKAR;GIP;GABRR1;NMU;GNRH1;MTNR1B;CHRNA5;P2RY2;PRLHR;P2RY8;PTGER1;GHRH;GRIN3A;GHSR;PRLH;CHRNE;NMUR1;CALCB;CHRNB4;GLRA2;HTR7;PTGER2;LEPR;ADCYAP1R1;HTR1B;RLN2;CHRNB3;ADRB2;TRH;GABRA6;P2RY10;AVP;CHRNA3;MC4R;CHRNA1;TAAR8;C3AR1;GPR83;GHRHR;ADRB1;TAC3;GRM6;ADRB3;BDKRB2;EDN1;TAAR9;MTNR1A;GHRL;MCHR2;ADRA2B;OPRL1;GRM4;TAAR5;GABRG3;CRHR2;HTR2A;S1PR1;MCHR1;ADRA1D;F2RL3;MC2R;PENK;HCRTR2;HCRT;ADRA2C;PTGDR;PYY;HCRTR1;ADCYAP1;PPY;GABRA5;CALCRL;HTR6;PTH;CHRNA9,0.9997311321045274,0.9999999908549448,120/211,GABRP;CHRNA4;IAPP;CHRNA2;CALCR;EDN2;CSH2;CCKBR;ADM;LTB4R;TACR3;S1PR2;HRH4;P2RX3;INSL5;GALR2;GLRB;AGT;GABRA3;CYSLTR1;SLURP1;GRIA1;UCN;LHB;GAL;P2RY13;GNRH2;GABBR2;BRS3;HTR1A;GCGR;LEP;GABRR2;GIP;GABRR1;OPRD1;NMU;P2RX2;GNRH1;GALR3;PRLHR;P2RY8;GRIN3A;TRHR;TSHB;CHRNE;NMUR1;CALCB;CHRNB4;MC3R;GPR50;GLRA2;HTR7;PTGER2;LEPR;HTR1B;CHRND;UCN2;RLN2;P2RY11;ADRB2;TRH;P2RY10;AVP;CHRNA3;MC4R;CHRNA1;TAAR8;C3AR1;GPR83;CHRNG;ADRB1;TAC3;GRM6;BDKRB2;GPR156;CYSLTR2;EDN1;TAAR9;MTNR1A;GHRL;GRM3;GRID2;SSTR4;UTS2R;ADRA2B;DRD1;GRM4;TAAR5;GABRG3;GABRD;S1PR1;MCHR1;RLN1;F2RL3;CHRM4;MC2R;PENK;HCRTR2;SCT;AGTR2;MC5R;TAC4;PMCH;HCRT;ADRA2C;PTGDR;PYY;HCRTR1;NTSR2;CHRM1;TAAR2;UCN3;GLP1R;ADCYAP1;PPY;GABRA5;CALCRL;HTR6;CHRNA9,211
Neurotrophin signaling pathway,0.8895620224121862,0.9999978724542887,23/43,RAF1;AKT3;SHC3;MAP2K1;NGFR;CAMK4;CALML6;CALML4;PLCG2;CAMK2D;BAD;IRS1;NTF4;ARHGDIB;ARHGDIG;MAP2K2;NFKBIE;MAP3K5;MAPK11;BRAF;RPS6KA2;RPS6KA6;NFKBIA,0.8120355413153969,0.9999999908549448,27/43,RAF1;AKT3;MAGED1;SHC3;NFKBIB;MAP2K1;NGFR;CALML6;PIK3CA;SH2B2;PLCG2;NRAS;BAD;IRS1;PRDM4;IRAK2;ARHGDIB;ARHGDIG;MAP2K2;ZNF274;PIK3CB;MAP3K5;MAPK11;BRAF;RPS6KA2;RPS6KA6;NFKBIA,43
Neutrophil extracellular trap formation,0.8628738635275348,0.9999978724542887,24/44,RAF1;AKT3;HDAC1;ITGAM;NCF4;SYK;PLCG2;PPIF;TLR8;GSDMD;FCGR2A;HDAC11;SELPLG;TLR2;CAMP;FPR1;PRKCG;MAP2K2;CLCN3;CYBA;MAPK11;MAP2K1;AQP9;SLC25A31,0.5551623272469791,0.9999999908549448,30/44,RAF1;AKT3;HDAC2;HDAC1;ITGAM;PIK3CA;ATG7;NCF4;SIGLEC9;HAT1;SYK;CLEC7A;GP1BA;PLCG2;PPIF;TLR8;GSDMD;FCGR2A;HDAC11;SELPLG;TLR2;CAMP;PRKCG;MAP2K2;PIK3CB;CYBA;MAPK11;HDAC6;MAP2K1;AQP9,44
Nicotinate and nicotinamide metabolism,0.776728396575326,0.9999978724542887,10/18,SIRT2;SIRT5;NT5M;NNT;ENPP3;NADSYN1;SIRT6;NT5C1A;ENPP1;BST1,0.26554236999903735,0.8148821121726627,14/18,SIRT2;SIRT5;SIRT1;NNT;NT5M;SIRT4;NT5C;ENPP3;CD38;SIRT6;NT5C1A;ENPP1;AOX1;BST1,18
Nicotine addiction,0.9749492135070547,0.9999978724542887,10/23,SLC17A7;GABRR1;GABRP;GRIN3A;GABRA3;CHRNA4;GABRG3;GABRA5;GRIA1;GABRA6,0.9637969488750482,0.9999999908549448,12/23,SLC17A7;GABRR1;GABRP;GRIN3A;GABRA3;GABRR2;CHRNA4;GABRG3;GABRD;GABRA5;GRIA1;CACNA1B,23
Non-alcoholic fatty liver disease,0.324903623328433,0.9999978724542887,46/71,PRKAB1;FOS;AKT3;NDUFAB1;COX7A1;COX7C;COX5B;COX8A;NDUFA4L2;COX6C;UQCRC2;COX7A2;DDIT3;NDUFA8;NDUFC1;NDUFS3;NDUFA13;MLXIPL;INS;IRS1;CYC1;NDUFB3;NDUFA7;PRKAG1;SDHB;UQCRQ;TRAF2;NDUFS6;PRKAA1;NDUFB10;LEPR;NDUFA3;COX7B;NDUFS8;UQCRC1;TNFRSF1A;NDUFB5;NDUFB8;MAP3K5;MAPK11;NDUFB11;COX6B1;LEP;NDUFB1;COX7B2;NDUFA11,0.028109282338795248,0.25976854023438367,56/71,PRKAB1;FOS;AKT3;NDUFAB1;COX7A1;COX7C;NDUFV2;COX5B;COX8A;NDUFA4L2;NDUFA12;COX6C;UQCRC2;COX7A2;PIK3CA;NDUFA8;COX6A2;NDUFB4;NDUFS5;NDUFC1;NDUFS3;NDUFS4;NDUFA13;INS;IRS1;CYC1;EIF2AK3;NDUFB3;NDUFA7;PRKAG1;UQCRQ;TRAF2;NDUFS6;PRKAA1;NDUFB2;LEPR;NDUFA3;IL1B;NDUFB10;COX7B;NDUFS8;UQCRC1;TNFRSF1A;COX6A1;NDUFB5;NDUFB8;PIK3CB;MAP3K5;MAPK11;NDUFB11;COX6B1;LEP;TGFB1;NDUFB1;NDUFA11;GSK3A,71
MicroRNAs in cancer,0.8648048804794444,0.9999978724542887,28/51,ABCB1;RAF1;TNR;RDX;PLAU;ZEB2;CCNG1;HDAC1;CYP1B1;CCNE1;TIMP3;CCNE2;NOTCH1;PLCG2;RECK;IRS1;E2F3;FZD3;NOTCH2;MARCKS;PRKCG;MAP2K2;NOTCH3;CDCA5;MMP9;MAP2K1;E2F1;HOXD10,0.6379205355094402,0.9999999908549448,34/51,ABCB1;RAF1;TNR;ZEB2;CCNG1;HDAC2;CYP1B1;HDAC1;CCNE1;WNT3A;PIK3CA;SIRT1;TIMP3;NOTCH1;PLCG2;NRAS;RECK;IRS1;E2F3;BAK1;NOTCH2;DDIT4;BCL2L2;MARCKS;PRKCG;MAP2K2;NOTCH3;PIK3CB;CDCA5;MMP9;TNN;MAP2K1;E2F1;HOXD10,51
Mineral absorption,0.7264902682262226,0.9999978724542887,15/26,ATP7B;ATP1B2;TRPV6;ATP1A1;SLC39A4;CLCN2;ATP1A3;ATP1A2;MT1A;S100G;SLC5A1;STEAP2;ATP1B3;SLC30A1;SLC9A3,0.9823883597075634,0.9999999908549448,13/26,ATP1B2;TRPV6;ATP1A1;SLC39A4;CLCN2;ATP1A3;ATP1A2;S100G;SLC5A1;STEAP2;ATP1B3;SLC9A3;ATOX1,26
Mitophagy,0.7955377825341425,0.9999978724542887,11/20,FUNDC1;SQSTM1;GABARAP;TFEB;RRAS2;CITED2;TBC1D17;ATG9A;UBA52;E2F1;USP8,0.5263540591032294,0.9934006185891936,14/20,FUNDC1;SQSTM1;EIF2AK3;GABARAP;BNIP3;TFEB;USP30;RRAS2;CITED2;TBC1D17;ATG9A;UBA52;E2F1;NRAS,20
Morphine addiction,0.9689335811793208,0.9999978724542887,22/45,GABRR1;GABRP;KCNJ6;PDE2A;KCNJ3;PDE7A;ADCY4;GNG5;GABRA3;GNG8;GNAI3;GNAI1;GNG12;PRKCG;GABBR2;GABRG3;PDE7B;PDE3B;GRK6;GABRA5;GABRA6;GNG3,0.8357571418287526,0.9999999908549448,28/45,GABRR1;GABRP;KCNJ6;PDE2A;KCNJ3;PDE7A;ADCY4;CACNA1B;GABRA3;GNG8;GNAI3;GNAI1;GNG12;DRD1;PRKCG;GABBR2;GABRG3;GABRD;PDE3B;KCNJ9;PDE7B;GNGT2;GRK6;GABRA5;PDE3A;GABRR2;GNG13;GNG3,45
Mucin type O-glycan biosynthesis,0.4224301077508194,0.9999978724542887,12/18,C1GALT1;ST6GALNAC1;GALNT14;GALNTL5;ST6GALNAC3;GALNT8;GALNT7;GALNT9;ST6GALNAC4;GALNT2;ST6GALNAC2;GALNT12,0.26554236999903735,0.8148821121726627,14/18,ST6GALNAC1;GALNT14;GALNTL5;ST6GALNAC3;GALNT1;GALNT7;GCNT4;GALNT9;ST6GALNAC4;GALNT2;GALNT5;ST6GALNAC2;GALNT12;GCNT3,18
N-Glycan biosynthesis,0.7026557262596564,0.9999978724542887,14/24,B4GALT1;RPN2;MGAT2;DPM1;MGAT4C;ALG12;MGAT4A;ALG2;ST6GAL2;B4GALT3;DPAGT1;TUSC3;MGAT5;DOLK,0.16744408373546135,0.6599266829574065,19/24,MGAT3;DPM1;ALG10;DPM2;ALG12;ALG5;MGAT4A;TUSC3;MGAT2;ALG2;ALG10B;DPAGT1;DOLK;ALG11;B4GALT3;MGAT5;B4GALT1;RPN2;ST6GAL2,24
NF-kappa B signaling pathway,0.3090520745499867,0.9999978724542887,26/39,TNFSF14;TNFSF13B;EDA2R;RELB;PLAU;CCL19;BLNK;GADD45A;PIAS4;MAP3K14;SYK;GADD45G;PLCG2;ICAM1;PARP1;EDARADD;BIRC2;CCL4;TRAF2;CARD11;TNFRSF1A;TICAM2;RIPK1;CD40LG;BTK;NFKBIA,0.07974659268427724,0.4857292463496886,31/39,TNFSF14;TNFSF13B;EDA2R;RELB;CCL19;BLNK;CCL21;GADD45A;PIAS4;MAP3K14;DDX58;GADD45G;SYK;PLCG2;ICAM1;LBP;PARP1;EDARADD;BIRC2;CCL4;TRAF2;IL1B;CARD11;TNFRSF1A;RIPK1;LTA;IKBKG;BTK;CD40LG;TNFRSF13C;NFKBIA,39
NOD-like receptor signaling pathway,0.9578669415873982,0.9999978724542887,37/71,ITPR3;TXN2;CCL2;CCL5;DEFA4;TRPV2;RIPK3;GABARAP;PSTPIP1;IL18;GBP2;RBCK1;IFNA10;NOD2;CASP5;RNASEL;IKBKE;PYCARD;GSDMD;IFNA8;DEFA1;IRF3;BIRC2;CAMP;DNM1L;TRAF2;TANK;NLRC4;CARD6;CYBA;MAPK11;RIPK1;STAT2;IRF9;ATG16L1;NLRP3;NFKBIA,0.3753555378586,0.9046042263052287,50/71,ITPR3;IFNAR1;TXN2;CCL2;NFKBIB;IFNA14;IFNA2;NOD1;CCL5;DEFA4;PYDC1;TRPV2;RIPK3;GABARAP;PSTPIP1;IFNA21;IL18;GBP2;RBCK1;NOD2;CASP5;IFNA6;RNASEL;IKBKE;GSDMD;IFNA8;DEFB103A;IRF3;BIRC2;NEK7;CAMP;DNM1L;TRAF2;TANK;IL1B;NLRC4;CARD6;GPRC6A;RNF31;CYBA;MAPK11;RIPK1;STAT2;IKBKG;NLRP6;IRF9;ATG16L1;NLRP3;GBP7;NFKBIA,71
Lysine degradation,0.19578111980021493,0.9999978724542887,14/19,ALDH7A1;PIPOX;EZH1;ALDH9A1;SETD1A;AADAT;EHHADH;PRDM7;SMYD2;BBOX1;SUV39H1;DOT1L;SMYD1;PLOD2,0.8794171464491283,0.9999999908549448,11/19,EZH1;PIPOX;SETD1A;AADAT;DLD;EHHADH;PRDM7;SMYD2;SUV39H1;PLOD2;DOT1L,19
Lysosome,0.9316756135762193,0.9999978724542887,34/64,CTSF;SGSH;GLA;SLC17A5;AP1S3;AP3B2;PPT2;NPC1;CLTCL1;HYAL4;ARSG;CTSO;AP4S1;CTNS;CLTA;NPC2;SUMF1;MFSD8;FUCA1;LAMP3;DNASE2B;AP3B1;ENTPD4;ATP6V0A2;ATP6V0D1;HYAL3;CTSZ;LAMP2;ABCA2;CTSK;AP4M1;TCIRG1;ARSA;GNPTG,0.9064375263194472,0.9999999908549448,39/64,SLC17A5;SGSH;GLA;AP1S1;AP1S3;AP3B2;PPT2;AP1M2;FUCA2;NPC1;NAGLU;CLTCL1;ARSG;HEXB;CTSO;AP4S1;CTNS;CLTA;NPC2;SUMF1;FUCA1;HEXA;LAMP3;DNASE2B;AP1B1;ENTPD4;ATP6V0A2;ATP6V0D1;HYAL3;CTSZ;MCOLN1;LAMP2;ABCA2;CTSK;AP4M1;GNS;LAPTM4A;ARSA;GNPTG,64
MAPK signaling pathway,0.7416304851330613,0.9999978724542887,63/107,FOS;RAF1;AKT3;FGF22;MAP2K4;CACNA2D4;CACNA1F;RELB;CACNG5;CACNG8;RASGRP3;CACNG6;MAP2K6;CACNA1G;NGFR;CACNB4;TAOK1;DDIT3;ECSIT;MAP3K12;ARAF;GADD45A;RPS6KA4;PPP3CC;PTPN5;FGF10;TEK;MAP3K14;GADD45G;PLA2G4A;FLNB;INS;PPP5C;HSPA6;RRAS2;NTF4;FGFR2;EPHA2;RPS6KA2;FGF6;GNG12;FLNC;HSPA1L;TRAF2;DAXX;CACNG1;MAP3K8;PRKCG;MAP2K2;TNFRSF1A;CSF1R;CACNG3;MAP3K5;MAPK11;BRAF;DUSP5;FGF3;CACNG2;CACNG4;RASA1;FGF17;MAP2K1;RPS6KA6,0.5164597348587299,0.9934006185891936,73/107,FOS;RAF1;AKT3;JUND;FGF22;MAP2K4;CACNA2D4;RELB;CACNG5;RASGRP3;FGF21;CACNG6;MAP2K6;CACNA1G;NGFR;CACNB4;NLK;CACNG7;TAOK1;PLA2G4F;ECSIT;MAP3K12;ARAF;GADD45A;RPS6KA4;PPP3CC;PTPN5;FGF10;TEK;MAP3K14;GADD45G;PLA2G4A;FLNB;INS;PPP5C;FGF8;HSPA6;CACNA1B;MAP4K2;NRAS;EGF;RRAS2;FGFR2;EPHA2;RPS6KA2;FGF23;GNG12;FLNC;HSPA1L;TRAF2;FGF4;IL1B;CACNG1;MAP3K8;DAXX;PRKCG;MAP2K2;TNFRSF1A;CSF1R;CACNG3;MAP3K5;MAPK11;BRAF;DUSP5;FGF3;IKBKG;CACNG2;CACNG4;TGFB1;RASA1;FGF17;MAP2K1;RPS6KA6,107
