set,Real_P,Real_FDR,Real_Overlap,Real_Genes,Syn_P,Syn_FDR,Syn_Overlap,Syn_Genes,Genes
Prolactin signaling pathway,0.6760680276231581,0.9999978724542887,13/22,FOS;RAF1;AKT3;MAP2K2;SHC3;CYP17A1;MAPK11;JAK2;GCK;CSN2;INS;MAP2K1;IRF1,0.24199691793233388,0.8106896750733186,17/22,FOS;RAF1;AKT3;MAP2K2;PIK3CB;SHC3;CYP17A1;MAPK11;JAK2;GCK;CSN2;INS;MAP2K1;LHB;IRF1;PIK3CA;NRAS,22
Prostate cancer,0.5052196756769574,0.9999978724542887,22/35,RAF1;AKT3;PLAU;CREB3L1;ETV5;TCF7L1;CCNE1;ARAF;CREB3;CCNE2;INS;BAD;E2F3;INSRR;FGFR2;CREB3L4;MAP2K2;BRAF;MMP9;MAP2K1;E2F1;NFKBIA,0.2687757037144989,0.8148821121726627,26/35,RAF1;AKT3;ETV5;TCF7L1;CCNE1;GSTP1;PIK3CA;ARAF;INS;NRAS;BAD;EGF;E2F3;INSRR;FGFR2;CREB3L4;MAP2K2;PIK3CB;TMPRSS2;BRAF;MMP9;IKBKG;TCF7L2;MAP2K1;E2F1;NFKBIA,35
Proteasome,0.23297027304252596,0.9999978724542887,17/24,PSMD7;PSMB3;PSMA5;PSMA4;PSMD8;PSMC3;PSMB10;PSMB4;PSMA2;PSMC5;PSMD4;PSMD2;PSMD6;PSMB8;PSME4;PSMD11;PSMD14,0.07507977526369457,0.4790804707302415,20/24,PSMD7;PSMA5;PSMD8;PSMB6;PSME3;PSMD4;PSMD2;PSMD14;PSMA2;PSMB3;PSMC3;PSMB10;PSMB4;PSMC5;PSMB8;PSMA8;PSME2;PSME4;PSMD6;PSMA4,24
Protein digestion and absorption,0.890183988774653,0.9999978724542887,31/57,COL20A1;ATP1A2;PGA5;COL6A3;PGA3;SLC16A10;COL16A1;SLC15A1;COL4A4;ATP1A3;CPA1;SLC1A5;COL9A3;SLC9A3;ATP1B2;COL2A1;MEP1B;COL21A1;COL9A2;DPP4;COL6A2;CPB1;COL4A2;ATP1A1;SLC36A3;COL4A5;COL11A2;COL25A1;KCNE3;ATP1B3;COL23A1,0.9281705033167107,0.9999999908549448,34/57,COL20A1;ATP1A2;COL4A3;PGA5;COL19A1;COL6A3;PGA3;SLC16A10;COL16A1;SLC15A1;COL4A4;ATP1A3;COL5A3;SLC1A5;CPB2;COL27A1;COL9A3;SLC9A3;ATP1B2;KCNJ13;COL2A1;MEP1B;COL21A1;COL9A2;DPP4;ACE2;CPB1;COL4A2;ATP1A1;COL11A2;COL25A1;KCNE3;ATP1B3;COL23A1,57
Protein processing in endoplasmic reticulum,0.08608121220716297,0.9999978724542887,49/70,CAPN2;FBXO2;WFS1;DNAJB1;HERPUD1;TUSC3;DDIT3;NGLY1;ERP29;PDIA4;CKAP4;DNAJB11;DNAJC5G;RAD23A;CALR;SSR4;PPP1R15A;P4HB;SEC24A;NFE2L2;PRKCSH;HSPA6;RBX1;CAPN1;SEC61A1;PLAA;UBQLN2;BAG1;HSPA4L;CRYAB;SIL1;TRAF2;SEC24C;SEC31B;RPN2;UBE2D4;DNAJA2;SVIP;MAP3K5;EDEM3;PDIA6;UBQLN4;MBTPS2;SSR1;HSPA1L;HSPH1;ATF6;DERL2;FBXO6,0.017303042395863208,0.22081977914720663,56/70,STUB1;FBXO2;NPLOC4;WFS1;DNAJB1;TUSC3;ERP29;PDIA4;CKAP4;DNAJB11;DNAJC5G;RAD23A;CALR;SSR4;PPP1R15A;P4HB;NFE2L2;PRKCSH;TRAM1;HSPA6;PREB;EIF2AK4;EIF2AK3;SEC24B;RBX1;CAPN1;BAK1;PLAA;SEC61A1;UBQLN2;SEC24D;HSPA4L;CRYAB;SIL1;TRAF2;SEC24C;DNAJC3;SEC31B;LMAN1L;RPN2;UBE2D4;UBE2J1;DNAJA2;SVIP;EIF2AK2;MAP3K5;EDEM3;PDIA6;BAG2;UBQLN4;MBTPS2;HSPA1L;HSPH1;ATF6;DERL2;FBXO6,70
Proteoglycans in cancer,0.6276516915460151,0.9999978724542887,41/68,RAF1;AKT3;ITPR3;RDX;FZD8;TFAP4;HSPB2;PLAU;RPS6KB2;IQGAP1;HPSE;HCLS1;ITGB5;ARAF;TIMP3;FZD10;FZD9;FLNB;PLCG2;WNT5A;SDC2;CAMK2D;WNT5B;SLC9A1;RRAS2;FZD3;TWIST2;GPC1;PPP1R12C;TLR2;FLNC;NANOG;PRKCG;MAP2K2;FZD2;MAPK11;SMO;BRAF;MMP9;MAP2K1;HOXD10,0.3690890898307895,0.9046042263052287,48/68,RAF1;AKT3;WNT8B;ITPR3;FZD8;TFAP4;HSPB2;RPS6KB2;IQGAP1;HPSE;WNT3A;HCLS1;PIK3CA;ITGB5;ARAF;TIMP3;FZD10;FZD9;FLNB;PLCG2;WNT9A;WNT5A;SDC2;NRAS;WNT5B;WNT10B;RRAS2;SLC9A1;TWIST2;GPC1;PPP1R12C;TLR2;FLNC;WNT2B;PRKCG;MAP2K2;WNT8A;FZD2;PIK3CB;MAPK11;SMO;BRAF;MMP9;TGFB1;MAP2K1;IL12B;HOXD10;WNT7A,68
Purine metabolism,0.8019964546145911,0.9999978724542887,33/58,PDE6H;RRM1;PGM1;PDE2A;NUDT5;HPRT1;AMPD2;PDE7A;PRPS1L1;ENPP4;ENPP1;ADCY4;IMPDH2;XDH;GMPS;NME7;PGM2;ADSL;PDE6G;ENTPD4;NT5C1A;GMPR;ALLC;ENTPD1;NT5M;PDE7B;HDDC3;ATIC;PDE3B;ENPP3;RRM2B;GUCY2F;NME3,0.8622664605357538,0.9999999908549448,36/58,GUCY2C;RRM1;GUCY2D;PDE2A;NUDT5;HPRT1;NT5C;PDE7A;PRPS1L1;ENPP4;ENPP1;ADCY4;IMPDH2;XDH;GMPS;PGM2;ADSL;AMPD1;PDE6G;ENTPD6;ENTPD4;NME6;NT5C1A;GMPR;GUCY1A2;ENTPD1;NT5M;ENTPD8;PDE7B;HDDC3;ATIC;PDE3B;ENPP3;RRM2B;PDE3A;PDE6C,58
Pyrimidine metabolism,0.15213219441983006,0.9999978724542887,21/29,TK1;RRM1;DHODH;UCK2;TYMS;UPB1;ENPP1;NME7;ENTPD4;UMPS;CAD;NT5C1A;ENTPD1;CTPS2;UPP2;NT5M;ENPP3;UCKL1;RRM2B;CMPK2;NME3,0.12959699452533255,0.6202141880855201,23/29,TK1;RRM1;CDA;DHODH;NT5C;UCK2;TYMS;UPB1;ENPP1;ENTPD6;ENTPD4;UMPS;CAD;NME6;NT5C1A;ENTPD1;CTPS2;UPP2;NT5M;ENTPD8;ENPP3;RRM2B;CMPK2,29
Cysteine and methionine metabolism,0.4480691662850669,0.9999978724542887,10/15,GSS;ENOPH1;GCLM;MDH2;IL4I1;APIP;SDSL;CDO1;SRM;LDHAL6A,0.44390004662580335,0.9441683531405975,11/15,GSS;ENOPH1;MAT1A;MDH1;MDH2;LDHC;APIP;SDSL;CDO1;SRM;LDHAL6A,15
Cytokine-cytokine receptor interaction,0.9987386053187663,0.9999978724542887,79/158,CSH2;IL23R;CXCR3;IL17C;BMPR1B;GDF1;CCL16;IL22;CCL22;CXCL14;GDF9;TNFRSF1A;IFNGR1;TNFRSF14;CD70;LEP;TNFSF14;EDA2R;TNFRSF13B;IL17D;BMP8B;IL18;TNFSF18;CCR4;TNFRSF9;IFNA8;IL27;GDF3;IL33;LEPR;IL20RB;TNFRSF1B;IL10RB;TNFRSF19;IL21R;IL2RB;BMP15;CCL7;CCL17;NGFR;IL17B;PF4;CCL1;IL9;IL20;IL2RG;IFNA10;CCL15;CCR10;GDF5;IL12A;PPBP;CD27;IL7;CSF1R;PF4V1;TNFSF12;TNFRSF10C;TNFSF13B;CCL2;CCL19;CCL5;IL31;IL7R;IFNGR2;IL18RAP;AMH;IL17RB;CCL4;CCL20;BMP2;TNFSF4;CX3CR1;AMHR2;CCR7;CCR9;CD40LG;TNFRSF4;IL17A,0.9960539150593934,0.9999999908549448,92/158,IFNW1;CSH2;IL23R;CXCR3;CRLF2;IFNA21;BMPR1B;GDF1;IL21;CCL16;IL22;CCL22;CXCL14;IL17F;GDF9;TNFRSF1A;IFNGR1;TNFRSF14;LEP;TGFB1;TNFSF14;EDA2R;IFNAR1;INHA;BMP8B;IL18;CCR4;TNFSF8;TNFRSF9;IFNA8;IL27;IL33;LEPR;IL20RB;TNFRSF1B;IL10RB;LTA;TNFRSF19;TNFRSF13C;IL21R;IL2RB;BMP15;CCL7;IL1RL1;IFNA14;XCL2;CD4;NGFR;IL17B;PF4;CCL24;CCL1;CCL25;IL2RG;CCR10;IFNA6;IL12A;PPBP;CD27;IL7;GDF15;NODAL;IL23A;CSF1R;GDF11;PF4V1;TNFSF12;IL12B;TNFRSF10C;TNFSF13B;CCL2;CCL19;IFNA2;CCL5;CCL21;IL10;CSF3R;BMP6;IL7R;IFNGR2;INHBE;CSF2RB;IL18RAP;AMH;IL17RB;CCL4;IL1B;TNFSF4;AMHR2;CCR7;CD40LG;TNFRSF4,158
Cytosolic DNA-sensing pathway,0.8412648066003761,0.9999978724542887,22/40,POLR2E;CCL5;POLR1C;RIPK3;POLR3G;IL18;POLR2F;POLR3H;IFNA10;POLR3K;IKBKE;PYCARD;IFNA8;POLR2H;IRF3;CCL4;IL33;POLR3D;NFKBIA;RIPK1;POLR3GL;POLR3E,0.3302169139176868,0.9046042263052287,29/40,POLR2E;POLR3C;NFKBIB;IFNA14;IFNA2;CCL5;POLR1C;RIPK3;POLR3G;IFNA21;DDX58;IL18;POLR3F;POLR2F;POLR3K;IFNA6;IKBKE;IFNA8;POLR2H;IRF3;CCL4;IL33;IL1B;POLR3D;NFKBIA;RIPK1;POLR3GL;IKBKG;POLR3E,40
Diabetic cardiomyopathy,0.15311167262169464,0.9999978724542887,56/83,CPT2;AKT3;NDUFAB1;COX7A1;COX7C;RYR2;COX5B;GSR;COX8A;NDUFA4L2;PDK2;COX6C;GAPDH;UQCRC2;COX7A2;G6PD;NDUFA8;NCF4;PDK3;NDUFC1;NDUFS3;TNNI3;GYS1;NDUFA13;INS;PARP1;AGT;PPIF;CAMK2D;IRS1;CYC1;NDUFB3;ATP2A1;NDUFA7;SDHB;UQCRQ;NDUFS6;NDUFB10;COX7B;TBC1D4;NDUFA3;PDHA1;NDUFS8;PRKCG;UQCRC1;NDUFB5;NDUFB8;CYBA;MAPK11;NDUFB11;COX6B1;MMP9;NDUFB1;COX7B2;NDUFA11;SLC25A31,0.012986026205344428,0.18317131700170036,66/83,AKT3;NDUFAB1;COX7A1;PDHB;COX7C;RYR2;NDUFV2;COX5B;NDUFA4L2;GSR;COX8A;NDUFA12;PDK2;COX6C;GAPDH;UQCRC2;PDHA2;COX7A2;PIK3CA;G6PD;NDUFA8;COX6A2;NCF4;NDUFB4;PDK3;NDUFS5;NDUFC1;NDUFS3;NDUFS4;TNNI3;GYS1;NDUFA13;CMA1;INS;PARP1;AGT;PPIF;IRS1;CYC1;NDUFB3;ATP2A1;NDUFA7;UQCRQ;NDUFS6;NDUFB10;NDUFB2;COX7B;NDUFA3;TBC1D4;PDHA1;NDUFS8;PRKCG;UQCRC1;COX6A1;NDUFB5;NDUFB8;PIK3CB;CYBA;MAPK11;NDUFB11;COX6B1;SLC2A1;MMP9;NDUFB1;TGFB1;NDUFA11,83
Dilated cardiomyopathy,0.13720964475880557,0.9999978724542887,33/47,MYL2;CACNA2D4;RYR2;CACNA1F;CACNG5;CACNG8;ADRB1;CACNG6;CACNB4;ITGB5;SGCB;TNNI3;ADCY4;SGCA;AGT;ATP2A1;LAMA2;ITGA7;EMD;TTN;ITGB6;CACNG1;ITGA4;ITGA11;CACNG3;MYBPC3;ITGA6;DES;ITGB7;CACNG2;CACNG4;SGCG;ITGA8,0.4336124336511928,0.9441683531405975,33/47,MYL2;CACNA2D4;RYR2;CACNG5;ADRB1;CACNG6;CACNB4;CACNG7;ITGB5;SGCB;TNNI3;ADCY4;SGCA;AGT;ATP2A1;LAMA2;ITGA10;ITGA7;DMD;EMD;ITGB6;CACNG1;ITGA4;ITGA11;CACNG3;MYBPC3;ITGA6;ITGB7;CACNG2;CACNG4;TGFB1;SGCG;ITGA8,47
Dopaminergic synapse,0.7551598903113177,0.9999978724542887,33/57,FOS;PPP2R5B;AKT3;ITPR3;PPP2R2B;CREB3L1;KCNJ6;SLC18A1;CALML6;SLC18A2;CALML4;PPP2R3B;KCNJ3;PPP3CC;CREB3;KIF5B;CAMK2D;GNG5;GNG8;SCN1A;GNAI3;GNAI1;SLC6A3;CREB3L4;GRIA1;PPP2R2A;GNG12;CLOCK;PRKCG;KIF5A;PPP2R5E;MAPK11;GNG3,0.8826074102153103,0.9999999908549448,35/57,FOS;PPP2R5B;AKT3;ITPR3;PPP2R2B;MAOA;KCNJ6;GNAQ;SLC18A1;CALML6;SLC18A2;PPP2R3B;KCNJ3;PPP3CC;CACNA1B;GNG8;SCN1A;GNAI3;GNAI1;SLC6A3;CREB3L4;GRIA1;PPP2R2A;GNG12;DRD1;CLOCK;PRKCG;KIF5A;PPP2R5E;MAPK11;KCNJ9;GNGT2;GNG13;GNG3;GSK3A,57
Drug metabolism,0.8481594750297694,0.9999978724542887,30/54,TK1;GSTA4;CYP3A5;RRM1;CYP2A6;HPRT1;ADH7;FMO1;UCK2;GSTM2;UPB1;GSTA2;IMPDH2;XDH;GMPS;NME7;CYP3A4;GSTA5;UGT2A3;UMPS;UGT1A8;GSTO2;ALDH3A1;UPP2;ADH1C;GSTK1;UCKL1;RRM2B;NME3;GSTA3,0.9616424092049303,0.9999999908549448,31/54,TK1;NAT2;GSTA4;CYP3A5;RRM1;MAOA;GSTP1;MGST3;CYP2A6;HPRT1;CDA;GSTM1;UCK2;GSTM2;ADH4;UPB1;GSTA2;IMPDH2;XDH;GMPS;ALDH3B2;UGT2A1;UMPS;NME6;AOX1;GSTO2;ALDH3A1;UPP2;GSTK1;RRM2B;GSTA3,54
Circadian entrainment,0.7283018668966221,0.9999978724542887,25/43,FOS;ITPR3;RYR2;KCNJ6;MTNR1B;CACNA1G;NOS1AP;CALML6;CALML4;MTNR1A;KCNJ3;ADCY4;CAMK2D;GNG5;GNG8;GNAI3;GNAI1;PER1;GRIA1;GNG12;ADCYAP1R1;PRKCG;ADCYAP1;GNG3;RYR3,0.9351571362489617,0.9999999908549448,25/43,FOS;ITPR3;RYR2;KCNJ6;GNAQ;CACNA1G;NOS1AP;CALML6;MTNR1A;KCNJ3;ADCY4;GNG8;GNAI3;GNAI1;PER1;GRIA1;GNG12;GUCY1A2;PRKCG;ADCYAP1;KCNJ9;GNGT2;GNG13;GNG3;RYR3,43
Cocaine addiction,0.8985878630639262,0.9999978724542887,10/20,GRIN3A;CDK5R1;CREB3;CREB3L1;GNAI3;GNAI1;SLC6A3;SLC18A1;CREB3L4;SLC18A2,0.9267514728450779,0.9999999908549448,11/20,GRIN3A;CDK5R1;GRM3;MAOA;GNAI3;GNAI1;SLC6A3;SLC18A1;CREB3L4;SLC18A2;DRD1,20
Collecting duct acid secretion,0.4224301077508194,0.9999978724542887,12/18,ATP6V1D;ATP6V0E2;ATP6V1G3;CA2;CLCNKB;ATP6V1G2;ATP6V1B2;ATP6V0A2;ATP6V0D1;TCIRG1;ATP6V1E1;ATP6V1B1,0.4560130652157797,0.9473759804482865,13/18,ATP6V1D;ATP6V0E2;ATP6V1G1;CA2;CLCNKB;ATP6V1G3;ATP6V1G2;ATP6V1F;ATP6V1B2;ATP6V0A2;ATP6V0D1;ATP6V1E1;ATP6V1B1,18
Colorectal cancer,0.9486660312767963,0.9999978724542887,14/29,FOS;BAD;RAF1;AKT3;MAP2K2;ARAF;GADD45A;BRAF;RPS6KB2;MSH2;GADD45G;MAP2K1;TCF7L1;DDB2,0.3816940594388833,0.9046042263052287,21/29,FOS;RAF1;AKT3;RPS6KB2;MSH2;TCF7L1;PIK3CA;ARAF;GADD45A;GADD45G;DDB2;NRAS;BAD;EGF;BAK1;MAP2K2;PIK3CB;BRAF;TGFB1;TCF7L2;MAP2K1,29
Complement and coagulation cascades,0.9276618369981912,0.9999978724542887,20/39,C3AR1;F2RL3;PLAU;CFHR4;C9;F11;BDKRB2;ITGAM;THBD;KLKB1;C1R;A2M;F3;F10;C4B;F12;SERPINB2;F13A1;SERPINC1;PROC,0.996027720878222,0.9999999908549448,19/39,C3AR1;F2RL3;CFHR4;F11;BDKRB2;ITGAM;F13B;THBD;KLKB1;CPB2;A2M;F3;CFHR3;F10;C4BPA;C4B;F12;SERPINF2;SERPINC1,39
Coronavirus disease,0.9800591590819435,0.9999978724542887,44/86,RPS12;FOS;RPS21;C3AR1;RPS23;C9;CCL2;IFIH1;RPS20;RPS18;TLR3;RPS3;RPL36;C1R;MMP1;SYK;UBA52;RPS16;RPS9;PLCG2;IFNA10;RPL10L;IKBKE;TLR8;IL12A;IFNA8;FCGR2A;IRF3;RPS27L;TLR2;C4B;RPL8;PRKCG;TNFRSF1A;MAPK11;F13A1;STAT2;RPL36AL;RPL22L1;IRF9;NLRP3;RPL35A;RPL7;NFKBIA,0.6727711178467515,0.9999999908549448,57/86,RPS12;FOS;RPS21;RPL3L;C3AR1;IFNAR1;RPS23;NFKBIB;CCL2;RPL26;IFNA14;IFNA2;IFIH1;IL12B;F13B;PIK3CA;RPS20;RPS18;RPS3;RPL36;RPL11;IFNA21;MMP1;DDX58;SYK;UBA52;RPS16;RPS9;PLCG2;IFNA6;IKBKE;TLR8;IL12A;IFNA8;FCGR2A;IRF3;RPS27L;TLR2;IL1B;C4B;RPL8;ACE2;PRKCG;TNFRSF1A;PIK3CB;EIF2AK2;TMPRSS2;MAPK11;RPL22L1;STAT2;RPL36AL;IKBKG;IRF9;NLRP3;RPL35A;RPL7;NFKBIA,86
Cortisol synthesis and secretion,0.7479562698977744,0.9999978724542887,16/28,KCNA4;CYP11A1;MRAP;ITPR3;CACNA1F;CREB3;MC2R;CREB3L1;CYP17A1;CACNA1G;CREB3L4;KCNK2;CYP21A2;HSD3B2;ADCY4;AGT,0.9946150385443627,0.9999999908549448,13/28,KCNA4;MRAP;ITPR3;CYP17A1;MC2R;GNAQ;CACNA1G;CREB3L4;KCNK2;CYP21A2;HSD3B2;ADCY4;AGT,28
Cushing syndrome,0.7168273552383804,0.9999978724542887,40/68,KCNA4;ITPR3;CACNA1F;FZD8;MC2R;CREB3L1;ASH2L;CACNA1G;TCF7L1;CCNE1;HSD3B2;AHR;E2F1;CREB3;CCNE2;FZD10;FZD9;ADCY4;AGT;WNT5A;CAMK2D;CYP11A1;WNT5B;E2F3;CYP17A1;FZD3;GNAI3;GNAI1;WDR5B;FH;CREB3L4;MAP2K2;MRAP;FZD2;CRHR2;BRAF;MAP2K1;KCNK2;CYP21A2;USP8,0.956540904029648,0.9999999908549448,40/68,KCNA4;WNT8B;ITPR3;FZD8;MC2R;GNAQ;CACNA1G;CYP21A2;TCF7L1;CCNE1;HSD3B2;AHR;WNT3A;E2F1;FZD10;FZD9;WNT9A;ADCY4;AGT;WNT5A;WNT5B;E2F3;WNT10B;CYP17A1;GNAI3;GNAI1;WDR5B;FH;CREB3L4;WNT2B;MAP2K2;WNT8A;MRAP;FZD2;BRAF;TCF7L2;MAP2K1;KCNK2;ARMC5;WNT7A,68
Central carbon metabolism in cancer,0.8792341356851033,0.9999978724542887,13/25,PFKM;RAF1;AKT3;G6PD;MAP2K2;FGFR2;SCO2;GCK;SIRT6;MAP2K1;SLC1A5;LDHAL6A;PDHA1,0.020041993411467788,0.23353279279449424,22/25,PFKM;PGAM2;RAF1;AKT3;PDHB;LDHC;PDHA2;PIK3CA;G6PD;PGAM1;PFKP;SLC1A5;LDHAL6A;NRAS;FGFR2;GCK;PDHA1;MAP2K2;PIK3CB;SLC2A1;SIRT6;MAP2K1,25
Chagas disease,0.9647552019067072,0.9999978724542887,20/41,FOS;AKT3;MAP2K4;PPP2R2B;CCL2;CCL5;BDKRB2;CD3G;CALR;IFNGR2;IL12A;GNAI3;GNAI1;PPP2R2A;TLR2;TLR9;TNFRSF1A;IFNGR1;MAPK11;NFKBIA,0.4193198804448814,0.9311004282080615,29/41,FOS;AKT3;MAP2K4;PPP2R2B;GNAQ;CCL2;CCL5;BDKRB2;CD3G;PIK3CA;CALR;IL10;IFNGR2;IL12A;GNAI3;GNAI1;PPP2R2A;TLR2;IL1B;TLR9;NFKBIA;TNFRSF1A;IFNGR1;PIK3CB;MAPK11;IKBKG;TGFB1;IL12B;GNA15,41
Chemical carcinogenesis,0.5787186491785465,0.9999978724542887,61/100,CYP3A7;FOS;RAF1;AKT3;FGF22;GSTA4;CHRNA4;CACNA1F;CYP3A5;CREB3L1;RPS6KB2;ADRB1;EIF4EBP1;JAG1;CYP1B1;CBR1;ADRB3;AHR;CYP2A6;KPNA5;CREB3;FGF10;GSTM2;JAK2;EPHX1;GSTA2;ADCY4;BAD;CYP1A1;CYP3A4;IKBKE;GSTA5;GNAI3;UGT2A3;GNAI1;CHRNB4;KPNA2;KLF4;RPS6KA2;FGF6;CREB3L4;NOTCH2;UGT1A8;GSTO2;PRKCG;EPHX2;MAP2K2;RXRB;SULT1A1;GSTK1;CDC6;ADRB2;SULT1A4;FGF3;FGF17;MAP2K1;E2F1;RPS6KA6;CHRNA3;GSTA3;CHRNA9,0.8279316380697375,0.9999999908549448,64/100,FOS;RAF1;AKT3;FGF22;NAT2;GSTA4;CHRNA4;CYP3A5;RPS6KB2;ADRB1;EIF4EBP1;JAG1;CYP1B1;CBR1;GSTP1;MGST3;AHR;PIK3CA;CYP2A6;RXRG;GSTM1;FGF10;GSTM2;JAK2;FGF8;EPHX1;GSTA2;ADCY4;CACNA1B;NRAS;BAD;EGF;CYP1A1;IKBKE;GNAI3;GNAI1;CHRNB4;KPNA2;KLF4;UGT2A1;RPS6KA2;CREB3L4;NOTCH2;FGF4;GSTO2;PRKCG;EPHX2;MAP2K2;RXRB;SULT1A1;PIK3CB;GSTK1;CDC6;ADRB2;SULT1A4;PGR;FGF3;FGF17;MAP2K1;E2F1;RPS6KA6;CHRNA3;GSTA3;CHRNA9,100
Chemokine signaling pathway,0.9025439888899026,0.9999978724542887,44/80,WAS;RAF1;AKT3;SHC3;CCL7;CCL17;CCL19;CCL2;CCL5;MAP2K1;CXCR3;PIK3CG;PF4;JAK2;CCL1;CCR4;PLCG2;HCK;ADCY4;BAD;PREX1;GNG5;CCL15;CCL16;CCR10;GNG8;GNAI3;GNAI1;CXCL14;CCL22;PPBP;CCL4;GNG12;CCL20;CX3CR1;BRAF;PF4V1;STAT2;CCR7;CCR9;GRK6;PARD3;GNG3;NFKBIA,0.8754732824461421,0.9999999908549448,50/80,WAS;RAF1;AKT3;SHC3;CCL7;GNAQ;CCL19;NFKBIB;XCL2;CCL2;CCL5;CXCR3;PIK3CA;PIK3CG;CCL21;GSK3A;PF4;JAK2;CCL24;CCL1;CCL25;CCR4;PLCG2;ADCY4;HCK;NRAS;BAD;PREX1;CCR10;CCL16;GNG8;GNAI3;GNAI1;CXCL14;CCL22;PPBP;CCL4;GNG12;PIK3CB;BRAF;GNGT2;PF4V1;STAT2;IKBKG;CCR7;GRK6;MAP2K1;GNG13;GNG3;NFKBIA,80
Cholesterol metabolism,0.9590622874106025,0.9999978724542887,10/22,LPL;NPC1;APOC2;LCAT;ABCB11;APOA1;CETP;APOA2;NPC2;OSBPL5,0.7487635535869852,0.9999999908549448,14/22,CYP7A1;NPC1;LPL;CYP27A1;LCAT;ABCB11;APOC2;LRP2;ANGPTL4;SOAT2;CETP;NPC2;ABCG5;OSBPL5,22
Choline metabolism in cancer,0.47279914964369396,0.9999978724542887,21/33,FOS;WAS;RAF1;AKT3;PLD2;RPS6KB2;EIF4EBP1;TSC1;PIP5K1B;DGKH;PLA2G4A;SLC5A7;PCYT1A;DGKQ;SLC22A4;DGKB;DGKI;PRKCG;MAP2K2;SLC22A2;MAP2K1,0.494532324871628,0.989064649743256,23/33,FOS;WAS;RAF1;AKT3;PLD2;RPS6KB2;EIF4EBP1;TSC1;PIK3CA;PLA2G4F;PIP5K1B;DGKH;PLA2G4A;NRAS;EGF;DGKQ;SLC22A4;DGKB;PRKCG;MAP2K2;PIK3CB;CHPT1;MAP2K1,33
Cholinergic synapse,0.882356378573282,0.9999978724542887,30/55,FOS;AKT3;ITPR3;CHRNA4;CACNA1F;CREB3L1;KCNJ6;CAMK4;KCNQ5;PIK3CG;KCNJ3;CREB3;JAK2;SLC5A7;ADCY4;CAMK2D;GNG5;KCNQ3;GNG8;GNAI3;CHRNB4;GNAI1;KCNJ14;CREB3L4;GNG12;SLC18A3;PRKCG;MAP2K1;GNG3;CHRNA3,0.9521188785132987,0.9999999908549448,32/55,FOS;AKT3;ITPR3;CHRM4;CHRNA4;KCNJ6;GNAQ;KCNQ5;PIK3CA;PIK3CG;KCNJ3;JAK2;ADCY4;CACNA1B;NRAS;KCNQ3;GNG8;GNAI3;CHRM1;CHRNB4;GNAI1;KCNJ14;CREB3L4;GNG12;SLC18A3;PRKCG;PIK3CB;GNGT2;MAP2K1;GNG13;GNG3;CHRNA3,55
Chronic myeloid leukemia,0.5809487398747049,0.9999978724542887,16/26,BAD;RAF1;AKT3;E2F3;MAP2K2;ARAF;GADD45A;SHC3;BRAF;GADD45G;MAP2K1;HDAC1;E2F1;CTBP2;DDB2;NFKBIA,0.0151856385484596,0.20348755654935866,23/26,RAF1;AKT3;SHC3;HDAC2;HDAC1;PIK3CA;ARAF;GADD45A;GADD45G;DDB2;NRAS;BAD;E2F3;BAK1;MAP2K2;PIK3CB;BRAF;IKBKG;TGFB1;MAP2K1;E2F1;CTBP2;NFKBIA,26
Breast cancer,0.7809066943439488,0.9999978724542887,38/66,FOS;RAF1;AKT3;FGF22;LRP5;SHC3;FZD8;RPS6KB2;JAG1;TCF7L1;JAG2;ARAF;GADD45A;FGF10;NOTCH1;FZD10;FZD9;FRAT2;GADD45G;WNT5A;DDB2;WNT5B;E2F3;FZD3;FRAT1;FGF6;NOTCH2;MAP2K2;NOTCH3;FZD2;BRAF;FGF3;HEYL;FGF17;MAP2K1;E2F1;HEY1;BRCA2,0.0036023908577585344,0.08788216719364544,55/66,FOS;RAF1;AKT3;FGF22;WNT8B;LRP5;SHC3;FZD8;RPS6KB2;FGF21;JAG1;TCF7L1;WNT3A;PIK3CA;JAG2;ARAF;GADD45A;FGF10;NOTCH1;FZD10;FZD9;FRAT2;GADD45G;FGF8;WNT9A;WNT5A;DDB2;NRAS;EGF;WNT5B;E2F3;WNT10B;BAK1;FRAT1;FGF23;CSNK1A1L;NOTCH2;FGF4;WNT2B;MAP2K2;WNT8A;NOTCH3;FZD2;PIK3CB;BRAF;PGR;FGF3;HEYL;TCF7L2;FGF17;MAP2K1;E2F1;HEY1;WNT7A;BRCA2,66
C-type lectin receptor signaling pathway,0.41658383033179547,0.9999978724542887,27/42,RAF1;AKT3;ITPR3;NFATC4;RELB;BCL3;CCL17;IL17D;CALML6;CALML4;PPP3CC;MAP3K14;SYK;PLCG2;IRF1;IKBKE;PYCARD;RRAS2;CLEC4E;IL12A;CCL22;EGR2;MAPK11;STAT2;IRF9;NLRP3;NFKBIA,0.16128163494185752,0.6549011843093608,32/42,RAF1;AKT3;ITPR3;NFATC4;RELB;BCL3;CALML6;PIK3CA;PPP3CC;MAP3K14;IL10;SYK;CLEC7A;PLCG2;IRF1;NRAS;IKBKE;RRAS2;CLEC4E;IL12A;CCL22;IL1B;EGR2;IL23A;PIK3CB;MAPK11;STAT2;IKBKG;IRF9;NLRP3;IL12B;NFKBIA,42
