set,Real_P,Real_Overlap,Real_Genes,Syn_P,Syn_Overlap,Syn_Genes,Genes
Regulation of actin cytoskeleton,0.2748535151058575,51/78,DIAPH2;ARPC5;ARPC2;MYL2;NCKAP1L;RAF1;FGF10;ITGA8;SCIN;ITGB5;INS;ITGA4;LIMK1;RDX;ARAF;FGF3;MYL7;ITGB6;MAP2K2;GNG12;BDKRB2;IQGAP3;ITGB7;ITGAE;FGF6;PAK6;BRAF;PPP1R12C;NCKAP1;RRAS2;MYLK2;ARPC1B;IQGAP2;INSRR;FGFR2;FGF22;MYLPF;ITGA6;PIP5K1B;FGF17;ARPC3;DOCK1;IQGAP1;ITGAM;ITGA11;SLC9A1;MAP2K1;ITGA7;PFN3;ARPC5L;TMSB4Y,0.29911680616134156,63/78,LPAR2;DIAPH2;FGF16;ARPC2;CHRM1;FGF8;F2R;MYL2;NCKAP1L;MYL5;RAF1;ITGA1;FGF10;ITGA8;SOS1;SCIN;ITGB5;INS;LIMK1;ARAF;FGF3;MYL7;ITGB6;MAP2K2;GNG12;BDKRB2;IQGAP3;ITGAE;PAK6;ITGA10;BRAF;ITGA5;PPP1R12C;NCKAP1;RRAS2;MYLK2;ARPC1B;RAC3;IQGAP2;PFN4;INSRR;FGFR2;CHRM5;FGF22;WASL;MYLPF;ITGA6;FGF20;PIP5K1B;FGF17;PIK3CA;ARPC3;DOCK1;IQGAP1;ITGAM;ITGA11;SLC9A1;MAP2K1;ITGA7;PFN3;ARPC5L;TMSB4Y;EGF,78
Progesterone-mediated oocyte maturation,0.2774765885333844,25/37,RPS6KA2;CDC23;GNAI3;RAF1;CDC16;PDE3B;INS;GNAI1;CCNB2;CCNB3;ARAF;MAPK11;KIF22;BRAF;ANAPC11;ANAPC10;ANAPC2;RPS6KA6;MAP2K1;AKT3;BUB1;CDC26;CPEB1;ADCY4;CCNA2,0.5456078112941463,29/37,ANAPC13;RPS6KA2;CDC23;RAF1;CDC16;PDE3B;INS;GNAI1;CCNB2;CCNB3;ARAF;MAPK11;KIF22;PGR;BRAF;ANAPC11;ANAPC10;ANAPC2;GNAI2;RPS6KA6;PRKACG;PIK3CA;MAP2K1;AKT3;BUB1;CDC26;CPEB1;ADCY4;CCNA2,37
Amino sugar and nucleotide sugar metabolism,0.28783158422024424,23/34,UAP1;GNPDA1;UGP2;CYB5R2;CYB5R4;NANS;GMDS;PGM1;NPL;GALK1;PGM2;GNPDA2;NAGK;NANP;CMAS;UXS1;CYB5R3;FPGT;PMM1;CYB5R1;GPI;GCK;PMM2,0.33250344335201826,28/34,GNPDA1;UGP2;CYB5R2;CHIA;HEXA;CYB5R4;GMDS;PGM1;NPL;GALK1;PGM2;GNPDA2;NAGK;GFPT2;CHIT1;NANP;CMAS;UXS1;CYB5R3;FPGT;AMDHD2;PMM1;CYB5R1;UAP1L1;RENBP;GPI;GCK;PMM2,34
Insulin secretion,0.29775897014434477,28/42,ATP1A3;CAMK2D;KCNMB4;PDX1;INS;ATP1B2;CACNA1F;CREB3;GIP;CREB3L4;ATP1A2;CCKAR;GPR119;ITPR3;PRKCG;KCNJ11;RAB3A;ADCYAP1;KCNMB3;ADCYAP1R1;TRPM4;KCNN3;RYR2;ATP1A1;ATP1B3;CREB3L1;ADCY4;GCK,0.8715289748838317,30/42,ATP1B4;FFAR1;ATP1A3;CAMK2D;KCNMB4;PDX1;INS;ATP1B2;CACNA1F;CREB3;CREB3L4;ATP1A2;CCKAR;GPR119;KCNJ11;ABCC8;ADCYAP1;KCNMB3;ADCYAP1R1;TRPM4;PRKACG;RYR2;ATP1A1;GCG;CCK;ATP1B3;ADCY4;GCK;KCNN4;PLCB3,42
Ferroptosis,0.30470224267530366,12/17,ACSL5;TFRC;MAP1LC3C;CP;ACSL6;GCLM;ACSL4;SAT2;LPCAT3;SLC39A8;GSS;GPX4,0.8380923914202545,12/17,ACSL1;ACSL5;ALOX15;MAP1LC3C;CP;ACSL6;GCLM;SAT2;PRNP;LPCAT3;SLC39A8;GSS,17
NF-kappa B signaling pathway,0.3090520745499867,26/39,MAP3K14;CD40LG;TNFRSF1A;BLNK;CCL19;RIPK1;PLCG2;TNFSF13B;ICAM1;TRAF2;TNFSF14;BTK;PLAU;GADD45G;EDARADD;TICAM2;CARD11;SYK;GADD45A;PIAS4;RELB;NFKBIA;CCL4;PARP1;BIRC2;EDA2R,0.7555319157435112,29/39,TNFRSF13C;CXCL1;CD40LG;TNFRSF1A;TRADD;CCL19;PLCG2;TNFSF13B;LBP;ICAM1;TRAF2;IKBKG;TNFSF14;LTA;PLAU;LTBR;GADD45G;IL1B;EDARADD;CARD10;SYK;GADD45A;PIAS4;RELB;CCL4;PARP1;PRKCQ;BIRC2;EDA2R,39
Glioma,0.3109461249970621,19/28,RAF1;CAMK2D;CALML6;E2F3;SHC3;ARAF;PLCG2;MAP2K2;CAMK1D;BRAF;CAMK4;E2F1;PRKCG;DDB2;GADD45G;GADD45A;CALML4;MAP2K1;AKT3,0.21392556484057748,24/28,RAF1;CALML3;SOS1;CAMK2D;CALML6;E2F3;SHC3;ARAF;PLCG2;MAP2K2;CAMK1D;BRAF;CAMK4;E2F1;DDB2;BAK1;GADD45G;CAMK1;GADD45A;PIK3CA;CALML4;MAP2K1;AKT3;EGF,28
mTOR signaling pathway,0.31236156636985046,43/66,EIF4E2;PRKAA1;RRAGA;IRS1;RPS6KA2;ATP6V1B1;ATP6V1D;RAF1;FNIP1;DEPDC5;TSC1;RPS6KB2;FZD3;INS;LPIN1;TELO2;ATP6V1G2;MAP2K2;FZD9;BRAF;LPIN3;TBC1D7;PRKCG;FZD10;ATP6V1G3;CAB39;FZD8;EIF4EBP1;RPS6KA6;WNT5B;ULK2;RNF152;RRAGD;LRP5;WDR24;ATP6V1B2;SGK1;MAP2K1;AKT3;ATP6V1E1;FZD2;WNT5A;TNFRSF1A,0.790171885548765,49/66,EIF4E2;WNT7A;IRS1;RPS6KA2;ATP6V1B1;RAF1;FNIP1;DEPDC5;SOS1;TSC1;WNT3A;RPS6KB2;ATP6V1E2;INS;LPIN1;TELO2;WNT8B;ATP6V1G2;MAP2K2;ATP6V1G1;WNT16;SESN2;FZD9;WNT2B;BRAF;LRP6;TBC1D7;WDR59;FZD10;CAB39;FZD8;EIF4EBP1;RPS6KA6;WNT5B;ULK2;RRAGD;LRP5;WNT9B;WDR24;PIK3CA;ATP6V1B2;SGK1;MAP2K1;RRAGB;AKT3;ATP6V1E1;RNF152;WNT5A;TNFRSF1A,66
Cell adhesion molecules,0.32293874198881317,41/63,SELPLG;LRRC4;CD40LG;HLA-DRB3;MPZ;VTCN1;HLA-DOB;ITGA8;ICAM3;NLGN2;CLDN10;CD8A;SDC2;ITGA4;CDH15;NCAM2;ICAM1;LRRC4B;CD2;VCAN;ITGB7;ICOS;CLDN2;NEGR1;NTNG2;SELE;CLDN23;CNTNAP1;CDH2;CD226;HLA-DRB4;PDCD1LG2;ITGA6;CLDN7;CD276;HLA-DRB1;ITGAM;LRRC4C;HLA-DMB;CD58;CLDN15,0.7672884759168916,47/63,CLDN18;CLDN19;LRRC4;HLA-DRB3;CD40LG;MPZ;CDH5;VTCN1;ITGA8;NLGN2;CD8A;NLGN1;SDC2;CDH15;SELP;CLDN8;SPN;NCAM2;CD4;ICAM1;CD2;VCAN;CD28;NTNG1;CLDN2;NEGR1;NTNG2;CDH4;SELE;CLDN23;CNTNAP1;CDH2;HLA-DRB4;NLGN4X;PDCD1LG2;ITGA6;CLDN4;CD276;HLA-DRB1;CLDN17;ITGAM;NLGN3;LRRC4C;JAM2;HLA-DMB;CD58;CLDN15,63
Non-alcoholic fatty liver disease,0.324903623328433,46/71,PRKAA1;IRS1;NDUFS3;COX6B1;PRKAG1;TNFRSF1A;NDUFA13;NDUFA11;NDUFB5;NDUFC1;INS;COX8A;COX7C;UQCRC2;UQCRC1;MAPK11;NDUFAB1;COX7B2;TRAF2;COX7A1;MLXIPL;COX7A2;UQCRQ;NDUFA8;MAP3K5;SDHB;NDUFB11;COX5B;NDUFA4L2;NDUFA3;NDUFS8;NDUFA7;FOS;NDUFS6;NDUFB10;NDUFB8;NDUFB1;NDUFB3;COX7B;CYC1;AKT3;LEPR;COX6C;PRKAB1;LEP;DDIT3,0.9658854843763404,49/71,NDUFB2;UQCRB;IRS1;NDUFS3;COX4I2;COX6B1;TNFRSF1A;NDUFA13;NDUFA11;NDUFB5;INS;COX8A;COX7C;UQCRC2;NDUFAB1;MAPK11;COX7B2;TRAF2;COX7A1;MLXIPL;COX7A2;UQCRQ;NDUFA8;MAP3K5;SDHB;COX6A2;NDUFB11;COX5B;IL1A;NDUFA4L2;IL1B;NDUFA7;FOS;NDUFS6;PRKAG3;NDUFA12;NDUFB4;NDUFB10;NDUFB1;NDUFB3;PIK3CA;COX7B;NDUFS2;CYC1;AKT3;LEPR;ERN1;PRKAB1;LEP,71
Tyrosine metabolism,0.3542955558684298,13/19,FAHD1;HGD;PNMT;DBH;FAH;ADH1C;TYRP1;TPO;ADH7;IL4I1;GSTZ1;AOC3;ALDH3A1,0.35421294651401847,16/19,FAHD1;HGD;DBH;ADH4;FAH;ADH1C;TYRP1;TPO;ADH7;MAOA;IL4I1;GSTZ1;AOC3;HPD;ALDH3A1;AOX1,19
Fluid shear stress and atherosclerosis,0.3714963561716815,33/51,MMP9;NPPC;PRKAA1;CCL2;SDC2;CALML6;MAPK11;GSTA2;EDN1;ICAM1;ARHGEF2;GSTA3;MAP3K5;SELE;NFE2L2;MAP2K6;GSTA4;BMPR1B;GSTA5;FOS;CYBA;SQSTM1;GSTO2;TXN2;GSTM2;CALML4;PIAS4;GPC1;MAP2K4;ASS1;AKT3;THBD;TNFRSF1A,0.16091739404493402,43/51,MMP9;NPPC;CCL2;GSTM1;CALML3;CDH5;GSTP1;MGST3;SDC2;CALML6;MAPK11;GSTA2;EDN1;ICAM1;ARHGEF2;IKBKG;GSTA3;MAP3K5;RAC3;SELE;IL1A;NFE2L2;MAP2K6;NOX1;MGST2;BMPR1B;GSTA4;IL1B;FOS;CYBA;SQSTM1;GSTO2;TXN2;PIK3CA;CALML4;PIAS4;GPC1;MAP2K4;ASS1;AKT3;TRPV4;THBD;TNFRSF1A,51
Notch signaling pathway,0.3811972664933105,16/24,JAG2;JAG1;HDAC1;NOTCH2;TLE1;NOTCH3;CTBP2;PSENEN;PTCRA;HEYL;NCSTN;HEY1;LFNG;NOTCH1;APH1B;SNW1,0.9310339854582432,16/24,JAG2;JAG1;HDAC1;NOTCH2;KAT2A;TLE1;NOTCH3;PSENEN;HEYL;LFNG;HEY1;MAML2;NOTCH1;CTBP2;SNW1;RBPJL,24
Oxytocin signaling pathway,0.3833960161508252,41/64,PRKAA1;KCNJ14;PIK3CG;CACNG4;GNAI3;PRKAG1;RAF1;KCNJ3;NPPA;CAMK2D;GNAI1;CALML6;CACNA1F;PLA2G4A;MAP2K2;CACNG1;CACNB4;CAMK1D;CACNG5;RGS2;CAMK4;PPP1R12C;ITPR3;MYLK2;PRKCG;FOS;RYR3;KCNJ6;PPP3CC;CACNG2;RYR2;CACNG6;CALML4;EEF2;CACNG3;CACNA2D4;MAP2K1;CACNG8;ADCY4;PRKAB1;NFATC4,0.8284399216131052,47/64,KCNJ14;PIK3CG;CACNG4;CALML3;RAF1;KCNJ3;CD38;NPR1;CAMK2D;NPPA;GNAI1;CALML6;CACNA1F;PLA2G4A;MYL6B;MAP2K2;KCNJ9;CACNG1;CACNA2D1;CACNB4;CAMK1D;PPP1R12C;CAMK4;MYLK2;KCNJ2;GNAI2;FOS;RYR3;ITPR2;PRKAG3;PRKACG;KCNJ6;CAMK1;PPP3CC;CACNG2;RYR2;CACNG6;CALML4;EEF2;CACNG3;CACNA2D4;MAP2K1;CACNG8;ADCY4;PRKAB1;NFATC4;PLCB3,64
Vibrio cholerae infection,0.4004658246447619,14/21,SEC61A1;PDIA4;ATP6V0D1;ATP6V1B2;ATP6V1G2;ATP6V1B1;ATP6V1D;TCIRG1;TJP2;PLCG2;ATP6V1G3;ATP6V0E2;ATP6V1E1;ATP6V0A2,0.6743385763297988,16/21,SEC61A1;ATP6V1E2;PDIA4;PRKACG;ATP6V0D1;ATP6V1B2;ATP6V1G2;ATP6V1B1;TJP2;CFTR;PLCG2;ATP6V0E2;ATP6V1G1;ATP6V1E1;ATP6V0E1;ATP6V0A2,21
Ovarian steroidogenesis,0.4004658246447619,14/21,CYP1A1;HSD3B2;INS;BMP15;CYP17A1;CYP2J2;CYP1B1;ACOT4;PLA2G4A;CYP11A1;ALOX5;ADCY4;FSHB;AKR1C3,0.8275981655444532,15/21,CYP1A1;HSD3B2;INS;BMP15;CYP17A1;PRKACG;CYP2J2;CYP1B1;ACOT4;PLA2G4A;CYP11A1;BMP6;ADCY4;FSHB;AKR1C3,21
Thyroid hormone signaling pathway,0.41361865027905015,32/50,SLC16A10;ATP2A1;PFKM;ATP1A3;SLCO1C1;RAF1;NCOA2;RXRB;BAD;PLCD4;MED12L;ATP1B2;MED4;PLCG2;MAP2K2;GATA4;SIN3A;TBC1D4;ATP1A2;NOTCH3;PRKCG;SLC16A2;NOTCH1;DIO1;HDAC1;MED12;SLC9A1;MAP2K1;ATP1A1;AKT3;ATP1B3;NOTCH2,0.7846613858979777,37/50,SLC16A10;PLCZ1;ATP1B4;RXRG;ATP1A3;PFKM;SLCO1C1;RAF1;NCOA2;RXRB;PLCD4;MED12L;ATP1B2;DIO3;PLCG2;MAP2K2;GATA4;SIN3A;TBC1D4;ATP1A2;NOTCH3;SLC16A2;NOTCH1;DIO1;HDAC1;PRKACG;MED12;KAT2A;PIK3CA;SLC9A1;MAP2K1;ATP1A1;AKT3;ATP1B3;PLCD3;NOTCH2;PLCB3,50
C-type lectin receptor signaling pathway,0.41658383033179547,27/42,MAP3K14;IL12A;IKBKE;CLEC4E;CCL22;STAT2;RAF1;NLRP3;CALML6;IRF1;PLCG2;IRF9;MAPK11;EGR2;CCL17;ITPR3;RRAS2;PYCARD;PPP3CC;IL17D;BCL3;SYK;CALML4;RELB;NFKBIA;AKT3;NFATC4,0.8715289748838317,30/42,CCL22;IKBKE;CLEC4E;IL12A;CLEC4D;STAT2;RAF1;CALML3;NLRP3;CALML6;CLEC7A;PLCG2;IRF9;MAPK11;EGR2;IKBKG;CCL17;RRAS2;IL1B;ITPR2;PPP3CC;IL17D;BCL3;SYK;PIK3CA;CALML4;RELB;AKT3;NFATC4;IL23A,42
VEGF signaling pathway,0.4224301077508194,12/18,SPHK2;BAD;PPP3CC;SH2D2A;PLA2G4A;PRKCG;PLCG2;MAP2K1;MAPK11;MAP2K2;RAF1;AKT3,0.9685520717796522,11/18,SPHK2;PPP3CC;RAC3;PIK3CA;PLA2G4A;MAP2K1;PLCG2;AKT3;MAPK11;MAP2K2;RAF1,18
Legionellosis,0.4224301077508194,12/18,HSPA1L;IL12A;TLR5;NLRC4;HSPA6;TLR2;HSF1;NFKBIA;PYCARD;ITGAM;EEF1A2;IL18,0.9685520717796522,11/18,SEC22B;IL12A;TLR5;CXCL1;BNIP3;HSPA6;TLR2;ITGAM;EEF1A2;IL1B;IL18,18
Mucin type O-glycan biosynthesis,0.4224301077508194,12/18,GALNT8;GALNT12;GALNT14;ST6GALNAC3;C1GALT1;ST6GALNAC4;GALNTL5;GALNT7;GALNT9;ST6GALNAC1;GALNT2;ST6GALNAC2,0.9129466287974447,12/18,GALNT8;C1GALT1;GALNT14;ST6GALNAC3;GCNT3;ST6GALNAC4;GALNTL5;GALNT7;GALNT9;GALNT5;B3GNT3;ST6GALNAC2,18
Collecting duct acid secretion,0.4224301077508194,12/18,CLCNKB;ATP6V0D1;ATP6V1B2;ATP6V1G2;ATP6V1B1;ATP6V1D;TCIRG1;ATP6V1G3;ATP6V0E2;ATP6V1E1;CA2;ATP6V0A2,0.8006652727316593,13/18,ATP6V1E2;ATP6V0D1;ATP4B;ATP6V1B2;ATP6V1G2;ATP6V1B1;ATP6V0E2;ATP6V1E1;ATP6V1G1;CA2;ATP6V0E1;ATP4A;ATP6V0A2,18
beta-Alanine metabolism,0.4480691662850669,10/15,EHHADH;ALDH7A1;ALDH9A1;ACADS;ALDH6A1;ALDH3A1;AOC3;SMOX;UPB1;ACOX3,0.9023158987795974,10/15,EHHADH;ALDH7A1;GAD2;ALDH9A1;ACADS;ALDH6A1;AOC3;SMOX;UPB1;ALDH3A1,15
Cysteine and methionine metabolism,0.4480691662850669,10/15,ENOPH1;SRM;SDSL;CDO1;GCLM;LDHAL6A;IL4I1;APIP;GSS;MDH2,0.9023158987795974,10/15,CDO1;GCLM;CTH;LDHAL6A;MAT1A;IL4I1;LDHC;LDHAL6B;GSS;MDH2,15
Peroxisome,0.46744240535519516,34/54,ACSL5;PEX14;PEX1;DHRS4;PEX3;PEX13;PXMP2;PAOX;HACL1;HMGCLL1;HMGCL;PEX11A;HAO2;GSTK1;ACSL4;ACOX2;PXMP4;CROT;HAO1;PEX11G;ACSL6;SLC27A2;PEX16;PECR;CRAT;EHHADH;ABCD1;DECR2;SCP2;PIPOX;PHYH;XDH;ACOX3;EPHX2,0.6830070861869633,41/54,ACSL5;PEX14;PEX1;DHRS4;PEX3;PEX13;PAOX;HACL1;HMGCLL1;DAO;HMGCL;PEX11A;BAAT;HSD17B4;PEX10;ACOX2;SLC25A17;PMVK;PXMP4;PEX12;GNPAT;PRDX1;CROT;MPV17;HAO1;SOD2;ACSL6;SLC27A2;PEX16;PEX6;PECR;ACSL1;CRAT;EHHADH;DECR2;SCP2;PIPOX;XDH;AGXT;PEX7;EPHX2,54
Fatty acid degradation,0.4678895268096429,13/20,ACSBG1;ACSL5;EHHADH;ALDH7A1;ADH1C;ACSL6;ALDH9A1;ACSL4;ACADS;ADH7;CPT2;ACOX3;CPT1C,0.5229101406486185,16/20,ACSBG1;ACSL1;ACSBG2;ACSL5;EHHADH;ADH4;ALDH7A1;ADH1C;ACSL6;ALDH9A1;ADH7;ACADS;CPT1A;CPT2;CPT1C;ACADL,20
Choline metabolism in cancer,0.47279914964369396,21/33,SLC22A4;SLC22A2;RAF1;TSC1;RPS6KB2;DGKB;PLA2G4A;DGKI;MAP2K2;PLD2;PCYT1A;DGKH;PRKCG;DGKQ;EIF4EBP1;FOS;PIP5K1B;SLC5A7;MAP2K1;AKT3;WAS,0.21746760306558222,28/33,SLC22A4;DGKE;SLC22A2;RAF1;SOS1;TSC1;RPS6KB2;DGKB;PLA2G4A;DGKI;MAP2K2;PCYT1A;PLD2;SLC44A5;DGKH;RAC3;DGKQ;EIF4EBP1;FOS;PIP5K1B;PIK3CA;WASF3;SLC22A5;SLC5A7;AKT3;MAP2K1;WAS;EGF,33
Apelin signaling pathway,0.4930772809240228,35/56,PRKAA1;GABARAP;PIK3CG;GNG3;MYL2;LIPE;GNAI3;PRKAG1;RAF1;PDE3B;RPS6KB2;GNAI1;CALML6;PIK3R4;GNG8;MAP2K2;GNG12;GNG5;JAG1;CAMK4;ITPR3;NOTCH3;RRAS2;MYLK2;PIK3C3;EGR1;RYR3;SPHK2;RYR2;CALML4;SLC9A1;MAP2K1;AKT3;ADCY4;PRKAB1,0.8944902331043688,40/56,GNB2;GABARAP;PIK3CG;GNG3;MYL2;RAF1;CALML3;PDE3B;RPS6KB2;GNAI1;CALML6;PIK3R4;PLCB3;GNG8;MAP2K2;GNG12;GNG5;JAG1;CAMK4;NOTCH3;RRAS2;MYLK2;SLC8A2;ADCY4;PIK3C3;GNAI2;SMAD4;RYR3;ITPR2;PRKAG3;SPHK2;PRKACG;RYR2;CALML4;SLC9A1;MAP2K1;AKT3;GNB3;PRKAB1;SERPINE1,56
Prostate cancer,0.5052196756769574,22/35,MMP9;RAF1;BAD;INS;CCNE1;CREB3;E2F3;ARAF;MAP2K2;CREB3L4;CCNE2;BRAF;E2F1;ETV5;INSRR;FGFR2;NFKBIA;TCF7L1;MAP2K1;AKT3;CREB3L1;PLAU,0.6167739903575333,27/35,MMP9;RAF1;GSTP1;TMPRSS2;SOS1;INS;CCNE1;EGF;CREB3;E2F3;ARAF;MAP2K2;CREB3L4;NKX3-1;CCNE2;IKBKG;BRAF;E2F1;MMP3;ETV5;INSRR;FGFR2;PIK3CA;TCF7L1;MAP2K1;AKT3;PLAU,35
Hepatitis B,0.517813193093358,36/58,MMP9;IKBKE;STAT2;RAF1;IRF3;JAK2;TLR3;BAD;CCNE1;CREB3;E2F3;ARAF;MAPK11;MAP2K2;CREB3L4;EGR2;CCNE2;E2F1;BRAF;TLR2;PRKCG;DDB2;MAP2K6;STAT6;FOS;TICAM2;IFNA8;NFKBIA;IFIH1;MAP2K4;MAP2K1;AKT3;CREB3L1;IFNA10;NFATC4;CCNA2,0.8636436547425259,42/58,MMP9;IFNA5;IKBKE;STAT2;RAF1;IRF3;JAK2;SOS1;TLR3;CCNE1;IFNA6;CREB3;E2F3;ARAF;MAPK11;MAP2K2;IFNA14;EGR2;CREB3L4;IFNA13;CCNE2;IKBKG;E2F1;BRAF;IFNA4;IFNA21;TLR2;DDB2;MAP2K6;SMAD4;FOS;IFNA2;IFNA8;PIK3CA;IFNB1;IFIH1;MAP2K4;AKT3;MAP2K1;IFNA10;NFATC4;CCNA2,58
Epithelial cell signaling in Helicobacter pylori infection,0.5194755588844655,17/27,MAP3K14;IGSF5;ATP6V0D1;NFKBIA;ATP6V1B2;MAP2K4;ATP6V1G2;ATP6V1B1;ATP6V1D;TCIRG1;PLCG2;MAPK11;ATP6V1G3;CCL5;ATP6V0E2;ATP6V1E1;ATP6V0A2,0.7547308476456207,20/27,CXCL1;ATP6V1B1;ADAM10;ATP6V0E1;ATP6V0A2;ATP6V1E2;ATP6V1G2;PLCG2;MAPK11;IGSF5;ATP6V1G1;IKBKG;NOD1;ATP6V0D1;CCL5;ATP6V1B2;MAP2K4;ATP6V0E2;ATP6V1E1;JAM2,27
Rheumatoid arthritis,0.5219958953134678,28/45,CCL2;PTH;ATP6V1B1;ATP6V1D;HLA-DRB3;TCIRG1;HLA-DOB;ATP6V0A2;ATP6V1G2;TNFSF13B;ICAM1;IL18;CCL20;TEK;ATP6V0D1;TLR2;IL17A;ATP6V1G3;CCL5;HLA-DRB4;FOS;MMP1;CTSK;ATP6V1B2;HLA-DRB1;ATP6V0E2;ATP6V1E1;HLA-DMB,0.700796498947483,34/45,CCL2;PTH;CXCL1;ATP6V1B1;HLA-DRB3;ATP6V0E1;ATP6V0A2;ATP6V1E2;ATP6V1G2;TNFSF13B;IL11;ATP6V1G1;ICAM1;IL18;CXCL6;CCL20;TEK;CD28;MMP3;ATP6V0D1;TLR2;CCL5;IL1A;HLA-DRB4;IL1B;FOS;MMP1;CTSK;ATP6V1B2;HLA-DRB1;ATP6V0E2;ATP6V1E1;HLA-DMB;IL23A,45
Viral protein interaction with cytokine and cytokine receptor,0.5356235576921555,34/55,CCL1;IL20RB;CCL22;CCL16;IL18RAP;CCR7;CCL2;CX3CR1;CCR9;CXCL14;CCR10;CCL19;CCR4;TNFRSF10C;TNFRSF1B;IL20;IL18;CCL20;PF4V1;IL2RG;IL10RB;TNFSF14;CCL17;CSF1R;CCL15;IL2RB;TNFRSF14;CCL5;CXCR3;PF4;PPBP;CCL7;CCL4;TNFRSF1A,0.17973988625677853,46/55,TNFRSF10A;IL20RB;CCL22;CCL16;IL18RAP;CCR7;CCL2;CX3CR1;CXCL1;XCL2;CCL18;CCL11;CCR9;CXCL14;CCR10;CCL19;CCR4;CCL28;TNFRSF10C;TNFRSF1B;IL20;IL18;CXCL6;CCL20;PF4V1;IL10RB;TNFSF14;CCL17;IL20RA;LTA;CSF1R;CXCL9;CCL15;IL2RB;TNFRSF14;CCL5;CCL27;LTBR;PF4;PPBP;CXCL10;CCL7;CCL4;XCL1;TNFRSF1A;CCL25,55
Viral carcinogenesis,0.5356235576921555,34/55,GTF2E1;DLG1;HDAC11;GTF2H1;IRF3;SCIN;BAD;GTF2A2;CCNE1;REL;CCR4;CREB3;UBR4;IRF9;MRPS18B;CREB3L4;EGR2;SNW1;TRAF2;YWHAH;CCNE2;GTF2E2;ATP6V0D1;GTF2H4;DNAJA3;HDAC1;CDC20;SYK;CCNA2;NFKBIA;CREB3L1;CHEK1;CHD4;GTF2B,0.6557868360335882,42/55,HDAC10;DLG1;IRF3;TBP;HDAC6;SCIN;GTF2A2;CCNE1;REL;EIF2AK2;CCR4;CREB3;UBR4;IRF9;MRPS18B;SND1;CREB3L4;EGR2;SNW1;TRAF2;YWHAH;CCNE2;IKBKG;GTF2E2;ATP6V0D1;GTF2H3;LTBR;GTF2H4;BAK1;DNAJA3;HDAC1;PRKACG;KAT2A;CDC20;SYK;PIK3CA;CCNA2;CHEK1;CHD4;TRADD;GTF2B;RBPJL,55
Intestinal immune network for IgA production,0.5467362801024676,15/24,ICOS;ITGB7;MAP3K14;ITGA4;CCR10;AICDA;TNFRSF13B;HLA-DRB1;TNFSF13B;CD40LG;HLA-DRB3;CCR9;HLA-DMB;HLA-DOB;HLA-DRB4,0.9310339854582432,16/24,CD28;CCR10;TNFRSF13C;CCL25;AICDA;TNFRSF13B;HLA-DRB1;HLA-DMB;LTBR;TNFSF13B;CD40LG;HLA-DRB3;CCR9;CCL28;TNFRSF17;HLA-DRB4,24
ABC transporters,0.5532818690596517,18/29,ABCA2;ABCB7;ABCC11;ABCA4;ABCC10;ABCC3;ABCB1;ABCA7;ABCD1;ABCG4;ABCA10;ABCA8;TAP1;ABCA3;ABCA6;ABCB11;TAP2;ABCC12,0.5154624312806197,23/29,ABCA4;ABCC10;ABCA8;TAP1;TAP2;ABCB8;ABCG8;ABCC12;ABCB7;ABCC9;ABCA10;DEFB1;CFTR;ABCC11;ABCC3;ABCC6;ABCB1;ABCA3;ABCA6;ABCC8;ABCA7;ABCA13;ABCG4,29
Th17 cell differentiation,0.5645033181221784,24/39,IFNGR1;HLA-DRB3;JAK2;HLA-DOB;RXRB;MAPK11;CD3G;IFNGR2;IL21R;IL2RB;IL22;IL17A;HLA-DRB4;STAT6;FOS;IL23R;PPP3CC;IL17D;AHR;NFKBIA;HLA-DRB1;HLA-DMB;IL2RG;NFKBIE,0.9212183429554344,27/39,RXRG;IL17F;IFNGR1;HLA-DRB3;JAK2;RXRB;IL21;MAPK11;IFNGR2;CD4;IKBKG;IL21R;IL2RB;IL22;HLA-DRB4;SMAD4;IL1B;FOS;IL23R;PPP3CC;IL17D;AHR;HLA-DRB1;PRKCQ;HLA-DMB;NFKBIE;IL23A,39
Focal adhesion,0.5735305083666449,44/72,COL2A1;COL6A2;MYL2;PARVB;RAF1;COL9A3;COL9A2;ITGA8;ITGB5;BAD;ITGA4;LAMB1;TNR;FLNB;SHC3;MYL7;ITGB6;LAMB4;COL6A3;LAMB2;ITGB7;PAK6;LAMA3;BRAF;PPP1R12C;COL4A4;MYLK2;FLNC;CAPN2;PRKCG;LAMA2;COL4A5;LAMC3;MYLPF;ITGA6;PIP5K1B;COL4A2;DOCK1;ITGA11;AKT3;MAP2K1;PARVG;ITGA7;BIRC2,0.2293728614263681,59/72,TNN;THBS3;COL2A1;COL6A2;RELN;MYL2;PARVB;MYL5;PGF;RAF1;ITGA1;COL9A3;SOS1;ITGA8;ITGB5;COL1A1;LAMB1;TNR;FLNB;SHC3;MYL7;ITGB6;COL4A3;LAMA5;LAMB3;LAMB4;COL6A3;LAMB2;PAK6;LAMA3;ITGA10;BRAF;ITGA5;PPP1R12C;COL4A4;RAC3;MYLK2;FLNC;CAPN2;IBSP;LAMA2;LAMC2;CHAD;COL4A5;LAMC3;MYLPF;LAMC1;ITGA6;PIP5K1B;PIK3CA;COL4A2;THBS2;DOCK1;AKT3;ITGA11;MAP2K1;ITGA7;BIRC2;EGF,72
