set,Real_P,Real_Overlap,Real_Genes,Syn_P,Syn_Overlap,Syn_Genes,Genes
Pathways in cancer,0.9214257215259579,119/209,FZD3;CCNE1;CALML6;AGT;HEYL;PLCG2;ARAF;GLI1;RASSF5;LAMB4;JAG1;GNG5;BRAF;E2F1;CSF1R;PRKCG;FZD10;NOTCH1;FGFR2;FGF22;HDAC1;IFNA10;BIRC2;FRAT1;RUNX1T1;ALK;HEY1;STAT2;JAK2;JAG2;CAMK2D;FH;IL7;GNG8;FGF3;EDN1;MSH2;LAMB2;RASGRP3;LAMA2;PTGER2;FZD8;GSTA4;PML;CKS2;FOS;LRP5;EGLN2;ZBTB17;GSTM2;CALML4;MMP1;FGF17;TCF7L1;CTBP2;IL2RG;CCNA2;DAPK2;IL12A;IFNGR1;FGF10;RPS6KB2;BRCA2;LAMB1;F2RL3;CUL2;GSTA2;GNG12;FGF6;CCNE2;FZD9;NOTCH3;KIF7;NFE2L2;GADD45G;GSTA5;IL23R;WNT5B;IFNA8;IL7R;FRAT2;NFKBIA;COL4A2;AKT3;WNT5A;MMP9;GNG3;PTGER1;GNAI3;RAF1;RBX1;RXRB;BAD;GNAI1;E2F3;MAP2K2;IFNGR2;PLD2;BDKRB2;TRAF2;LAMA3;GSTA3;COL4A4;SMO;IL2RB;DDB2;COL4A5;STAT6;LAMC3;GSTO2;ITGA6;GLI3;GADD45A;BMP2;MAP2K1;PLEKHG5;FZD2;ADCY4;NOTCH2,0.8269131401720036,157/209,LPAR2;IFNA5;IL12RB2;PGF;CCNE1;HHIP;CALML6;HEYL;IFNA6;PLCG2;ARAF;GLI1;COL4A3;LAMA5;LAMB4;ARNT2;JAG1;GNG5;BRAF;E2F1;IFNA4;CSF1R;ADCY4;FZD10;NOTCH1;MGST2;FGFR2;DAPK3;FGF22;HDAC1;FGF20;IFNA10;BIRC2;FRAT1;RXRG;FGF16;RUNX1T1;ALK;FGF8;HEY1;STAT2;JAK2;GSTP1;IL13;MGST3;WNT3A;JAG2;CAMK2D;IL7;PLCB3;WNT8B;GNG8;EPO;FGF3;EDN1;MSH2;LAMB2;RASGRP3;TRAF4;LAMA2;FZD8;BAK1;PML;GSTA4;SMAD4;CKS2;FOS;PRKACG;LRP5;WNT9B;EGLN2;ZBTB17;PIK3CA;CALML4;MMP1;FGF17;TCF7L1;CTBP2;EGF;CCNA2;DAPK2;IL12A;GNB2;F2R;GSTM1;IFNGR1;PTCH2;CSF3R;FGF10;RPS6KB2;BRCA2;LAMB1;F2RL3;GSTA2;NKX3-1;GNG12;WNT16;IFNA13;CCNE2;IKBKG;WNT2B;FZD9;NOTCH3;KIF7;IFNA21;LAMC2;NFE2L2;GADD45G;IL23R;LAMC1;WNT5B;IFNA8;IL7R;COL4A2;AKT3;FLT3LG;WNT5A;MMP9;WNT7A;CTNNA3;GNG3;CALML3;RAF1;SOS1;RXRB;GNAI1;E2F3;MAP2K2;LAMB3;IFNGR2;PLD2;IFNA14;BDKRB2;TRAF2;LAMA3;GSTA3;COL4A4;LRP6;RAC3;SMO;IL2RB;DDB2;GNAI2;COL4A5;LAMC3;GSTO2;IFNA2;IL3;ITGA6;GLI3;GADD45A;BMP2;MAP2K1;PLEKHG5;GNB3;NOTCH2;IL23A,209
Linoleic acid metabolism,0.9233800854418452,7/15,PLA2G2A;CYP3A4;PLA2G12A;CYP2J2;PLA2G1B;PLA2G4A;PLA2G10,0.9023158987795974,10/15,PLA2G2A;ALOX15;PLA2G5;PLA2G12A;CYP2J2;CYP2C8;PLA2G4A;CYP2C9;PLA2G12B;PLA2G10,15
Complement and coagulation cascades,0.9276618369981912,20/39,A2M;PROC;F12;KLKB1;C3AR1;F2RL3;F10;SERPINB2;BDKRB2;F13A1;PLAU;CFHR4;C9;SERPINC1;F11;C1R;F3;ITGAM;THBD;C4B,0.32563160584200795,32/39,A2M;FGB;PROC;F12;THBD;C1QA;F2R;KLKB1;SERPINF2;PROCR;C3AR1;F2RL3;C4BPB;F10;SERPINB2;BDKRB2;CFB;PLAU;CFHR2;CFHR3;CFHR4;CFD;C9;SERPINC1;F11;C1R;F3;F13B;ITGAM;C8B;C4B;SERPINE1,39
Lipid and atherosclerosis,0.9279264945239223,45/83,MMP9;APOA1;IL12A;NCF4;IKBKE;CCL2;CD40LG;IRF3;JAK2;RXRB;NLRP3;CYP1A1;BAD;CAMK2D;CALML6;HSPA6;MAPK11;ICAM1;IL18;HSPA1L;TRAF2;MAP3K5;CYP2J2;CYP2A6;TLR2;SELE;CCL5;PYCARD;NFE2L2;MAP2K6;ATF6;TANK;CYBA;FOS;TICAM2;IFNA8;PPP3CC;MMP1;CALML4;NFKBIA;MAP2K4;AKT3;IFNA10;TNFRSF1A;DDIT3,0.3920287379873013,66/83,MMP9;TNFRSF10A;IFNA5;APOA1;RXRG;NCF4;IL12A;IKBKE;CCL2;CXCL1;CD40LG;CALML3;IRF3;JAK2;TNFRSF1A;OLR1;RXRB;NLRP3;CYP1A1;CAMK2D;CALML6;APOB;SELP;HSPA6;IFNA6;MAPK11;ICAM1;IFNA14;IL18;TRAF2;IFNA13;SOD2;IKBKG;IFNA4;MAP3K5;CYP2J2;MMP3;CYP2A6;CYP2C8;IFNA21;SELE;CYP2A7;TLR2;CCL5;NFE2L2;NOX1;MAP2K6;ATF6;TANK;IL1B;CYBA;FOS;IFNA2;IFNA8;PPP3CC;MMP1;CALML4;PIK3CA;CYP2C9;IFNB1;MAP2K4;AKT3;ERN1;IFNA10;LBP;PLCB3,83
Lysosome,0.9316756135762193,34/64,SGSH;ARSG;ARSA;AP3B2;GNPTG;CLTCL1;TCIRG1;AP4M1;AP3B1;ATP6V0A2;HYAL4;NPC1;CTSZ;LAMP3;CTNS;HYAL3;SUMF1;DNASE2B;ATP6V0D1;PPT2;CTSO;MFSD8;ABCA2;SLC17A5;NPC2;LAMP2;CLTA;CTSF;FUCA1;ENTPD4;CTSK;AP4S1;AP1S3;GLA,0.9350956213807698,45/64,AP1M1;AP1S1;GUSB;MCOLN1;ARSG;HEXA;GNPTG;NAGA;AP1B1;CLTCL1;AP4M1;ATP6V0A2;TPP1;AP1G2;FUCA2;HYAL4;AP3S1;NPC1;GALNS;AP1M2;GNS;CTSZ;LGMN;GGA3;CTNS;HYAL3;LITAF;NEU1;DNASE2B;ATP6V0D1;PPT2;AP4B1;MAN2B1;MFSD8;CTSG;NPC2;LAMP2;CLTA;FUCA1;CTSK;GGA1;AGA;NAGLU;SLC17A5;GLA,64
Platelet activation,0.9325709406977407,21/41,SNAP23;PIK3CG;STIM1;GNAI3;LCP2;GNAI1;F2RL3;PLA2G4A;PLCG2;MAPK11;GP9;P2RY12;ITPR3;FCGR2A;BTK;MYLK2;GP1BB;VAMP8;SYK;AKT3;ADCY4,0.8085838846736992,30/41,FGB;SNAP23;PIK3CG;F2R;STIM1;LCP2;GNAI1;COL1A1;F2RL3;PRKG2;PLA2G4A;PLCG2;MAPK11;GP9;P2RY12;GP1BA;MYLK2;GNAI2;ITPR2;GP1BB;PRKACG;VAMP8;P2RX1;SYK;PIK3CA;AKT3;ADCY4;GP5;GP6;PLCB3,41
Basal cell carcinoma,0.9331791749158622,16/32,WNT5B;FZD3;FZD9;GLI3;KIF7;BMP2;GADD45A;SMO;TCF7L1;FZD10;GLI1;DDB2;FZD8;WNT5A;FZD2;GADD45G,0.8384588818545764,23/32,WNT7A;PTCH2;WNT3A;HHIP;WNT8B;GLI1;WNT16;FZD9;WNT2B;KIF7;SMO;FZD10;DDB2;FZD8;BAK1;GADD45G;WNT5B;WNT9B;GLI3;BMP2;GADD45A;TCF7L1;WNT5A,32
Gap junction,0.9331791749158622,16/32,TUBB2A;GNAI1;TUBAL3;ITPR3;TUBA8;TUBA3C;HTR2A;TUBA1A;PRKCG;GNAI3;MAP2K1;ADRB1;MAP2K2;RAF1;ADCY4;TUBB8,0.7212348004930587,24/32,TUBA8;DRD1;RAF1;SOS1;TUBB8;TUBA1B;GNAI1;HTR2C;PRKG2;MAP2K2;TUBAL3;GNAI2;TUBB2A;ITPR2;HTR2B;PRKACG;TUBA3C;HTR2A;TUBA1A;MAP2K1;ADRB1;ADCY4;EGF;PLCB3,32
Human papillomavirus infection,0.934618615329676,86/154,COL6A2;ITGA8;ATP6V0A2;FZD3;CCNE1;HEYL;ITGB6;LAMB4;JAG1;ITGB7;E2F1;FZD10;ATP6V1G3;NOTCH1;HDAC1;LFNG;TUBG1;ATR;IFNA10;PARD3;COL2A1;HEY1;STAT2;COL9A3;TLR3;IRF9;LAMB2;PPP2R5B;LAMA2;FZD8;PPP2R2A;TCF7L1;PPP2R3B;CCNA2;TSC1;RPS6KB2;ITGA4;LAMB1;TNR;CREB3;CREB3L4;COL6A3;CCNE2;FZD9;NOTCH3;ATP6V0D1;PPP2R5E;PPP2R2B;WNT5B;IFNA8;COL4A2;AKT3;WNT5A;CHD4;TNFRSF1A;IKBKE;DLG1;ATP6V1B1;ATP6V1D;TCIRG1;RAF1;IRF3;COL9A2;ITGB5;BAD;IRF1;UBR4;ATP6V1G2;MAP2K2;HES4;HES6;LAMA3;COL4A4;COL4A5;LAMC3;EIF4EBP1;ITGA6;ATP6V1B2;ITGA11;MAP2K1;ATP6V0E2;ATP6V1E1;CREB3L1;ITGA7;FZD2;NOTCH2,0.2800959730221772,123/154,IFNA5;COL6A2;RELN;ITGA8;ATP6V0E1;ATP6V0A2;LLGL2;COL1A1;CCNE1;HEYL;IFNA6;COL4A3;ITGB6;LAMA5;ATP6V1G1;LAMB4;JAG1;ITGA10;E2F1;IFNA4;FZD10;NOTCH1;HDAC1;LFNG;TUBG1;IFNB1;THBS2;ATR;LLGL1;IFNA10;TRADD;TNN;PARD3;COL2A1;HEY1;STAT2;TBP;COL9A3;TLR3;WNT3A;WNT8B;IRF9;LAMB2;PPP2R5B;IBSP;LAMA2;CHAD;FZD8;BAK1;ISG15;PRKACG;WNT9B;PPP2R2A;PIK3CA;TCF7L1;PPP2R3B;CCNA2;EGF;HES7;TSC1;RPS6KB2;LAMB1;TNR;CREB3;CREB3L4;WNT16;COL6A3;IFNA13;CCNE2;IKBKG;WNT2B;FZD9;ITGA5;NOTCH3;ATP6V0D1;IFNA21;LAMC2;PPP2R2B;LAMC1;WNT5B;IFNA8;COL4A2;AKT3;WNT5A;CHD4;TNFRSF1A;IKBKE;THBS3;WNT7A;CSNK1A1L;DLG1;ATP6V1B1;RAF1;IRF3;ITGA1;SOS1;ATP6V1E2;ITGB5;EIF2AK2;UBR4;ATP6V1G2;MAP2K2;LAMB3;HES4;IFNA14;HES6;LAMA3;COL4A4;PPP2R2D;COL4A5;LAMC3;EIF4EBP1;MAML2;IFNA2;ITGA6;ATP6V1B2;ITGA11;MAP2K1;ATP6V0E2;ATP6V1E1;ITGA7;NOTCH2;RBPJL,154
Autoimmune thyroid disease,0.9347023850203173,10/21,IFNA8;TPO;HLA-DRB1;CD40LG;HLA-DRB3;HLA-DRB4;HLA-DMB;HLA-DOB;IFNA10;TG,0.2735562699761611,18/21,IFNA2;IFNA8;IFNA5;IFNA13;CD28;IFNA4;TPO;IFNA21;IFNA6;HLA-DRB1;CD40LG;HLA-DRB3;HLA-DRB4;HLA-DMB;IFNA14;IFNA10;TSHB;TG,21
Long-term depression,0.9384092834852147,11/23,GNAI1;BRAF;ITPR3;PLA2G4A;PRKCG;GNAI3;ARAF;GRIA1;MAP2K2;RAF1;MAP2K1,0.9801233580634504,14/23,GNAI1;CACNA1A;BRAF;CRH;PRKG2;PLA2G4A;MAP2K1;ARAF;MAP2K2;RAF1;GNAI2;GRID2;ITPR2;PLCB3,23
Hematopoietic cell lineage,0.9413178058287804,23/45,CD24;CD9;HLA-DRB3;HLA-DOB;CD8A;ITGA4;IL7;CD1C;GP9;CD3G;CD2;TFRC;CSF1R;HLA-DRB4;CD1B;CD37;GP1BB;CD5;IL7R;ITGA6;HLA-DRB1;ITGAM;HLA-DMB,0.5700917050192316,35/45,CD24;CD9;DNTT;HLA-DRB3;CSF3R;ITGA1;CD8A;CD38;IL7;CD1C;EPO;IL11;GP9;CD4;CD2;ANPEP;ITGA5;GP1BA;CSF1R;IL1A;HLA-DRB4;IL1B;CD1B;CD37;IL3;GP1BB;IL7R;ITGA6;CD7;HLA-DRB1;ITGAM;FLT3LG;HLA-DMB;MS4A1;GP5,45
"Parathyroid hormone synthesis, secretion and action",0.9413178058287804,23/45,PTH;GNAI3;RAF1;MAFB;RXRB;GNAI1;CREB3;ARAF;CREB3L4;PLD2;BRAF;ITPR3;PRKCG;EGR1;NR4A2;FOS;CYP27B1;LRP5;MMP14;MAP2K1;CREB3L1;ADCY4;MMP13,0.8078458490558699,33/45,RXRG;PTH;JUND;RAF1;MAFB;KL;CASR;SOST;RXRB;GNAI1;MMP24;CREB3;ARAF;CREB3L4;PLD2;PDE4B;BRAF;LRP6;SLC34A1;GNAI2;NR4A2;FOS;ITPR2;GCM2;CYP27B1;PRKACG;LRP5;MMP14;MAP2K1;SLC34A3;ADCY4;MMP13;PLCB3,45
Melanogenesis,0.9413178058287804,23/45,GNAI3;RAF1;FZD3;CAMK2D;GNAI1;CALML6;TYRP1;CREB3;MAP2K2;EDN1;CREB3L4;FZD9;PRKCG;FZD10;FZD8;WNT5B;CALML4;TCF7L1;MAP2K1;CREB3L1;WNT5A;FZD2;ADCY4,0.9690545788631764,30/45,WNT7A;CALML3;RAF1;WNT3A;CAMK2D;GNAI1;CALML6;TYRP1;WNT8B;CREB3;MAP2K2;EDN1;POMC;CREB3L4;WNT16;FZD9;WNT2B;FZD10;ASIP;GNAI2;FZD8;WNT5B;PRKACG;WNT9B;CALML4;TCF7L1;MAP2K1;WNT5A;ADCY4;PLCB3,45
Relaxin signaling pathway,0.9426815179717841,28/54,MMP9;GNG3;GNAI3;RAF1;GNAI1;CREB3;GNG8;SHC3;MAPK11;MAP2K2;EDN1;CREB3L4;GNG12;RLN2;GNG5;INSL5;COL4A4;COL4A5;FOS;MMP1;NFKBIA;COL4A2;MAP2K4;MAP2K1;AKT3;CREB3L1;ADCY4;MMP13,0.6830070861869633,41/54,MMP9;GNB2;GNG3;RAF1;SOS1;GNAI1;COL1A1;RXFP3;CREB3;GNG8;SHC3;MAPK11;RXFP4;COL4A3;MAP2K2;EDN1;CREB3L4;GNG12;RLN2;GNA15;GNG5;INSL5;RLN1;COL4A4;ADCY4;COL4A5;GNAI2;FOS;PRKACG;RXFP2;MMP1;PIK3CA;COL4A2;MAP2K4;MAP2K1;AKT3;RXFP1;GNB3;MMP13;RLN3;PLCB3,54
Ras signaling pathway,0.9473208720112876,46/86,RAB5B;RGL2;GNG3;NGFR;RAF1;FGF10;NTF4;SHOC2;PLA2G10;EXOC2;BAD;PLA2G2A;INS;CALML6;REL;PLA2G12A;PLA2G4A;GNG8;PLCG2;SHC3;RASSF5;FGF3;MAP2K2;RASA1;PLD2;GNG12;GNG5;FGF6;PAK6;TEK;RASGRP3;HTR7;RRAS2;CSF1R;PLA2G1B;PRKCG;FGFR2;RIN1;FGF22;EPHA2;SYNGAP1;FGF17;CALML4;MAP2K1;AKT3;RASAL1,0.7994182119706569,64/86,ANGPT4;RAB5B;RGL2;GNB2;FGF16;BRAP;GNG3;FGF8;NGFR;PGF;CALML3;RAF1;FGF10;SOS1;NTF4;EFNA2;EXOC2;PLA2G10;SHOC2;PLA2G2A;INS;CALML6;REL;PLA2G12A;NGF;PLA2G4A;GNG8;PLCG2;SHC3;FGF3;MAP2K2;RASA1;RASGRF2;GNG12;PLD2;GNG5;PAK6;TEK;IKBKG;RASGRP3;HTR7;RRAS2;CSF1R;RAC3;RASAL1;FGFR2;RIN1;FGF22;EPHA2;PRKACG;PLA2G5;FGF20;SYNGAP1;FGF17;CALML4;PIK3CA;MAP2K1;GRIN2B;AKT3;FLT3LG;PLA2G12B;GNB3;EFNA3;EGF,86
Colorectal cancer,0.9486660312767963,14/29,RPS6KB2;BAD;BRAF;GADD45A;TCF7L1;MAP2K1;ARAF;DDB2;MAP2K2;RAF1;AKT3;GADD45G;FOS;MSH2,0.9569080294870074,19/29,RAF1;SOS1;RPS6KB2;ARAF;MAP2K2;MSH2;BRAF;RAC3;DDB2;BAK1;SMAD4;GADD45G;FOS;GADD45A;PIK3CA;TCF7L1;MAP2K1;AKT3;EGF,29
Alcoholism,0.9488335474632345,25/49,ADORA2B;GNG3;HDAC11;GNAI3;RAF1;GNAI1;CALML6;CREB3;GNG8;SHC3;ARAF;SLC18A1;CREB3L4;GNG12;GNG5;SLC18A2;BRAF;CAMK4;HDAC1;CAMKK1;CALML4;GRIN3A;MAP2K1;CREB3L1;SLC6A3,0.7052595905278987,37/49,HDAC10;GNB2;GNG3;DRD1;MAOA;RAF1;CALML3;SOS1;HDAC6;GNAI1;CALML6;CREB3;GNG8;SHC3;ARAF;SLC18A1;CREB3L4;GNG12;GNG5;SLC18A2;BRAF;CAMK4;GNAI2;GRIN2D;HAT1;HDAC1;PRKACG;CAMKK1;CRH;PPP1R1B;CALML4;GRIN3B;GRIN3A;GRIN2B;MAP2K1;GNB3;SLC6A3,49
AGE-RAGE signaling pathway in diabetic complications,0.9546734071516392,16/33,PLCD4;COL4A4;THBD;CCL2;AGT;F3;COL4A2;SELE;PLCG2;AKT3;MAPK11;COL4A5;EGR1;JAK2;EDN1;ICAM1,0.8121803924027702,24/33,CCL2;JAK2;PLCD4;COL1A1;PLCG2;MAPK11;COL4A3;EDN1;ICAM1;COL4A4;SERPINE1;SELE;IL1A;COL4A5;NOX1;SMAD4;IL1B;PIK3CA;F3;COL4A2;AKT3;PLCD3;THBD;PLCB3,33
Bile secretion,0.95543253545239,22/44,SLC5A1;ATP1A3;UGT1A8;UGT2A3;SLC27A5;ATP1B2;AQP9;ABCB11;NR0B2;ATP1A2;SLCO1B1;ABCC3;ABCB1;CYP3A4;SLC9A3;CA2;SLC4A2;EPHX1;SLC9A1;ATP1A1;ATP1B3;ADCY4,0.9024684796469188,31/44,ATP1B4;SLC5A1;ATP1A3;UGT2B7;UGT2B15;CYP7A1;UGT1A8;UGT2A3;ABCG8;SLC27A5;ATP1B2;AQP9;CFTR;ATP1A2;SLCO1B1;SLC10A2;ABCC3;ABCB1;SLC9A3;NR1H4;SCT;SLC4A2;CA2;UGT2B11;PRKACG;EPHX1;SLC9A1;ATP1A1;ATP1B3;ADCY4;BAAT,44
Tryptophan metabolism,0.9573488503479812,9/20,CYP1A1;AFMID;EHHADH;ALDH7A1;CYP1B1;ALDH9A1;IL4I1;AADAT;ASMT,0.7181270303911288,15/20,CYP1A1;AFMID;EHHADH;TDO2;ALDH7A1;ACMSD;CYP1B1;ALDH9A1;HAAO;MAOA;IL4I1;INMT;AOX1;AADAT;ASMT,20
NOD-like receptor signaling pathway,0.9578669415873982,37/71,GBP2;RIPK3;IKBKE;GABARAP;NLRC4;CCL2;CAMP;STAT2;IRF3;NLRP3;DEFA4;DNM1L;RIPK1;RNASEL;IRF9;MAPK11;TRPV2;IL18;ATG16L1;TRAF2;ITPR3;CASP5;PSTPIP1;GSDMD;PYCARD;CCL5;TANK;CYBA;DEFA1;CARD6;IFNA8;TXN2;IFNA10;RBCK1;NFKBIA;NOD2;BIRC2,0.9015236430304941,51/71,GBP2;RIPK3;IFNA5;IKBKE;GABARAP;CCL2;PYDC1;CXCL1;STAT2;IRF3;NLRP6;CASR;NLRP3;DEFA4;DNM1L;RNASEL;IFNA6;IRF9;GBP7;MAPK11;TRPV2;IFNA14;IL18;TRAF2;TP53BP1;NLRP7;IFNA13;IKBKG;IFNA4;NOD1;CASP5;IFNA21;CCL5;GSDMD;TANK;IL1B;CYBA;DEFA5;DEFA1;ITPR2;GBP5;IFNA2;IFNA8;TXN2;IFNA10;RBCK1;IFNB1;AIM2;NOD2;BIRC2;PLCB3,71
Rap1 signaling pathway,0.9578669415873982,37/71,ADORA2B;PARD3;NGFR;GNAI3;FARP2;LCP2;RAF1;FGF10;SIPA1;FPR1;INS;GNAI1;CALML6;F2RL3;SIPA1L2;MAPK11;RASSF5;FGF3;MAP2K2;FGF6;TEK;RASGRP3;BRAF;CSF1R;PRKCG;MAP2K6;FGFR2;FGF22;EPHA2;FGF17;CALML4;MAP2K1;ITGAM;AKT3;CTNND1;PFN3;ADCY4,0.9404047026030382,50/71,LPAR2;ANGPT4;FGF16;PARD3;F2R;FGF8;NGFR;PGF;FARP2;LCP2;CALML3;FGF10;RAF1;EFNA2;FPR1;INS;GNAI1;KRIT1;CALML6;F2RL3;NGF;MAPK11;FGF3;MAP2K2;PRKD1;TEK;RASGRP3;BRAF;CSF1R;RAC3;PFN4;GNAI2;MAP2K6;FGFR2;FGF22;EPHA2;FGF20;FGF17;CALML4;PIK3CA;MAP2K1;GRIN2B;ITGAM;AKT3;CTNND1;PFN3;ADCY4;EFNA3;EGF;PLCB3,71
Cholesterol metabolism,0.9590622874106025,10/22,LPL;NPC2;APOA1;APOC2;APOA2;LCAT;OSBPL5;ABCB11;NPC1;CETP,0.23873626437302037,19/22,ANGPTL4;LIPC;APOA1;PCSK9;SOAT2;LCAT;CYP7A1;ABCG8;APOC3;LPL;APOC2;LRP2;APOB;NPC1;CETP;APOA2;NPC2;OSBPL5;CYP27A1,22
Chagas disease,0.9647552019067072,20/41,IL12A;CCL2;IFNGR1;GNAI3;CALR;GNAI1;MAPK11;CD3G;IFNGR2;BDKRB2;TLR2;CCL5;PPP2R2B;FOS;TLR9;PPP2R2A;NFKBIA;MAP2K4;AKT3;TNFRSF1A,0.9721159747590711,27/41,IL12A;CCL2;C1QA;IFNGR1;CALR;GNA14;GNAI1;MAPK11;IFNGR2;BDKRB2;GNA15;IKBKG;SERPINE1;TLR2;CCL5;PPP2R2D;GNAI2;PPP2R2B;IL1B;FOS;PPP2R2A;PIK3CA;IFNB1;MAP2K4;AKT3;TNFRSF1A;PLCB3,41
IL-17 signaling pathway,0.9669101380652054,21/43,MMP9;IKBKE;CCL2;IL17RB;IL17B;S100A8;MAPK11;MAPK4;IL17C;S100A7;TRAF2;CCL20;CCL17;IL17A;FOS;S100A9;IL17D;MMP1;CCL7;NFKBIA;MMP13,0.7569380612455767,32/43,MMP9;IKBKE;CCL2;IL17F;CXCL1;IL17RB;JUND;CCL11;IL13;TRAF3IP2;IL17B;MAPK11;MAPK4;IL17C;S100A7;TRAF2;CXCL6;CCL20;IKBKG;CCL17;MMP3;TRAF4;IL1B;FOS;S100A9;S100A7A;IL17D;MMP1;CXCL10;CCL7;MMP13;TRADD,43
Morphine addiction,0.9689335811793208,22/45,GABRR1;GRK6;GABBR2;GNG3;GABRP;GABRA3;GNAI3;PDE3B;GABRA6;KCNJ3;GNAI1;GNG8;GNG12;GNG5;PRKCG;PDE7B;GABRA5;PDE7A;KCNJ6;PDE2A;ADCY4;GABRG3,0.42806625116519303,36/45,GABRR1;GNB2;GRK6;GABBR2;GABRR2;GABRB2;GNG3;DRD1;GABRP;GABRA3;SLC32A1;PDE3B;GABRA6;KCNJ3;GNAI1;CACNA1A;PDE8A;GNG8;KCNJ9;GNG12;GNG5;PDE4B;ADCY4;GRK4;CACNA1B;PDE7B;GABRA5;PDE7A;GNAI2;KCNJ6;PRKACG;PDE2A;PDE8B;PDE1B;GNB3;GABRG3,45
TGF-beta signaling pathway,0.9698565202541751,16/34,RPS6KB2;FMOD;BAMBI;AMH;RGMB;TGIF2;SMURF2;AMHR2;BMP2;HAMP;GDF5;BMP8B;LEFTY1;RBX1;BMPR1B;GREM1,0.7841446379595467,25/34,LEFTY2;HAMP;SMAD6;INHBA;GREM1;INHBE;RPS6KB2;BAMBI;AMH;TGIF1;BMP5;NOG;ACVR1C;RGMB;TGIF2;GDF5;BMP6;LEFTY1;SMAD4;BMPR1B;AMHR2;BMP2;DCN;BMP8B;NODAL,34
Pertussis,0.9698565202541751,16/34,IL12A;GNAI1;CALML6;C1R;IRF1;CALML4;GNAI3;PYCARD;MAPK11;ITGAM;C4B;IRF3;IRF8;FOS;NLRP3;TICAM2,0.9727634504566594,22/34,IL12A;C1QA;CALML3;IRF3;IRF8;NLRP3;GNAI1;CALML6;C4BPB;MAPK11;CXCL6;ITGA5;NOD1;IL1A;GNAI2;IL1B;FOS;C1R;CALML4;ITGAM;C4B;IL23A,34
Inflammatory mediator regulation of TRP channels,0.9715043451172973,17/36,CAMK2D;ITPR3;CALML6;HTR2A;CYP2J2;ADCY4;P2RY2;PLA2G4A;TRPM8;PRKCG;PLCG2;PTGER2;MAPK11;CALML4;MAP2K6;TRPV2;BDKRB2,0.8348952200592987,26/36,TRPV4;TRPM8;CALML3;CAMK2D;HTR2C;CALML6;NGF;PLA2G4A;PLCG2;MAPK11;TRPV2;BDKRB2;CYP2J2;P2RY2;MAP2K6;IL1B;ITPR2;HTR2B;PRKACG;HTR2A;PIK3CA;CALML4;PRKCQ;ADCY4;F2RL1;PLCB3,36
B cell receptor signaling pathway,0.9730829943802753,18/38,RASGRP3;INPPL1;PPP3CC;CARD11;BTK;SYK;NFKBIE;NFKBIA;MAP2K1;PLCG2;AKT3;MAP2K2;RAF1;LILRA5;LILRB1;FOS;BLNK;DAPP1,0.9947625249026545,23/38,NFKBIE;CD79B;RAF1;SOS1;IFITM1;FCGR2B;PLCG2;MAP2K2;IKBKG;RASGRP3;INPPL1;RAC3;LILRB1;FOS;PPP3CC;SYK;PIK3CA;MAP2K1;AKT3;CD79A;LILRA5;LILRB2;DAPP1,38
Gastric cancer,0.9736728448594797,35/69,FRAT1;RAF1;FGF10;RXRB;RPS6KB2;FZD3;CCNE1;E2F3;SHC3;ARAF;FGF3;MAP2K2;FGF6;CCNE2;FZD9;E2F1;BRAF;ABCB1;FZD10;DDB2;FZD8;FGFR2;GADD45G;FGF22;WNT5B;LRP5;FRAT2;GADD45A;CDX2;FGF17;TCF7L1;MAP2K1;AKT3;FZD2;WNT5A,0.9236066191476122,49/69,FRAT1;RXRG;FGF16;WNT7A;CTNNA3;CSNK1A1L;FGF8;RAF1;FGF10;SOS1;RXRB;WNT3A;RPS6KB2;CDH17;CCNE1;WNT8B;E2F3;SHC3;ARAF;FGF3;MAP2K2;WNT16;CCNE2;FZD9;WNT2B;E2F1;BRAF;ABCB1;LRP6;FZD10;DDB2;FZD8;BAK1;SMAD4;FGFR2;GADD45G;FGF22;WNT5B;FGF20;LRP5;WNT9B;GADD45A;FGF17;PIK3CA;TCF7L1;MAP2K1;AKT3;WNT5A;EGF,69
Sphingolipid metabolism,0.97382232024795,7/17,SPHK2;UGT8;SGPP2;ARSA;GAL3ST1;UGCG;GLA,0.994165263188472,9/17,SPHK2;UGT8;SGPP2;SGPP1;SGMS1;NEU1;SPTLC1;GAL3ST1;GLA,17
Nicotine addiction,0.9749492135070547,10/23,GABRR1;SLC17A7;GABRA3;GABRP;GRIA1;GABRA5;GRIN3A;CHRNA4;GABRA6;GABRG3,0.3872610231294317,19/23,GABRR1;GABRR2;GABRB2;GABRP;GABRA3;CHRNB2;SLC32A1;GABRA6;CACNA1A;CHRNA6;SLC17A7;CACNA1B;GABRA5;GRIN2D;SLC17A6;GRIN3B;GRIN3A;GRIN2B;GABRG3,23
