set,Real_P,Real_Overlap,Real_Genes,Syn_P,Syn_Overlap,Syn_Genes,Genes
negative regulation of programmed cell death (GO:0043069),0.8886800314370636,86/151,TRIAP1;DKK1;SIAH2;HYPK;VTCN1;SNCA;FATE1;ARAF;GHRL;ARF4;HIGD2A;RASA1;DDAH2;GPX4;GATA6;OPN3;BRAF;WFS1;PLK2;KIF14;HDAC1;BNIP1;TNFSF18;AMIGO2;CD27;BIRC2;LTK;BARD1;SUPV3L1;HAX1;ATF5;IL7;RIPK1;PPIF;PROK2;GOLPH3;PIM3;TIAF1;PRDX3;ANXA5;RIPK3;TMEM14A;DAB2;FHL2;CD40LG;ANXA1;FOXE3;AVP;UBA52;TFAP2B;NUAK2;APIP;PHB2;BCL3;EVI2B;ANXA4;NFKBIA;WNT5A;MMP9;PRKAA1;PROC;NGFR;NCKAP1L;RAF1;GATA1;TCL1A;ASCL1;GREM1;BAG1;HCK;CRYAB;PSMC5;TFRC;TEK;AVEN;NUP62;IL2RB;FXN;SEMA4D;CITED2;SQSTM1;MGMT;GLO1;ERCC5;THOC6;NOTCH2,0.378186833516524,101/151,TRIAP1;IL10;DKK1;SIAH2;HYPK;VTCN1;ADAM10;SNCA;NGF;FATE1;ARAF;GHRL;ARF4;HIGD2A;RASA1;DDAH2;GPX4;GATA6;OPN3;PKHD1;BRAF;WFS1;PLK2;NR1H4;KIF14;HDAC1;BNIP1;AMIGO2;CD27;BIRC2;LTK;BARD1;SUPV3L1;HAX1;NAT8B;ATF5;IL7;RIPK1;LRP2;PPIF;PROK2;GOLPH3;PIM3;NKX2-5;BAG4;TIAF1;PRDX3;RHBDD1;ANXA5;RIPK3;DAB2;CD40LG;ANXA1;NAT8;FOXE3;AVP;UBA52;TFAP2B;NUAK2;WT1;DCPS;APIP;PHB2;BCL3;EVI2B;ANXA4;NFKBIA;WNT5A;DNAJC3;MMP9;ANGPTL4;PRKAA1;BCL2L2;NGFR;NCKAP1L;RAF1;GATA1;TCL1A;ASCL1;GREM1;COPS5;HCK;CRYAB;PSMC5;SHH;OSR1;TFRC;TEK;AVEN;NUP62;IL2RB;FXN;SEMA4D;CITED2;SQSTM1;MGMT;GLO1;DPEP1;ERCC5;THOC6;NOTCH2,151
embryonic limb morphogenesis (GO:0030326),0.8911910245206776,9/18,MYH3;HDAC1;TBX2;TBX5;GLI3;MEGF8;HOXA11;ZNF358;INTU,0.5610761397227678,12/18,MYH3;OSR1;HDAC1;TBX5;WNT7A;GLI3;MEGF8;HOXA11;ZNF358;TBX4;SHH;INTU,18
regulation of endothelial cell apoptotic process (GO:2000351),0.8911910245206776,9/18,TEK;ITGA4;TNIP2;CCL2;RAMP2;CD40LG;NFE2L2;ICAM1;AKR1C3,0.5610761397227678,12/18,TEK;ITGA4;TNIP2;KRIT1;IL10;CCL2;CD40LG;CDH5;NFE2L2;ICAM1;SEMA5A;AKR1C3,18
positive regulation of phospholipase C activity (GO:0010863),0.8911910245206776,9/18,P2RY12;HTR2A;GPR55;NMUR1;PTH;ADRA1A;SELE;PHB2;NTF4,0.9803951914339576,8/18,P2RY12;GNA15;GPR55;NMUR1;SELE;ARHGAP6;PHB2;GNAQ,18
activation of adenylate cyclase activity (GO:0007190),0.8911910245206776,9/18,ADCYAP1;ADORA2B;LGR5;ADRB2;CAP2;ADRB3;ADRB1;RAF1;ADCY4,0.7384872359312911,11/18,ADCYAP1;GLP1R;P2RY11;LGR5;ADRB2;CAP2;DRD1;CALCR;ADRB1;RAF1;ADCY4,18
regulation of cytokine production involved in inflammatory response (GO:1900015),0.8911910245206776,9/18,ABCD1;IL17D;ZC3H12A;PER1;IL17A;PYCARD;ALOX5;NOD2;LEP,0.9943917187582769,7/18,ABCD1;CLEC7A;ZC3H12A;APOD;PER1;NOD2;LEP,18
aminoglycan catabolic process (GO:0006026),0.8911910245206776,9/18,SGSH;HYAL4;SDC2;CTBS;FUCA1;GPC1;GPC4;GPC2;HPSE,0.9440575777733738,9/18,SGSH;SDC2;CHIT1;CTBS;FUCA1;GPC1;GNS;GPC2;HPSE,18
amino acid transport (GO:0006865),0.8911910245206776,9/18,SLC16A10;SLC7A10;SLC43A1;SLC1A5;SLC6A12;SLC36A3;SLC7A4;SLC6A17;SLC38A5,0.9440575777733738,9/18,SLC16A10;SLC6A18;SLC7A10;SLC43A1;SLC1A5;SLC6A12;SLC7A4;SLC6A17;SLC38A5,18
positive regulation of cell-cell adhesion (GO:0022409),0.8911910245206776,9/18,ADAM19;THY1;FUT3;SIRPG;FSTL3;CEACAM6;CCL5;GCNT2;CITED2,0.3660247850506993,13/18,ADAM19;THY1;FUT3;SIRPG;IL10;FSTL3;PTPRU;CCL5;SERPINF2;FUT7;GCNT2;NODAL;CITED2,18
positive regulation of mitotic nuclear division (GO:0045840),0.8911910245206776,9/18,INS;LRP5;NUP62;ANAPC11;CDC23;CDC16;EDN1;NSMCE2;DLGAP5,0.5610761397227678,12/18,INS;ANAPC4;LRP5;NUP62;ANAPC11;CDC23;CDC16;EDN1;CDC27;NSMCE2;EGF;DLGAP5,18
JNK cascade (GO:0007254),0.8911910245206776,9/18,GPS2;TNFRSF19;GPS1;ADORA2B;MAP3K5;MAP3K12;MAP2K4;UBA52;NOD2,0.08237459898893656,15/18,SH2D3A;GPS2;SH2D3C;TNFRSF19;IKBKG;GPS1;NOD1;MAP3K5;MAP3K12;IRAK2;MAP4K2;MAP3K11;MAP2K4;UBA52;NOD2,18
sulfur compound biosynthetic process (GO:0044272),0.8917511394040701,35/64,FMOD;GCLM;CHST9;ACAN;B3GNT2;CHST5;B4GALT1;CDO1;GSTK1;CHAC1;CHST12;LIAS;GSTA2;B4GALT3;UST;GGCT;VCAN;GSTA3;CHST11;CHAC2;DSE;GSTA4;GSS;CHST6;GSTO2;B4GALT4;GGTA1;CHST13;GSTM2;CSPG5;SLC10A7;SLC35D2;TPK1;GSTZ1;CHPF,0.639645727145787,41/64,FMOD;PRELP;GSTM1;GCLM;CHST9;ACAN;B3GNT2;CHST5;B3GNT7;B4GALT1;GLCE;CDO1;GSTK1;CHAC1;CHST12;LIAS;GSTA2;SLC35B2;UST;B4GALT3;GGCT;ST3GAL2;VCAN;GSTA3;CTH;CHAC2;DSE;GSTA4;GSS;CHST6;GSTO2;B4GALT4;GGTA1;BGN;GSTM2;CSPG5;SLC10A7;SLC35D2;TPK1;GSTZ1;ESD,64
regulation of cytokine production (GO:0001817),0.8917511394040701,35/64,TRIM56;RNF26;RIPK3;IL33;AGPAT1;POLA1;PIK3CG;CCR7;PER1;IRF3;IRF8;VTCN1;ANXA1;INS;SNAI2;AGT;MAST2;GAPDH;ALOX5;TNFSF4;IGF2BP3;TNFRSF1B;GLMN;BTNL2;CRTAM;SCAMP5;HHLA2;LRRC19;CLEC4A;CD276;IFIH1;HLA-DRB1;S100A13;LEP;RPS6KA4,0.8095556494455728,39/64,RNF26;RIPK3;BTN1A1;IL33;IL10;POLA1;PIK3CG;CCR7;IL17F;PER1;IRF3;IRF8;VTCN1;TMIGD2;IL21;ANXA1;INS;EIF2AK2;IL12B;NFAM1;AGT;MAST2;DDX58;GAPDH;IGF2BP3;TNFRSF1B;GLMN;SCAMP5;CRTAM;NOX5;HHLA2;CLEC4A;ACE2;CD276;IFIH1;HLA-DRB1;SFTPD;LEP;RPS6KA4,64
negative regulation of MAPK cascade (GO:0043409),0.896148089848522,15/29,FBLN1;EMILIN1;ABCA7;SPRY1;RGS2;ITGB1BP1;SORL1;TIMP3;AGT;DLG1;C3ORF33;DUSP26;RPS6KA6;PIN1;PRDM15,0.9563457424532305,15/29,EMILIN1;IRAK3;ABCA7;SPRY1;RGS2;PIK3CB;SORL1;AGT;TIMP3;DLG1;C3ORF33;DUSP26;PIN1;FBLN1;RPS6KA6,29
cellular protein catabolic process (GO:0044257),0.896148089848522,15/29,CTSZ;CLTA;RIPK1;CTSF;SIAH2;HTRA2;CTSK;AP2S1;CAPN2;CTSO;TCIRG1;LONP1;RSPRY1;IDE;CLPP,0.8309964608953972,17/29,CTSZ;PCSK9;CLTA;RIPK1;SIAH2;HTRA2;CTSK;AP2S1;CAPN2;CTSO;TCIRG1;LONP1;AP2A1;RSPRY1;IDE;MAGEC2;CLPP,29
glycolipid metabolic process (GO:0006664),0.896148089848522,15/29,ABCA2;UGT8;ST6GALNAC3;ST6GALNAC6;ST6GALNAC4;B3GNT5;SUMF1;FUCA1;B3GALNT1;ARSA;STS;GBGT1;SUMF2;UGCG;GLA,0.7183586228345096,18/29,ST3GAL2;ABCA2;UGT8;ST6GALNAC3;ST6GALNAC4;B3GNT5;SUMF1;FUCA1;HEXA;ARSA;STS;NAGA;GBGT1;GLTP;SUMF2;UGCG;SCCPDH;GLA,29
regulation of insulin secretion (GO:0050796),0.896840445907707,28/52,RBP4;IRS1;SYT7;CLOCK;SLC30A8;AACS;NLGN2;BAD;MTNR1B;ACSL4;GHRL;ALOX5;TRH;TFAP2B;GIP;ADRA2C;ITPR3;KCNG2;KCNJ11;CCL5;CHGA;DOC2B;LRP5;BLK;DPP4;GCK;MYRIP;NEUROD1,0.9687571292020353,28/52,RBP4;IRS1;SYT7;CLOCK;AACS;NLGN2;GLP1R;BAD;CACNA1A;ACSL4;GHRL;TRH;TFAP2B;GIP;SIRT4;ADRA2C;ITPR3;KCNG2;KCNJ11;CCL5;TCF7L2;NR1H4;ITPR2;DOC2B;LRP5;DPP4;MYRIP;NEUROD1,52
collagen fibril organization (GO:0030199),0.8972454023441689,24/45,COL21A1;COL2A1;COL6A2;P4HB;COL9A3;COL9A2;GREM1;COL16A1;COL23A1;PPIB;TLL1;COL6A3;LAMA3;COL4A4;COL4A5;COL20A1;ITGA6;LOX;CYP1B1;OPTC;COL4A2;PLOD2;COL25A1;COL11A2,0.8884504037636489,26/45,COL2A1;COL21A1;COL24A1;SERPINF2;P4HB;COL9A3;COL9A2;GREM1;COL16A1;COL23A1;BMP1;PPIB;TLL1;COL4A3;COL5A3;COL6A3;LAMA3;COL4A4;COL20A1;ITGA6;LOX;CYP1B1;PLOD2;COL27A1;COL25A1;COL11A2,45
epithelial cell migration (GO:0010631),0.8985878630639262,10/20,PKN3;ANLN;DPP4;CYP1B1;PRKX;CDH13;PLEKHG5;TNFSF12;ZEB2;GIPC1,0.7724297779628228,12/20,PKN3;KRT2;ANLN;DPP4;LPXN;CYP1B1;PRKX;CDH13;PLEKHG5;TNFSF12;ZEB2;GIPC1,20
positive regulation of chemotaxis (GO:0050921),0.8985878630639262,10/20,P2RY12;EDN2;CCL19;SMOC2;RARRES2;STX3;MEGF8;F3;CDH13;DSCAM,0.6133787986155064,13/20,P2RY12;CCL21;EDN2;CCL19;SMOC2;RARRES2;MEGF8;STX3;F3;CDH13;TGFB1;DSCAM;SEMA5A,20
regulation of proteolysis (GO:0030162),0.8985878630639262,10/20,TM4SF20;BAD;ASPH;INS;PERP;SERPINB4;CLN6;SERPINE2;RNF139;TBC1D10A,0.8848820460442638,11/20,TM4SF20;BAD;ASPH;INS;CSTB;PERP;SERPINB4;CLN6;SERPINE2;SHH;TBC1D10A,20
apical junction assembly (GO:0043297),0.8985878630639262,10/20,ARL2;PARD3;CLDN2;FBF1;DLG1;CLDN7;RAMP2;CLDN23;CLDN15;CLDN10,0.9945628768654211,8/20,ARL2;CLDN4;DLG1;CLDN6;MARVELD3;CLDN23;CDH5;CLDN15,20
endothelial cell migration (GO:0043542),0.8985878630639262,10/20,EMP2;CORO1B;DPP4;CYP1B1;PRKX;CDH13;PLEKHG5;TNFSF12;SOX18;GIPC1,0.8848820460442638,11/20,EMP2;CORO1B;LPXN;DPP4;CYP1B1;PRKX;CDH13;PLEKHG5;TNFSF12;CDH5;GIPC1,20
carboxylic acid metabolic process (GO:0019752),0.8985878630639262,10/20,PON3;GNMT;CYP2J2;ACOT4;PLA2G4A;LIAS;CYB5R3;GLYAT;HAO1;GSTO2,0.7724297779628228,12/20,PON3;GNMT;SIRT4;CYP4F22;ACOT4;PLA2G4A;LIAS;CYB5R3;LIPT1;AGXT;DAO;GSTO2,20
negative regulation of cell cycle (GO:0045786),0.9035477388008921,16/31,NPPC;CDKN1C;CDK5RAP1;BTG2;PTPRK;HTRA2;ZBTB17;BTG4;TFAP4;HECA;RPS6KA2;BMP2;GMNN;LILRB1;SIPA1;ALOX15B,0.7494601567632443,19/31,NPPC;CDKN1C;IL10;HECA;INHA;RPS6KA2;SIPA1;BTG2;TFAP4;MYOCD;GMNN;ALOX15B;HTRA2;TGFB1;RFPL1;LILRB1;BTG3;CDK5RAP1;ZBTB17,31
negative regulation of neuron apoptotic process (GO:0043524),0.9035477388008921,16/31,ADAM8;SNX6;CITED1;FZD9;GRN;MSH2;WFS1;CCL2;CX3CR1;BHLHB9;VSTM2L;PRKCG;KIF14;NFATC4;RASA1;NTF4,0.96138115763805,16/31,SNX6;CITED1;FZD9;SOD2;GRN;CRLF1;WFS1;CCL2;NGF;VSTM2L;PRKCG;SLC30A10;KIF14;NFATC4;RASA1;MSH2,31
negative regulation of cell migration (GO:0030336),0.9037920541300177,29/54,ARHGAP4;EPHA1;NGFR;CALR;THY1;TBX5;ATP1B2;TMEFF2;SRGAP1;RNF20;ALOX15B;SLURP1;ARID2;JAG1;ITGB1BP1;PTPRK;RECK;SLIT2;MCTP1;PIP5KL1;CITED2;GTPBP4;ARHGDIB;ADAM15;TIMP1;TP53INP1;CYP1B1;HOXA7;RAP2A,0.8603894455179988,32/54,PODN;ARHGAP4;EPHA1;NGFR;PTPRG;CALR;THY1;TBX5;PLXNB3;ATP1B2;TMEFF2;SRGAP1;RNF20;SHH;ALOX15B;SLURP1;JAG1;RECK;PTPRU;SLIT2;PIP5KL1;CITED2;GTPBP4;ARHGDIB;TP53INP1;DPEP1;CYP1B1;MARVELD3;HOXA7;RAP2A;BMP10;NODAL,54
extracellular structure organization (GO:0043062),0.9042699960145677,62/111,ADAM19;MMP9;MMP20;MMP26;ECM2;COL2A1;COL6A2;ACAN;TGFBI;DSPP;ADAMTSL2;COL9A3;NPNT;ITGA8;ADAMTS5;ICAM3;SLC39A8;COL9A2;COL16A1;COL23A1;ITGB5;ITGA4;LAMB1;VIT;TNR;ADAMTS8;MFAP5;ITGB6;SPARC;ICAM1;ADAMTS13;COL6A3;MMP11;ITGB7;ITGAE;LAMB2;VCAN;ADAMTS19;LAMA3;COL4A4;RECK;LAMA2;COL11A2;COL4A5;TTR;LAMC3;ADAM15;ITGA6;SMOC2;MMP14;LOX;NID1;MMP1;MIA;ADAMTS20;COL4A2;ITGA11;ITGAM;ITGA7;MMP13;HAPLN1;SMOC1,0.94468273094889,65/111,ADAM19;MMP9;MMP20;ECM2;COL2A1;COL24A1;ACAN;TGFBI;ADAMTSL2;ADAMTS15;COL9A3;NPNT;ITGA8;ADAMTS5;SLC39A8;COL9A2;COL16A1;COL23A1;ITGB5;ITGA4;TNR;MMP24;NID2;ADAMTS8;COL27A1;COL4A3;ITGB6;LAMA5;COL5A3;MATN1;ADAMTSL4;MMP10;ICAM1;ADAMTS13;COL6A3;MMP11;ITGB7;LAMB2;VCAN;ADAMTS19;ITGA10;LAMA3;COL4A4;RECK;LAMA2;COL11A2;MMP17;TTR;LAMC3;ITGA6;BGN;SMOC2;MMP21;MMP14;LOX;NID1;MMP1;MIA;ADAMTS20;ITGA11;ITGAM;ITGA7;MMP13;HAPLN1;SMOC1,111
regulation of macroautophagy (GO:0016241),0.9043304884929364,25/47,PRKAA1;RB1CC1;RRAGA;GNAI3;ATP6V1B1;CAPN1;VPS26A;PRKAG1;ATP6V1D;UBQLN2;LZTS1;TSC1;ATP6V0A2;ATP6V1G2;GAPDH;ATP6V0D1;SNX6;SESN3;CDK5R1;RRAGD;C9ORF72;ATP6V1B2;ATP6V0E2;ATP6V1E1;PRKAB1,0.753619088759396,29/47,PRKAA1;RB1CC1;MTMR8;GNAI3;ATP6V1B1;CAPN1;ATP6V1D;PRKAG1;UBQLN2;LZTS1;TSC1;ATP6V0A2;ATP6V1E2;SH3GLB1;ATP6V1G2;GAPDH;ATP6V1G1;IKBKG;SMCR8;ATP6V0D1;SUPT5H;SNX6;CDK5R1;C9ORF72;CAPNS1;ATP6V1B2;ATP6V0E2;ATP6V1E1;PRKAB1,47
cardiac muscle tissue morphogenesis (GO:0055008),0.9054705021519751,11/22,MYBPC3;TCAP;S1PR1;BMP2;MYLK2;MYL2;TTN;TGFBR3;NOTCH1;FGFR2;TNNI3,0.9560766198578934,11/22,TCAP;S1PR1;NKX2-5;MYLK2;TGFBR3;NOTCH1;TGFB1;BMP10;FGFR2;TNNI3;ZFPM1,22
cardiac ventricle morphogenesis (GO:0003208),0.9054705021519751,11/22,JAG1;MYBPC3;HEYL;MYL2;HEY1;TGFBR3;NOTCH1;GATA4;FGFR2;TNNI3;FOXF1,0.8993979305574716,12/22,JAG1;FOXF1;HEYL;HEY1;TGFBR3;NOTCH1;TGFB1;GATA4;BMP10;FGFR2;TNNI3;DLL4,22
proton transmembrane transport (GO:1902600),0.9054705021519751,11/22,NNT;ATP1A3;ATP6V0D1;SLC9A1;OTOP2;ATP6V1B1;SLC36A3;ATP1A1;ATP6V0E2;HVCN1;ATP1A2,0.8993979305574716,12/22,NNT;ATP1A3;ATP12A;ATP6V0D1;SLC9A1;OTOP2;ATP6V1B1;ATP1A1;ATP6V0E2;NOX5;ATP6V1F;ATP1A2,22
cartilage development (GO:0051216),0.9054705021519751,11/22,WNT5B;HOXD3;HYAL3;COL2A1;BMP2;HOXA11;GPLD1;GDF5;GHRL;SULF2;COL11A2,0.1707137116259035,17/22,WNT5B;OSR1;HOXD3;WNT2B;WNT7A;HYAL3;COL2A1;IL17F;GDF2;WNT10B;HOXA11;GPLD1;GHRL;TGFB1;SULF2;FGF4;COL11A2,22
chordate embryonic development (GO:0043009),0.9054705021519751,11/22,RBP4;TBX1;ZNF568;BMP2;PCSK5;SULF2;ZNF358;WNT5A;FGFR2;FOXF1;LMX1B,0.6591215604762743,14/22,RBP4;TBX1;ZNF568;NKX2-5;FOXD3;PCSK5;TGFB1;SULF2;ZNF358;WNT5A;FGFR2;ADAM10;FOXF1;LMX1B,22
positive regulation of signaling receptor activity (GO:2000273),0.9054705021519751,11/22,HDAC1;ADRA2C;ADRB2;SHANK3;CCL2;BUD31;ADRA2B;ARC;JAK2;EDN1;GREM1,0.6591215604762743,14/22,HDAC1;HFE;IL10;ADRB2;ADRA2C;SHANK3;CCL2;BUD31;ADRA2B;ARC;JAK2;EDN1;GREM1;EGF,22
steroid biosynthetic process (GO:0006694),0.9062681117038052,21/40,FDXR;SLC27A5;SQLE;FDFT1;AKR1C3;HSD3B2;CYP11B2;CYP46A1;ABCB11;ACOX2;OSBPL1A;CYP17A1;CYP21A2;DHCR7;SLC27A2;CH25H;EBP;OSBPL6;HSD11B2;CYP11A1;SCP2,0.8107112239932605,24/40,CYP8B1;FDXR;CYP7A1;SLC27A5;SQLE;FDFT1;AKR1C3;HSD3B2;OSBPL7;CYP11B2;CYP46A1;AKR1C4;ABCB11;ACOX2;CYP17A1;SRD5A1;CYP21A2;DHCR7;SLC27A2;EBP;OSBPL6;HSD11B2;SCP2;CYP27A1,40
positive regulation of intracellular protein transport (GO:0090316),0.9062681117038052,21/40,HCLS1;AKAP5;BAD;B3GAT3;ZC3H12A;KIF20B;PDZK1;UBL4B;EMD;HSPA1L;YWHAH;E2F1;ITGB1BP1;SORL1;HTRA2;TRIM28;SREBF2;OAZ2;TFDP2;PPP3CC;ITGAM,0.8107112239932605,24/40,HCLS1;AKAP5;RUFY3;SFN;BAD;SH3GLB1;B3GAT3;ZC3H12A;KIF20B;PDZK1;UBL4B;EMD;HSPA1L;YWHAH;E2F1;SORL1;HTRA2;TRIM28;TGFB1;OAZ2;TCF7L2;RNF31;PPP3CC;ITGAM,40
cellular response to growth factor stimulus (GO:0071363),0.9102322557189808,30/56,DLX5;CORO1B;CCL2;RAMP2;SYAP1;CLEC3B;ANXA1;SNAI2;ZFP36;PDCD5;KLF4;LIMS1;EMD;ITGB1BP1;HTRA2;ZFP36L2;NOTCH1;CCL5;CILP;BMPR1B;OVOL2;WWOX;TBX1;PDE2A;AMHR2;BMP2;IQGAP1;TWF2;WNT5A;SIRT2,0.8085672123567647,34/56,EHD1;WNT7A;DLX5;CORO1B;CCL2;GDF2;SYAP1;CLEC3B;ANXA1;ZFP36;PDE8A;LRP2;PDCD5;KLF4;LIMS1;EMD;DLL4;PDE3A;HTRA2;ZFP36L2;NOTCH1;TGFB1;BMP6;CCL5;CILP;BMPR1B;WWOX;TBX1;PDE2A;AMHR2;CER1;IQGAP1;WNT5A;SIRT2,56
circulatory system development (GO:0072359),0.9108724073209195,26/49,RBP4;NCOA6;MYL2;HEY1;PCSK5;RAMP2;NXN;TNNI3;FOXL1;TBX5;MTHFD1;CRB2;POU6F1;TEK;CRIP1;NOTCH1;POU4F2;SOX18;CITED2;POPDC3;TBX1;STRA6;ALPK3;BMP2;FOXC2;FOXF1,0.6797531892340651,31/49,CFC1;RBP4;NCOA6;MIXL1;HEY1;ZDHHC16;PCSK5;CDH5;NXN;TNNI3;TBX5;MTHFD1;PDLIM7;CRB2;SHH;OSR1;POU6F1;TEK;WT1;CRIP1;NOTCH1;TGFB1;POU4F2;CITED2;FLRT3;POPDC3;TBX1;STRA6;ALPK3;FOXF1;ZFPM1,49
vesicle coating (GO:0006901),0.9118649410148498,12/24,CTSZ;GORASP1;NAPA;FOLR1;GRIA1;PEF1;TRAPPC2L;CNIH3;SEC24A;TRAPPC2;TRAPPC4;SEC24C,0.6991507950777385,15/24,CTSZ;SEC24B;STX5;FOLR1;GRIA1;TRAPPC3;PEF1;TRAPPC2L;PDCD6;CSNK1D;CNIH3;SEC24D;TRAPPC2;TRAPPC4;TRAPPC6B,24
negative regulation of mitotic cell cycle (GO:0045930),0.9118649410148498,12/24,BUB1B;FZD3;CDKN1C;BTG2;PLK2;BTG4;HECA;WEE1;ZFP36L2;CHFR;BUB1;CHEK1,0.5394986389073242,16/24,BUB1B;CDKN1C;IL10;NME6;BTG2;PLK2;HECA;TOM1L1;WEE1;ZFP36L2;RFPL1;TGFB1;CHFR;BUB1;CHEK1;BTG3,24
visual system development (GO:0150063),0.9118649410148498,12/24,SCO2;GDF3;RBP4;SLC39A5;FOXE3;SMOC1;MAB21L2;ITGAM;ATF6;BMPR1B;HIPK1;SIX3,0.9610430643036393,12/24,RBP4;ABCB5;CHRDL1;C1QA;FOXE3;MAB21L2;ZDHHC16;ITGAM;ATF6;BMPR1B;SMOC1;SIX3,24
"vesicle targeting, rough ER to cis-Golgi (GO:0048207)",0.9118649410148498,12/24,CTSZ;GORASP1;NAPA;FOLR1;GRIA1;PEF1;TRAPPC2L;CNIH3;SEC24A;TRAPPC2;TRAPPC4;SEC24C,0.6991507950777385,15/24,CTSZ;SEC24B;STX5;FOLR1;GRIA1;TRAPPC3;PEF1;TRAPPC2L;PDCD6;CSNK1D;CNIH3;SEC24D;TRAPPC2;TRAPPC4;TRAPPC6B,24
COPII vesicle coating (GO:0048208),0.9118649410148498,12/24,CTSZ;GORASP1;NAPA;FOLR1;GRIA1;PEF1;TRAPPC2L;CNIH3;SEC24A;TRAPPC2;TRAPPC4;SEC24C,0.6991507950777385,15/24,CTSZ;SEC24B;STX5;FOLR1;GRIA1;TRAPPC3;PEF1;TRAPPC2L;PDCD6;CSNK1D;CNIH3;SEC24D;TRAPPC2;TRAPPC4;TRAPPC6B,24
response to reactive oxygen species (GO:0000302),0.9118649410148498,12/24,MMP9;FOS;PDK2;PTPRK;RPS3;HBA1;PRDX3;GLRX2;APTX;AKR1C3;S100A7;PTPRN,0.2202043951202185,18/24,MMP9;FOS;GPX1;SOD2;ADAM9;PDK2;APOD;MPV17;TXNRD2;RPS3;FER;HBA1;PRDX3;GLRX2;APTX;AKR1C3;S100A7;PTPRN,24
cellular component disassembly (GO:0022411),0.912784213437666,22/42,MMP9;A2M;KLKB1;CAPN1;ADAMTS5;TLL1;LCP1;SCUBE1;MMP11;HTRA1;CAPN2;ADAM15;TIMP1;MMP14;MMP1;CTSK;SCUBE3;NOXO1;CAPG;ADAM8;MMP13;KLK4,0.6255073013243508,27/42,MMP9;A2M;KLK2;TIMP2;KLKB1;CAPN1;ADAMTS15;ADAMTS5;ADAM10;BMP1;TLL1;LCP1;MMP10;SCUBE1;MMP11;HTRA1;CAPN2;MMP14;MMP1;CTSK;SCUBE3;CAPNS1;NOXO1;CAPG;CMA1;MMP13;KLK4,42
extracellular matrix disassembly (GO:0022617),0.912784213437666,22/42,MMP9;A2M;KLKB1;CAPN1;ADAMTS5;TLL1;LCP1;SCUBE1;MMP11;HTRA1;CAPN2;ADAM15;TIMP1;MMP14;MMP1;CTSK;SCUBE3;NOXO1;CAPG;ADAM8;MMP13;KLK4,0.6255073013243508,27/42,MMP9;A2M;KLK2;TIMP2;KLKB1;CAPN1;ADAMTS15;ADAMTS5;ADAM10;BMP1;TLL1;LCP1;MMP10;SCUBE1;MMP11;HTRA1;CAPN2;MMP14;MMP1;CTSK;SCUBE3;CAPNS1;NOXO1;CAPG;CMA1;MMP13;KLK4,42
neuron projection morphogenesis (GO:0048812),0.9162039440977402,31/58,ANKRD27;RYK;PARD3;EPHB3;LRP4;NCKAP1L;NTF4;DTNBP1;SDC2;ARC;TAOK1;KIF20B;DSCAML1;S100A6;NCKAP1;NTNG2;CNTNAP1;RAB3A;MAP6;BRSK1;FGFR2;SHANK3;ISL2;MAP1A;SLITRK3;SGK1;EPB41L3;IQGAP1;S100B;SLITRK4;MAP1B,0.6543632448029937,37/58,ANKRD27;RYK;WNT7A;EPHB3;NCKAP1L;DTNBP1;SDC2;LRP2;NGF;ARC;TAOK1;KIF20B;EIF2AK4;DSCAML1;S100A6;DCDC2;NCKAP1;NTNG2;CNTNAP1;RAB3A;MAP6;BRSK1;FGFR2;SHANK3;FLRT3;WASL;MAP1S;ISL2;MAP1A;SLITRK3;SGK1;LLGL1;EPB41L3;IQGAP1;S100B;SLITRK4;MAP1B,58
negative regulation of endopeptidase activity (GO:0010951),0.9165908295612422,18/35,SERPINC1;TIMP1;SERPINB12;SERPINB4;SORL1;TIMP3;AGT;SERPINB1;RECK;TIMP4;SERPINE2;SERPINF1;GAPDH;CRB2;CSN2;SPINK2;SPOCK3;SERPINB2,0.9696821362834739,18/35,SERPINC1;TIMP2;SERPINA12;SERPINB4;SORL1;TIMP3;AGT;SERPINB1;RECK;SERPINA9;TIMP4;SERPINF1;GAPDH;SERPINE2;SERPINF2;CRB2;SPOCK3;SERPINA11,35
antimicrobial humoral immune response mediated by antimicrobial peptide (GO:0061844),0.9165908295612422,18/35,REG1A;PF4V1;S100A9;DEFA4;PF4;DEFB118;PLA2G1B;PPBP;SEMG1;CAMP;GAPDH;RNASE6;DEFA1;REG1B;REG3A;S100A7;CXCL14;MUC7,0.9993951850485434,14/35,PF4V1;S100A9;DEFA4;PF4;DEFB1;PPBP;CAMP;GAPDH;RNASE6;PGLYRP1;S100A12;S100A7;CXCL14;MUC7,35
regulation of synapse assembly (GO:0051963),0.9178017252989036,13/26,LHFPL4;LRRC4B;SLITRK3;EIF4G1;SLIT1;BHLHB9;EPHB3;IL1RAPL1;GPC4;TLR2;GHRL;NLGN2;SNCA,0.9864880877228568,12/26,WNT3A;LRRC4B;WNT7A;SLITRK3;EIF4G1;SLIT1;EPHB3;GHRL;IL1RAPL2;GRID2;NLGN2;SNCA,26
