set,Real_Score,Real_Rank,Real_Count,Syn_Score,Syn_Rank,Syn_Count,Real_P,Real_FDR,Real_Overlap,Real_Genes,Syn_P,Syn_FDR,Syn_Overlap,Syn_Genes
negative regulation of cellular amide metabolic process (GO:0034249),0.5727829706774147,267.0,33,0.7548815491758545,467.0,33,0.061825402430540806,0.5932607765143384,25/33,CNOT8;FXR2;IGF2BP3;CNOT10;EIF4ENIF1;RBM4;RTN2;CNOT1;GAPDH;ZNF540;TYMS;ABCA7;RTN4;RNF139;SORL1;DHX36;RPS3;TSC1;MRPL13;CALR;BTG2;EIF4E2;PAIP2;EIF4A3;PIN1,0.3658056830557928,0.9999841444821818,27/33,EIF2AK2;IGF2BP3;CNOT10;EIF4ENIF1;RBM4;PRG3;RTN2;CNOT1;GAPDH;ZNF540;TYMS;ABCA7;RTN4;RNF139;SORL1;GGA3;DAPK3;TSC1;NANOS1;MRPL13;PRNP;CALR;BTG2;EIF4E2;PAIP2;EIF4A3;PIN1
positive regulation of protein kinase activity (GO:0045860),0.5726886950264507,268.0,62,0.7509918822818663,479.0,62,0.2657537639077381,0.9998690134726378,41/62,DOK7;PAK6;TELO2;CCR7;TPX2;EGR1;RIPK3;DKK1;CLSPN;PRKAG1;TCL1B;SYAP1;MAP2K1;KIF14;TAOK1;AGT;EMP2;TCL1A;CAMKK1;LILRA5;CCL19;CENPE;ADRB2;LCP2;MAPRE3;MMD;CCL5;CSF1R;ADCYAP1;MAP2K2;DAXX;IQGAP1;IL23R;SNCA;INCENP;PIH1D1;JTB;PARP16;UNC119;RASSF2;CAB39,0.8627132103277263,0.9999841444821818,45/62,DOK7;PAK6;TELO2;CCR7;TPX2;RIPK3;DKK1;CAMK1;CLSPN;SLC8A2;SYAP1;MAP2K1;KIF14;TAOK1;EMP2;CAMKK1;CALCA;LILRA5;CCL19;CENPE;IL23A;ADRB2;AZU1;LCP2;CCL5;ADCYAP1;CSF1R;RELN;MAP2K2;DAXX;IQGAP1;IL23R;SNCA;INCENP;PIH1D1;PRNP;JTB;PARP16;TRAF4;UNC119;RASSF2;MMD2;STK3;CAB39;CD4
peptidyl-lysine modification (GO:0018205),0.5726649894606087,269.0,46,0.7744610727716953,390.0,46,0.25006437036856927,0.9962206661546672,31/46,NUP133;NUP98;IFIH1;IVL;NUP85;LOX;SIRT2;NUP62;NUP54;NUP35;GCSH;BLOC1S1;EYA1;NUP107;AAAS;SIRT5;RAE1;NUP214;SENP2;EGR2;PIAS4;NDUFAB1;NUP37;TRPM4;PIAS2;PLOD2;TRIM28;NSMCE2;RNF113A;NUP205;RNF212,0.08245771204752063,0.9999841444821818,40/46,LIPT1;NUP98;PLOD1;IFIH1;IVL;NUP85;LOX;HDAC10;SIRT2;NUP62;NUP54;NUP35;GCSH;BLOC1S1;EYA1;NUP107;AAAS;CTH;SIRT5;NUP88;RAE1;NUP214;SENP2;EGR2;HDAC6;LOXL2;PIAS4;NDUFAB1;TOPORS;NUP37;TRPM4;PIAS2;PLOD2;TRIM28;NSMCE2;RNF113A;SIRT7;NUP205;RNF212;SIRT1
negative regulation of mitotic cell cycle phase transition (GO:1901991),0.5719473055255515,270.0,41,0.6139911763413669,1107.0,41,0.08042156128890945,0.6506062492544039,30/41,CDC73;RBX1;PSMD2;PSMD6;PSMB3;PSMD8;KLF4;PSMB4;ZFP36L2;PSMA4;PSMB10;PSMC3;CCL2;PSMD4;PSMC5;PSME4;E2F7;PSMB8;WEE1;PSMA5;BRD7;DLG1;PSMD7;AVEN;PSMD11;FBXO5;TFDP3;PSMD14;CDK2AP2;PSMA2,0.9419587103135425,0.9999841444821818,28/41,CDKN2C;CDC73;PSMD2;PSMD6;PSMB3;PSMD8;KLF4;PSMB4;ZFP36L2;PSMC3;CCL2;PSMD4;PSMC5;E2F7;PSME4;WEE1;DCUN1D3;BRD7;DLG1;PSMD7;PSME3;PSMD11;PSMA8;FBXO5;PSMC2;TFDP3;CDK2AP2;PSMA2
regulation of RNA metabolic process (GO:0051252),0.5717740306083264,271.0,21,0.7222648432749161,600.0,21,0.04858459471940733,0.5432641045897365,17/21,RC3H1;RBM12B;PTBP2;MBNL3;PQBP1;AFF2;RASA1;GRSF1;FUS;MYOD1;IGF2BP3;NOVA2;NOVA1;BRDT;ZNF326;TNFRSF1B;FAM50A,0.2735562699761611,0.9999841444821818,18/21,RC3H1;RBM12B;PTBP2;MBNL3;PQBP1;AFF2;RASA1;FUS;PRX;MYOD1;IGF2BP3;NOVA2;NOVA1;BRDT;ZNF326;TNFRSF1B;FAM50A;RBM12
regulation of Ras protein signal transduction (GO:0046578),0.571272451441361,272.0,35,0.7229965153306807,595.0,35,0.03766930533304238,0.4633324555964213,27/35,RDX;KBTBD7;STAMBP;ARHGDIB;ARHGEF2;GABARAP;FGF10;NUP62;SYNGAP1;LRRC59;CADM4;EPS8L3;KIF14;OPHN1;STARD8;EPS8;SQSTM1;NOTCH2;EPS8L2;LZTR1;JAK2;SHOC2;SPRY1;FBP1;RAF1;NOTCH1;KBTBD6,0.08015068528349516,0.9999841444821818,31/35,KBTBD7;STAMBP;ARHGDIB;RASGEF1A;ARHGEF2;GABARAP;FGF10;NUP62;SPRY2;SYNGAP1;LRRC59;CADM4;EPS8L3;KIF14;OPHN1;EPO;EPS8;SQSTM1;SPRY4;DENND4B;NOTCH2;EPS8L2;NGF;JAK2;SHOC2;MMD2;SPRY1;FBP1;RAF1;NOTCH1;KBTBD6
cellular response to calcium ion (GO:0071277),0.5708784424128198,273.0,37,0.8477438566781665,177.0,37,0.09904513010029876,0.6943422851072758,27/37,KCNH1;SYT7;BRAF;CPNE2;WNT5A;PPIF;CRHBP;SYT1;AKR1C3;SYT2;GUCA1A;SYT4;RYR3;CPNE7;SYT10;CPNE4;CPNE5;CAMK2D;CPNE9;SYT13;SLC25A24;IQGAP1;ITPKB;GPLD1;SYT17;PLCG2;PRKAA1,0.13187135974537956,0.9999841444821818,32/37,KCNH1;SYT7;LGMN;BRAF;CPNE2;WNT5A;PPIF;MCOLN1;CRHBP;SYT8;AKR1C3;ALOX15;SYT2;SYT4;SYT3;RYR3;CPNE7;SYT10;CPNE4;CPNE5;CPNE9;CAMK2D;NLGN1;LCE1D;SYT13;SLC25A24;IQGAP1;GPLD1;SYT17;PLCG2;DPEP1;GUCA1A
negative regulation of G2/M transition of mitotic cell cycle (GO:0010972),0.5707874622478536,274.0,34,0.5642627090559662,1250.0,34,0.17864560396127607,0.9288434365410292,24/34,RBX1;PSMD2;CHFR;PSMD6;PSMB3;PSMD8;PSMB4;PSMA4;PSMB10;PSMC3;PSMD4;ZFYVE19;PSMC5;PSME4;PSMB8;CHEK1;PSMA5;PSMD7;AVEN;PSMD11;AURKB;VPS4A;PSMD14;PSMA2,0.9960023734336186,0.9999841444821818,20/34,PSMD2;CHFR;PSMD6;PSMB3;PSMD8;PSMB4;PSMC3;PSMD4;ZFYVE19;PSMC5;PSME4;CHEK1;PSMD7;PSMD11;PSME3;PSMA8;AURKB;PSMC2;VPS4A;PSMA2
response to ketone (GO:1901654),0.570685583566941,275.0,15,0.851781223412247,163.0,15,0.4480691662850669,0.9998690134726378,10/15,SLIT2;CCL19;CCR7;CATSPER4;CATSPER3;HSD3B2;CATSPER1;SLIT3;CATSPER2;TGFBR3,0.7677339708401556,0.9999841444821818,11/15,SLIT2;CCL19;CCR7;CSN1S1;CATSPER4;CATSPER3;HSD3B2;SLIT3;CATSPER2;TGFBR3;NKX3-1
protein autophosphorylation (GO:0046777),0.56965435533133,276.0,55,0.7851981566303375,351.0,55,0.5356235576921555,0.9998690134726378,34/55,MYLK2;ATR;RIPK3;MAP3K12;ALK;NEK6;HCK;CAD;CAMK4;TAOK1;TEK;PASK;FES;STK33;EPHB4;MELK;FGFR2;STK17B;CSF1R;MAP2K2;CAMK2D;RIPK1;JAK2;AURKB;RIOK2;EPHB3;ULK2;PIM3;INSRR;TNK1;DAPK2;PRKX;CDKL5;EPHA1,0.9081462594849803,0.9999841444821818,39/55,MYLK2;EIF2AK2;ATR;ERN1;RIPK3;MAP3K12;ALK;EPHB1;NEK6;PRKD1;HCK;CAD;CAMK4;TAOK1;TEK;LMTK2;GRK1;FES;DAPK3;STK33;EPHB4;FGFR2;MELK;CSF1R;MAP2K2;CAMK2D;MYO3A;JAK2;AURKB;RIOK2;EPHB3;ULK2;PIM3;INSRR;PTK6;TNK1;DAPK2;PRKX;CDKL5
positive regulation of insulin secretion (GO:0032024),0.5694630722288121,277.0,24,0.8168436744267192,255.0,24,0.23297027304252596,0.9962206661546672,17/24,ACSL4;BAIAP3;BLK;MYRIP;SLC30A8;DOC2B;TRPM4;RBP4;GPLD1;BAD;NLGN2;GHRL;C2CD2L;AACS;TRH;HLA-DRB1;GCK,0.8500257513314633,0.9999841444821818,17/24,BAIAP3;BLK;DOC2B;SLC30A8;TRPM4;C2CD2L;RBP4;GPLD1;GCG;ISL1;NLGN2;GHRL;CFTR;AACS;TRH;HLA-DRB1;GCK
amino acid transmembrane transport (GO:0003333),0.5685294522320959,278.0,17,0.7761935802587816,386.0,17,0.6855334823201606,0.9998690134726378,10/17,SLC1A6;SLC16A2;SLC22A2;SLC22A4;SLC7A10;SLC25A22;SFXN2;SLC36A3;SLC6A13;SLC38A5,0.6711844543957968,0.9999841444821818,13/17,SLC1A6;SLC16A2;SLC22A2;SLC7A8;SLC22A4;SLC38A6;SLC7A10;SFXN2;SLC36A3;SLC6A13;SLC36A1;SLC25A18;SLC38A5
regulation of small GTPase mediated signal transduction (GO:0051056),0.567319349178566,279.0,47,0.8467432767487408,178.0,47,0.3156057445752531,0.9998690134726378,31/47,GMIP;A2M;ARHGAP21;ARHGDIB;ARHGEF2;ARHGAP28;NUP62;ARHGAP12;ARHGAP22;RHOV;PREX1;OPHN1;ARHGEF16;STARD8;ARHGAP18;SRGAP1;RHOD;SLIT2;SQSTM1;RHOH;TIAM2;DEPDC1B;ARHGAP29;TAGAP;ARHGAP4;ARHGAP9;ABR;ARHGAP25;ARHGDIG;MYO9A;PLEKHG5,0.5066404224662975,0.9999841444821818,37/47,RASGRF2;GMIP;A2M;ARHGAP21;ARHGDIB;DEPDC7;ARHGEF2;ARHGAP28;NUP62;FGD2;ARHGAP12;CHN1;ARHGAP22;RHOV;PREX1;SOS1;OPHN1;ARHGEF16;NGEF;SRGAP1;ARHGAP18;SLIT2;SQSTM1;RAC3;RHOH;TIAM2;DEPDC1B;ARHGAP29;RELN;RHOT2;ARHGAP9;ABR;ARHGAP25;ARHGDIG;RHOG;MYO9A;PLEKHG5
positive regulation of mitochondrion organization (GO:0010822),0.5672862776218998,280.0,21,0.7034089231999544,705.0,21,0.4004658246447619,0.9998690134726378,14/21,MMP9;ZDHHC6;MOAP1;PYCARD;MLLT11;PPIF;ADCK1;HTRA2;DNM1L;CIDEB;PLD6;BOK;PDCD5;BAD,0.9225095965612073,0.9999841444821818,14/21,BAK1;MMP9;MLLT11;PPIF;ADCK1;SPIRE1;HTRA2;BNIP3;DNM1L;CIDEB;PLD6;BOK;PDCD5;DCN
neurotransmitter transport (GO:0006836),0.5667107643508336,281.0,31,0.825850675413183,234.0,31,0.09856320500084322,0.6943422851072758,23/31,GRM4;RIMS1;SLC18A2;SLC22A2;SLC28A2;SLC1A6;SLC1A7;SYT1;SLC5A7;SLC29A4;SLC6A3;SLC18A3;PPFIA2;ATP1A2;STXBP3;BRSK1;SLC17A7;SLC6A2;RAB3A;SLC6A16;APBA1;LIN7B;SNPH,0.7542040733759856,0.9999841444821818,23/31,GRM4;RIMS1;SLC18A2;SLC22A2;SLC32A1;SLC1A6;SLC1A7;SLC5A7;SLC29A4;SLC6A3;LIN7A;SLC18A3;SLC6A4;PPFIA2;ATP1A2;STXBP3;GAD2;SLC17A7;SLC6A2;SLC17A6;SLC6A16;PPFIA4;SNPH
double-strand break repair via nonhomologous end joining (GO:0006303),0.5653327942291904,282.0,25,0.713331694277901,644.0,25,0.48287779892439403,0.9998690134726378,16/25,BARD1;PAXIP1;UIMC1;RNF168;XRCC4;POLA1;POLQ;ERCC6;DCLRE1B;DCLRE1A;ERCC4;ZBTB7A;NSMCE2;PSMD14;PIAS4;NHEJ1,0.6782872710271458,0.9999841444821818,19/25,SMC5;RNF168;DCLRE1A;UBE2V2;NHEJ1;POLL;BARD1;UIMC1;ERCC6;ERCC4;ZBTB7A;PIAS4;XRCC4;POLA1;POLQ;NSMCE2;DNTT;TP53BP1;POLM
positive regulation of establishment of protein localization to mitochondrion (GO:1903749),0.5651924601254112,283.0,16,0.600906816467118,1148.0,16,0.7553811191332623,0.9998690134726378,9/16,PPP3CC;UBL4B;TFDP2;HTRA2;SREBF2;HSPA1L;YWHAH;E2F1;BAD,0.9526029739972971,0.9999841444821818,10/16,SFN;PPP3CC;SH3GLB1;PPP1R13B;TFDP2;HTRA2;SREBF2;YWHAH;E2F1;UBL4B
response to peptide hormone (GO:0043434),0.5644880958031585,284.0,27,0.8001455955527284,314.0,27,0.05697441220394978,0.576714583505478,21/27,ANXA1;GNAI1;TRIM16;IRS1;STAT6;LEP;CITED1;GHRHR;EIF2B5;TGFBR3;STAT2;REG1A;TSC1;PRLH;KHK;CYP11B2;REG1B;EIF2B2;EIF2B1;REG3A;CYP11A1,0.414526795110711,0.9999841444821818,22/27,ANXA1;ZBED3;GNAI1;IRS1;LEP;CITED1;REG3G;GHRHR;EIF2B5;TGFBR3;STAT2;REG1A;TSC1;PRLH;ZBTB7B;REG1B;EIF2B2;REG3A;EIF2B3;CYP11A1;EPM2AIP1;SIRT1
NIK/NF-kappaB signaling (GO:0038061),0.563503978583936,285.0,33,0.5726210995690697,1229.0,33,0.061825402430540806,0.5932607765143384,25/33,PSMD2;PSMD6;ZFP91;PSMB3;PSMD8;PSMB4;PSMA4;PSMB10;PSMC3;TRAF2;PSMD4;PSMC5;PSME4;COPS8;PSMB8;RELB;PSMA5;PSMD7;PSMD11;TLR3;MAP3K14;BIRC2;PSMD14;REL;PSMA2,0.8121803924027702,0.9999841444821818,24/33,PSMD2;PSMD6;ZFP91;PSMB3;PSMD8;PSMB4;PSMC3;TRAF2;PSMD4;TNFRSF10A;PSMC5;PSME4;COPS8;RELB;PSMD7;PSMD11;PSME3;PSMA8;TLR3;CARD10;PSMC2;BIRC2;REL;PSMA2
homophilic cell adhesion via plasma membrane adhesion molecules (GO:0007156),0.5624765224171869,286.0,21,0.9279681853083442,61.0,21,0.4004658246447619,0.9998690134726378,14/21,DSCAML1;VSTM2L;IGSF9;AMIGO2;CDH2;MYOT;OBSL1;CDH13;DSG2;KIRREL3;CEACAM6;PCDHB6;IGSF21;DSCAM,0.11847916055290905,0.9999841444821818,19/21,AMIGO1;IGSF9;KIRREL3;PLXNB3;CNTN6;CDH2;AMIGO2;MYOT;CDH13;FAT2;CEACAM6;PCDHB6;IGSF21;DSCAML1;VSTM2L;CDH17;DSG2;DSCAM;CDH4
activation of protein kinase activity (GO:0032147),0.5624141515796716,287.0,38,0.6546836802166887,945.0,38,0.35385178077898555,0.9998690134726378,25/38,PAK6;TPX2;ITGB1BP1;WNT5A;PILRB;RIPK3;CLSPN;INS;LEP;PHB2;ZFP91;KIF14;TAOK1;EMP2;ADRA2B;ADRA2C;TRAF2;COPS8;ADRB2;PRKAR2B;JAK2;TLR3;ADCY4;IL18;CHRNA3,0.8750364480050888,0.9999841444821818,27/38,PAK6;TPX2;WNT5A;PILRB;RIPK3;CLSPN;INS;LEP;ZFP91;KIF14;TAOK1;EMP2;TRAF2;ADRA2C;CALCA;TNFRSF10A;COPS8;ADRB2;JAK2;TLR3;CARD10;PRLR;ADCY4;IL18;STK3;PRKACG;CHRNA3
proteoglycan biosynthetic process (GO:0030166),0.5615597479966175,288.0,18,0.7416836865284481,507.0,18,0.2458383101375461,0.9962206661546672,13/18,B4GALT7;FOXL1;BMPR1B;CHST11;XYLT2;CHST12;EXT1;GAL3ST3;B3GALT6;CHST13;CHST9;B3GAT3;NDST3,0.8006652727316593,0.9999841444821818,13/18,B4GALT7;BMPR1B;CHST11;XYLT2;CHST12;EXT1;GLCE;GAL3ST3;B3GALT6;CHST13;CHST9;B3GAT3;NDST3
regulation of cell cycle (GO:0051726),0.5613969467704145,289.0,119,0.7779405313814117,379.0,119,0.15290549712876148,0.8454989677581546,79/119,BMP2;CITED2;FGF10;RNF40;USP51;GADD45A;PTPRK;CDC14A;PML;GADD45GIP1;RNF20;IQGAP1;FBXO5;CALR;HTRA2;THAP1;MAP2K6;LIN37;PNPT1;NEK6;BARD1;SIRT2;FZD9;SDCBP;MAP2K1;GATA6;CDC14B;APBB2;WDR6;FGFR2;TFAP4;GADD45G;INSM2;BIRC2;GBF1;SPATA22;LEP;ALOX15B;CDC123;FBXL8;KIF20B;PPP1R15A;GMNN;TP53INP1;BEX2;IRF1;BTG4;BOP1;NOTCH2;EVI2B;TSC1;MED25;CCNB2;FBXL3;SIPA1;TBRG4;IL12A;MYBL2;WDR12;CKS2;CCPG1;CDC26;RPRM;PPP2R3B;DLGAP5;RPS6KA2;MLXIPL;LILRB1;FOXE3;RAD23A;CHEK1;CDK7;HCFC1;LIN54;DTL;PIM3;TTLL12;NOTCH1;ZBTB17,0.4027576188807887,0.9999841444821818,94/119,CDKN2C;BMP2;LRP6;CITED2;HIPK2;FGF10;METTL3;ADAM10;RNF40;CDK5;GADD45A;ZNF703;CDC14A;PML;GADD45GIP1;DAPK3;RNF20;IQGAP1;FBXO5;CALR;HTRA2;PTK6;JUND;MAP2K6;ERN1;NEK6;NKX3-1;BARD1;SIRT2;FZD9;SDCBP;MAP2K1;GATA6;CDC14B;APBB2;WDR6;FGFR2;INHBA;TFAP4;GADD45G;SND1;INSM2;BIRC2;SIRT1;GBF1;SPATA22;LEP;ALOX15B;CDC123;FBXL8;KIF20B;PPP1R15A;GMNN;TP53INP1;BEX2;NUPR1;BTG4;BOP1;NOTCH2;EVI2B;TSC1;DCUN1D3;MED25;CCNB2;FBXL3;E4F1;PPP1R13B;IL12A;MYBL2;IFNW1;WDR12;CKS2;CCPG1;TGM1;CDC26;RPRM;PPP2R3B;DLGAP5;RPS6KA2;MLXIPL;LILRB1;FOXE3;CHEK1;PRCC;CDK7;HCFC1;LIN54;POU4F1;DTL;PIM3;ESX1;TTLL12;NOTCH1;ZBTB17
glycerophospholipid metabolic process (GO:0006650),0.5611440347898046,290.0,38,0.9126349166819406,68.0,38,0.039397444683587024,0.4759352022936897,29/38,GDPD3;GDPD1;PIGF;SERINC1;APOA5;APOA1;ABCA3;PIGV;PRDX6;PLA2G4A;CETP;ACP6;PLA2G2A;PLA2G7;PIGM;PIGZ;CPNE7;PIGC;CSF1R;PLEK;PLA2G1B;LCAT;DGKH;PNPLA3;GPLD1;ABHD6;PLA2G10;PIGP;PIGB,0.5104374570903529,0.9999841444821818,30/38,PIGF;PLCB3;SERINC1;APOA5;APOA1;ABCA3;PIGV;PRDX6;PLA2G4A;CETP;ACP6;PNPLA6;PLA2G2A;PLA2G7;PIGM;PIGZ;CPNE7;PIGC;CSF1R;PLEK;LCAT;ABHD3;DGKH;DPM2;GPLD1;ABHD6;PLA2G10;PIGP;PIGB;PIGN
regulation of transcription from RNA polymerase II promoter in response to hypoxia (GO:0061418),0.5610903349901615,291.0,35,0.6601282439170337,922.0,35,0.03766930533304238,0.4633324555964213,27/35,CUL2;RBX1;PSMD2;CITED2;NFE2L2;EGLN2;PSMD6;CA9;SIRT2;UBA52;NOTCH1;PSMB3;PSMD8;PSMB4;PSMA4;PSMB10;PSMC3;PSMD4;LIMD1;PSMC5;PSME4;PSMB8;PSMA5;PSMD7;PSMD11;PSMD14;PSMA2,0.9260767443054342,0.9999841444821818,24/35,PSMD2;CITED2;NFE2L2;EGLN2;PSMD6;CA9;SIRT2;UBA52;PSMB3;PSMD8;PSMB4;HIF1AN;PSMC3;EPO;PSMD4;PSMC5;PSME4;PSMD7;PSMD11;PSME3;PSMA8;PSMC2;NOTCH1;PSMA2
regulation of transcription from RNA polymerase II promoter in response to stress (GO:0043618),0.560875527635991,292.0,36,0.6570480168309039,934.0,36,0.06334482722891095,0.5962603185644997,27/36,CUL2;RBX1;PSMD2;NFE2L2;EGLN2;PSMD6;CA9;UBA52;PSMB3;PSMD8;PSMB4;DNAJB1;PSMA4;PSMB10;PSMC3;PSMD4;LIMD1;PSMC5;PSME4;PSMB8;CHEK1;PSMA5;PSMD7;PSMD11;DDIT3;PSMD14;PSMA2,0.9808715752304189,0.9999841444821818,23/36,PSMD2;NFE2L2;EGLN2;PSMD6;CA9;UBA52;PSMB3;PSMD8;PSMB4;DNAJB1;HIF1AN;PSMC3;EPO;PSMD4;PSMC5;PSME4;CHEK1;PSMD7;PSME3;PSMD11;PSMA8;PSMC2;PSMA2
negative regulation of cell cycle G2/M phase transition (GO:1902750),0.5605752950834569,293.0,28,0.5675306777512154,1241.0,28,0.18651663373484995,0.9288434365410292,20/28,RBX1;PSMD2;ATF5;PSMD6;PSMB3;PSMD8;PSMB4;PSMA4;PSMB10;PSMC3;PSMD4;PSMC5;PSME4;PSMB8;PSMA5;PSMD7;AVEN;PSMD11;PSMD14;PSMA2,0.9957649245648,0.9999841444821818,16/28,PSMD4;PSMD11;PSME3;PSMA8;PSMB3;PSMC5;PSMD8;PSMB4;PSME4;PSMA2;PSMC2;PSMD2;ATF5;PSMC3;PSMD7;PSMD6
"nucleotide-excision repair, DNA damage recognition (GO:0000715)",0.5603301436687498,294.0,15,0.5947483956553576,1165.0,15,0.4480691662850669,0.9998690134726378,10/15,DDB2;COPS7B;UBA52;CETN2;RBX1;COPS8;PARP1;COPS2;XPC;GPS1,0.9911891294381096,0.9999841444821818,8/15,DDB2;COPS7B;UBA52;COPS8;PARP1;COPS2;XPC;GPS1
Ras protein signal transduction (GO:0007265),0.5599266749727595,295.0,48,0.7364821570846027,537.0,48,0.27725397528383255,0.9998690134726378,32/48,USP8;FARP2;CDC42EP2;LIMK1;RAP2A;ARHGDIB;RASGRP3;RRAS2;CDH13;EPS8L3;NCKAP1;WAS;RGL2;RHOD;CDC42EP1;NGFR;EPS8;PLK2;RHOH;MAPK11;EPS8L2;SHC3;ARHGAP29;ARHGAP4;HACE1;ROPN1B;RIT2;TRIM28;SHOC2;ARHGDIG;CCNA2;PLEKHG5,0.33965505907005966,0.9999841444821818,39/48,USP8;FARP2;CDC42EP2;LIMK1;RAP2A;ARHGDIB;ERAS;PRKD1;RASGRP3;RRAS2;CDH13;NTN1;RAB42;EPS8L3;NCKAP1;WAS;SOS1;RGL2;CDC42EP5;CDC42EP1;NGFR;EPS8;PLK2;RHOH;MAPK11;EPS8L2;SHC3;ARHGAP29;GDI1;HACE1;TRIM28;SHOC2;BRAP;ARHGDIG;CTNNAL1;RHOG;CCNA2;PLEKHG5;CELSR1
embryonic organ morphogenesis (GO:0048562),0.5587124326624613,296.0,20,1.1558267702548048,2.0,20,0.1540603547793918,0.8454989677581546,15/20,RYR2;DSCAML1;MFAP5;HOXD4;HOXB9;FOXF1;NEUROD1;HOXD3;RBP4;FGFR2;HOXC9;TBX1;HOXA4;SIX2;MEGF8,0.04200153801456325,0.9999841444821818,19/20,RYR2;MFAP5;HOXD4;NEUROD1;HOXA4;HOXA9;HOXB9;SIX1;ALDH1A3;DSCAML1;HOXD3;FGFR2;HOXC9;TBX1;FBN2;RBP4;SIX2;RBPMS2;MEGF8
regulation of programmed cell death (GO:0043067),0.5586314079667072,297.0,67,0.6664179929655821,895.0,67,0.20069731085889042,0.9428592416391622,45/67,PERP;RIPK3;ALK;CRADD;ALPK2;HAX1;IRF3;CITED1;WFS1;NUP62;AMIGO2;POU4F2;SGK1;NLRC4;DNAJA3;WRN;AGT;TP53INP1;BEX2;RABGGTA;TRAF2;ZNF420;RTN4;IKZF3;PSMC5;RPS3;BCL3;ZBTB7A;CIDEB;TRIAP1;PLSCR3;LCMT1;DAXX;RIPK1;MARK4;FBXO11;JAK2;ACTN3;TP53I3;CALR;RAF1;DAPK2;BIRC2;MOAP1;TNFRSF10C,0.5649889976252324,0.9999841444821818,52/67,CXCL10;PPP1R13B;PERP;RIPK3;FBXO10;ALK;HAX1;IRF3;CITED1;WFS1;NUP62;AMIGO2;DCPS;CDK5;POU4F2;SGK1;MAGED1;GAS1;DNAJA3;WRN;ACTN2;TP53INP1;BEX2;RABGGTA;TRAF2;LGALS1;ZNF420;RTN4;IKZF3;PSMC5;TNFRSF10A;BCL3;DAPK3;ZBTB7A;CIDEB;TRIAP1;PLSCR3;LCMT1;DAXX;MARK4;FBXO11;JAK2;ACTN3;POU4F1;TP53I3;CALR;BNIP3;RAF1;DAPK2;BIRC2;SIRT1;TNFRSF10C
regulation of reactive oxygen species biosynthetic process (GO:1903426),0.5581667531884745,298.0,17,0.8560864817863306,153.0,17,0.4963763356484008,0.9998690134726378,11/17,CYBA;TRAP1;SNCA;INS;SLC18A2;ALOX5;PLCG2;ABCB7;SPHK2;SLC5A3;ABCD1,0.6711844543957968,0.9999841444821818,13/17,CYBA;TRAP1;SNCA;INS;SLC18A2;MMP8;SLC30A10;ABCB7;PLCG2;SPHK2;SLC5A3;SLC25A33;PAGE4
glutathione metabolic process (GO:0006749),0.5581636531359492,299.0,26,0.762493911635725,434.0,26,0.42158346083044984,0.9998690134726378,17/26,GSTZ1;GSTA3;GGCT;GSTA5;GSTA4;CTNS;CHAC2;GSTA2;GSTK1;G6PD;GSR;GLRX2;CHAC1;GSTM2;GSS;MMACHC;GCLM,0.637655931914124,0.9999841444821818,20/26,GSTZ1;CHAC2;GSTA2;GSR;GSS;GSTA3;GGCT;HAGH;GSTA4;MGST2;GCLM;ETHE1;CTNS;GSTM1;GSTP1;NAT8;G6PD;DPEP1;CHAC1;MMACHC
positive regulation of protein modification by small protein conjugation or removal (GO:1903322),0.5573292701550424,300.0,20,0.6750627819570292,856.0,20,0.1540603547793918,0.8454989677581546,15/20,PAXIP1;TANK;WFS1;PRICKLE1;TSPYL5;TBC1D7;SENP2;PIAS4;RWDD3;ZC3H12A;BIRC2;WDR48;DCUN1D1;DCUN1D5;DCUN1D4,0.5229101406486185,0.9999841444821818,16/20,TANK;WFS1;PRICKLE1;TSPYL5;TBC1D7;SENP2;PIAS4;RWDD3;ZC3H12A;STUB1;DCUN1D3;BIRC2;WDR48;DCUN1D1;DCUN1D5;DCUN1D4
glycolipid biosynthetic process (GO:0009247),0.5568574923587651,301.0,19,0.7317848984457208,559.0,19,0.3542955558684298,0.9998690134726378,13/19,PIGO;PIGV;GBGT1;DPM1;PIGM;PIGZ;PIGC;PIGF;B3GNT5;ST6GALNAC5;PIGP;PIGB;ST8SIA1,0.5717143630842458,0.9999841444821818,15/19,PIGO;PIGV;GBGT1;PIGM;ST3GAL4;PIGZ;PIGC;DPM2;PIGF;A4GALT;B3GNT5;PIGP;PIGB;ST8SIA1;PIGN
cellular response to alcohol (GO:0097306),0.5566390576270619,302.0,24,0.834911433880274,204.0,24,0.5467362801024676,0.9998690134726378,15/24,AHR;GRAMD1B;SMO;KLF9;GRAMD1A;AKR1C3;GNAI1;ADAM15;PTGER2;GOLPH3;GPLD1;SPHK2;GLRA2;BLM;TNFSF4,0.3469015456205035,0.9999841444821818,20/24,AHR;SMO;GNAI1;LRP6;MLC1;BLM;GRAMD1B;KLF9;CES1;GRAMD1A;AKR1C3;SPHK2;CFTR;ADAM15;GOLPH3;GLRA1;GPLD1;GLRA2;CYP7A1;TNFSF4
