set,Real_P,Real_FDR,Real_Overlap,Real_Genes,Syn_P,Syn_FDR,Syn_Overlap,Syn_Genes,Genes
hexose metabolic process (GO:0019318),0.015236020980121745,0.30025512773844354,18/21,FBP1;SLC35A2;PMM1;PMM2;DCXR;PGM1;SLC37A4;GHRL;ADPGK;KHK;GALK1;KCNJ11;TFAP2B;FPGT;ALDOC;FBP2;FUCA1;GALK2,0.1732352242294035,0.9999948639545445,10/21,FBP1;SLC35A2;DCXR;GALK1;GHRL;KHK;ADPGK;ALDOC;FUCA1;GALK2,21
double-strand break repair via homologous recombination (GO:0000724),0.01706863722604865,0.30025512773844354,30/38,RAD54B;GINS2;RPA4;FANCB;SFPQ;PALB2;ERCC5;POLQ;PSMD14;RECQL4;RPA1;RPA3;BLM;BRCA2;RMI1;SMC6;YY1;HUS1;PARP1;NSMCE2;ERCC4;WRN;REV3L;ZSWIM7;POLN;XRCC2;REC8;RECQL5;RAD51AP1;NSMCE1,0.04589380968117478,0.9583150390015904,19/38,RAD54B;GINS2;POLQ;RECQL4;RPA1;RPA2;RPA3;YY1;PARP1;NSMCE2;WRN;ZSWIM7;RAD52;POLN;XRCC2;REC8;RECQL5;RAD51AP1;RECQL,38
positive regulation of type I interferon production (GO:0032481),0.018530327321381882,0.31736117551683146,25/31,POLR2E;RIOK3;DHX58;PQBP1;IFIH1;GAPDH;POLR1C;TRIM56;DHX36;TLR3;POLR3G;STAT6;POLR2F;POLR3H;RNF135;POLR3K;IRF1;TLR8;POLR2H;IRF3;TLR2;POLR3D;TLR9;POLR3GL;POLR3E,0.7075293128869312,0.9999948639545445,10/31,POLR3C;DHX58;PQBP1;IRF3;POLR3H;TRIM56;POLR3D;POLR3K;IRF1;POLR3E,31
regulation of glycolytic process (GO:0006110),0.018530327321381882,0.31736117551683146,25/31,ZBTB7A;NUP35;NUP98;GAPDHS;NUP205;NUP54;SLC2A6;CBFA2T3;NUP37;ACTN3;MLXIPL;INS;NUP85;GCKR;PRKAG1;GCK;RAE1;NUP214;PRKAA1;NUP62;FBP1;NUP133;AAAS;PFKFB4;NUP107,0.4171592584571393,0.9999948639545445,12/31,NUP35;FBP1;NUP98;ACTN3;PGAM1;PRKAG1;PFKFB4;NUP205;MLXIPL;INS;PRKAA1;NUP85,31
RNA splicing (GO:0008380),0.02057808163804471,0.3314043995101765,27/34,SF3B4;SRPK1;SFPQ;USP39;PRPF6;PRPF18;PRPF4;MAGOH;NOVA1;RNF113B;PRPF3;SMNDC1;SNRPG;SNRPD3;SF3B2;DBR1;ZRSR2;DDX23;DHX16;SF3B1;ZCRB1;LSM1;DHX15;LSM6;FUS;DHX8;RNF113A,0.7069365845690242,0.9999948639545445,11/34,LSM6;NOVA1;WT1;SF3B4;DHX8;RNF113A;SRPK1;RNPC3;ZMAT5;USP39;DDX23,34
mitotic nuclear membrane reassembly (GO:0007084),0.021588130263795188,0.3314043995101765,17/20,NUP35;RCC1;NUP133;VPS4A;NUP98;REEP4;CCNB2;NUP37;CHMP6;LEMD2;NUP205;PPP2R2A;NUP107;EMD;NUP85;SIRT2;BANF1,0.25099827678295084,0.9999948639545445,9/20,NUP35;RANGAP1;NUP98;CHMP2A;CHMP6;NUP205;LEMD2;NUP85;BANF1,20
transcription elongation from RNA polymerase II promoter (GO:0006368),0.022044638548348764,0.3314043995101765,22/27,POLR2E;IWS1;EAF2;GTF2F1;GTF2H5;ELP4;POLR2J;SSRP1;POLR2F;CDC73;POLR2I;LEO1;POLR2H;POLR2G;CDK7;POLR2C;GTF2H1;ELOF1;CCNH;WDR61;GTF2H4;POLR2B,0.5035536987953448,0.9999948639545445,10/27,IWS1;ELOF1;POLR2J;LEO1;GTF2F1;CCNH;POLR2G;SSRP1;GTF2H4;POLR2B,27
positive regulation of DNA biosynthetic process (GO:2000573),0.021588130263795188,0.3314043995101765,17/20,HMBOX1;GREM1;RFC5;CCT4;DSCC1;AURKB;TNKS2;CCT2;POLG2;CCT7;ATR;KLF4;PNKP;DKC1;SMOC2;RFC2;NVL,0.021652829209167394,0.7863772648574545,12/20,HMBOX1;GREM1;RFC5;CCT4;DSCC1;AURKB;POLG2;CCT7;ATR;KLF4;DKC1;SMOC2,20
nucleic acid phosphodiester bond hydrolysis (GO:0090305),0.02057808163804471,0.3314043995101765,27/34,DNASE1L2;EDC4;CHD1L;HORMAD1;GTF2H5;ERCC5;RPA1;RPA3;PNRC2;ZC3H12A;UBA52;ENPP1;PARP1;DDB2;ERCC4;RFC5;RNASE6;TREX2;RBX1;DDX1;DNASE1L3;GTF2H1;REXO4;DCP1B;RFC2;GTF2H4;XRN2,0.2975203886181979,0.9999948639545445,14/34,RPA1;RPA2;RFC5;DNASE1L2;RPA3;TREX2;RBX1;PNRC2;ISG20;GTF2H4;CHD1L;ENPP1;PARP1;DNASE1L3,34
mitotic nuclear membrane organization (GO:0101024),0.021588130263795188,0.3314043995101765,17/20,NUP35;RCC1;NUP133;VPS4A;NUP98;REEP4;CCNB2;NUP37;CHMP6;LEMD2;NUP205;PPP2R2A;NUP107;EMD;NUP85;SIRT2;BANF1,0.25099827678295084,0.9999948639545445,9/20,NUP35;RANGAP1;NUP98;CHMP2A;CHMP6;NUP205;LEMD2;NUP85;BANF1,20
recombinational repair (GO:0000725),0.02057808163804471,0.3314043995101765,27/34,RAD54B;RPA4;SFPQ;PALB2;ERCC5;POLQ;PSMD14;RECQL4;RPA1;RPA3;BLM;RMI1;SMC6;YY1;HUS1;PARP1;NSMCE2;ERCC4;WRN;REV3L;ZSWIM7;POLN;XRCC2;NSMCE1;RECQL5;RAD51AP1;BRCA2,0.0573168163690615,0.9689671311789294,17/34,RPA1;RAD54B;RPA2;RECQL;RPA3;WRN;RECQL5;RAD51AP1;ZSWIM7;XRCC2;YY1;RAD52;POLN;PARP1;NSMCE2;POLQ;RECQL4,34
DNA integrity checkpoint signaling (GO:0031570),0.021588130263795188,0.3314043995101765,17/20,CLOCK;BRIP1;CLSPN;RPA4;CDC6;TIPRL;ERCC6;RAD1;CHEK1;ATR;DOT1L;HUS1;INTS7;E2F1;CDC5L;TIPIN;FBXO6,0.5999867179977203,0.9999948639545445,7/20,CLOCK;BRIP1;USP28;RAD1;ATR;CHEK1;TIPIN,20
nuclear membrane reassembly (GO:0031468),0.021588130263795188,0.3314043995101765,17/20,NUP35;RCC1;NUP133;VPS4A;NUP98;REEP4;CCNB2;NUP37;CHMP6;LEMD2;NUP205;PPP2R2A;NUP107;EMD;NUP85;SIRT2;BANF1,0.25099827678295084,0.9999948639545445,9/20,NUP35;RANGAP1;NUP98;CHMP2A;CHMP6;NUP205;LEMD2;NUP85;BANF1,20
regulation of mRNA stability (GO:0043488),0.02157101839705874,0.3314043995101765,38/50,PSMD7;PSMA5;PSMD8;RC3H1;FXR2;PSMD4;PSMD2;PSMD11;E2F1;DHX36;EXOSC5;PSMD14;ZFP36;IGF2BP3;EXOSC4;EXOSC9;PSMA2;UBA52;EXOSC1;EXOSC2;PSMB3;EIF4ENIF1;ZFP36L2;TBRG4;FASTKD3;FASTKD1;PSMC3;PSMB4;PSMB10;PSMC5;NUP214;PSMB8;FUS;EIF4G1;CARHSP1;PSME4;PSMD6;PSMA4,0.7423459715317224,0.9999948639545445,16/50,FTO;PSMD7;ZFP36;EXOSC2;ZFP36L2;PSMC2;TBRG4;EXOSC4;PSMC3;PSMB4;EXOSC9;FXR2;PSMC5;PSMD2;PSMA4;PSME4,50
regulation of cyclin-dependent protein serine/threonine kinase activity (GO:0000079),0.022044638548348764,0.3314043995101765,22/27,MAPRE3;CDC37;CCNI;TFAP4;CCNG1;CDK5RAP1;CCNE1;GADD45A;CCNE2;BLM;CDKN1C;CCNA2;GTPBP4;CCNB3;CDK7;DIRAS3;GTF2H1;HERC5;CDK5R1;CCNH;CDC6;CCNB2,0.12011483754770383,0.9999948639545445,13/27,MAPRE3;CCNA2;GTPBP4;HERC5;MYOCD;GADD45A;CDK5R1;CCNB3;CCNI;CCNH;CDKN2C;CCNG1;CCNE1,27
positive regulation of ATPase activity (GO:0032781),0.023895722836900533,0.3439458829609194,14/16,ATP1B2;DNAJB11;ATP2A1;RYR2;MYBPC3;FGF10;DNAJC9;DNAL4;MSH2;DYNLL2;DNAJB1;AHSA1;SSBP1;ATP1B3,0.32555730501338365,0.9999948639545445,7/16,ATP1B2;RYR2;MYBPC3;FGF10;DNAL4;DNAJB1;ATP1B3,16
protein import (GO:0017038),0.02388915534516809,0.3439458829609194,31/40,IPO13;PEX13;PEX3;GPIHBP1;RANBP17;PRICKLE1;PEX16;IPO8;NXT1;PHB2;SYK;TOMM22;NUP85;EIF4ENIF1;E2F3;ABCD1;GCKR;HEATR3;PXMP4;NUP214;PXMP2;NUP62;LAMP2;NXT2;NUP133;NUTF2;IPO11;IPO4;NUP107;PEX14;NUP62CL,0.890405143167788,0.9999948639545445,11/40,PRICKLE1;E2F3;PEX16;PEX3;PHB2;GPIHBP1;SYK;IPO4;PXMP2;NUP85;NUP62CL,40
tRNA methylation (GO:0030488),0.023895722836900533,0.3439458829609194,14/16,NSUN2;BCDIN3D;TARBP1;TRMT1;METTL6;WDR6;THUMPD2;DALRD3;LCMT2;MTO1;FTSJ1;TRMT12;NSUN6;GTPBP3,0.32555730501338365,0.9999948639545445,7/16,NSUN2;TRMT5;TARBP1;TRMT1;DALRD3;MTO1;NSUN6,16
substantia nigra development (GO:0021762),0.023895722836900533,0.3439458829609194,14/16,CASP5;G6PD;SUDS3;CCDC14;INA;MBP;COX6B1;RAD1;NDUFS3;SYNGR3;S100A1;YWHAH;BASP1;SIRT2,0.32555730501338365,0.9999948639545445,7/16,SUDS3;ZNF148;RAD1;NDUFS3;SYNGR3;S100A1;YWHAH,16
negative regulation of transcription by RNA polymerase II (GO:0000122),0.024885847257300312,0.3544268562013402,174/258,JDP2;PARP15;ZBTB7A;HMBOX1;DAB2;ZNF217;ANKRD33;GLIS1;CBX5;DLG1;ZNF608;TFAP2B;SAP30;E2F8;ZNF491;CNOT1;NKAP;GLIS3;DKK1;ZNF750;SREBF2;PCGF2;HOXA7;ZNF705D;IRF2BP1;ZNF785;VPS72;YEATS2;CDC73;PARP1;ZNF202;PURA;WWOX;SEMA4D;IKZF5;ZNF558;KLF4;ZNF684;PER1;HCFC2;THAP1;THAP7;EOMES;DNAJA3;CREM;ZNF568;SSX1;ZNF69;ZNF674;HCFC1;SMURF2;SIRT6;E2F1;ZNF366;NFIL3;MED25;LIN37;ZNF669;ZNF566;ZNF560;NR4A2;SFPQ;ETV5;HDAC1;PDE2A;SNAI2;MIER2;DDIT3;PRDM5;MXI1;SPDEF;EPC1;DDX20;SIN3B;PHF12;FGFR2;SDCBP;SMYD2;IL33;TBX2;ZNF746;NR0B2;SNAI1;MAGEA1;SIN3A;SCRT2;ZNF620;AURKB;CRYM;JAZF1;CBX8;LYAR;CTBP2;NR4A3;INSM2;SKIL;NFATC4;TGIF2;IRF8;DNAJB1;ZEB2;PRDM1;SOX18;MZF1;EZH1;SNCA;EDN1;MDFI;GLI3;NOTCH1;FNIP1;YY1;POU4F2;GATA1;MTA2;TRPS1;FHL2;ZNF124;MTA3;POU6F1;ZNF75A;SOX13;ERF;HESX1;MNT;GATA6;CBX6;CITED2;HAMP;THAP11;SUV39H1;KLF12;SNW1;ZNF281;ZNF263;WFS1;SOX14;FOXC2;ZNF350;ZFP36;SAP130;GADD45A;SUDS3;MYOZ1;DLX4;TAF7;CALR;PHF6;UBA52;GPS2;LEFTY1;DUSP26;HIVEP1;CDX2;MBD2;ZKSCAN3;PRDM12;E2F7;MOSPD1;GATAD2A;HSF1;ZNF556;SIRT2;SLA2;BMP2;FBP1;ZNF582;ZNF559;HEY1;EN1;ASCL1;FRK;MTF2;SRY,0.8532789693387294,0.9999948639545445,84/258,HMBOX1;WT1;GLIS1;SAP30;CNOT1;GLIS3;SREBF2;NR1H4;IRF2BP1;PARP1;TCFL5;WWOX;SEMA4D;GATAD2B;KLF4;HCFC2;THAP1;DNAJA3;CREM;ZNF674;E4F1;NFIL3;MED25;ZNF669;ZNF566;NR4A2;HDAC1;SP2;PDE2A;PRDM5;SIN3B;FGFR2;ZNF398;HDAC3;DPF2;GLIS2;ZNF224;ZNF620;AURKB;CTBP2;LYAR;NR4A3;DLL4;TGIF2;ZFPM1;DNAJB1;ZEB2;PRDM1;EZH1;SNCA;GLI3;YY1;TRPS1;ZNF180;POU6F1;FOXP2;SOX13;MNT;GATA6;SUV39H1;KLF12;SNW1;ZNF263;WFS1;NR2C2;ZNF350;ZFP36;SIRT1;GADD45A;SUDS3;ZNF148;PHF6;DUSP26;NR2E1;NR2F6;E2F7;HIC1;MOSPD1;ZNF556;SLA2;BMP2;FBP1;EN1;ASCL1,258
secondary alcohol metabolic process (GO:1902652),0.026044414269571957,0.36706346361177977,19/23,OSBPL1A;SULT2B1;EBP;IDH3B;FDX1;IDH3G;TSKU;CYP11B2;SQLE;LCAT;CYP11A1;SCAP;CH25H;NR0B2;OSBPL5;APOA1;CETP;APOA2;CLN6,0.7610291299009153,0.9999948639545445,7/23,CYP11B2;SQLE;LCAT;OSBPL1A;CETP;EBP;TSKU,23
response to ionizing radiation (GO:0010212),0.02980681047181565,0.39911386382850433,21/26,TOPBP1;MSH2;UIMC1;RAD1;EYA1;GADD45A;BLM;HUS1;COP1;XRCC4;ANXA1;PAXIP1;PRKAA1;TANK;INTS7;NHEJ1;CLOCK;TNKS1BP1;RAD51AP1;BRSK1;RNF168,0.1736691953024476,0.9999948639545445,12/26,CLOCK;DCUN1D3;SIRT1;GADD45A;USP28;TOPBP1;XRCC4;RAD51AP1;RAD1;INTS3;PRKAA1;TANK,26
DNA damage checkpoint signaling (GO:0000077),0.03038339096403248,0.39911386382850433,16/19,CLOCK;BRIP1;CLSPN;RPA4;TIPRL;ERCC6;RAD1;CHEK1;ATR;STK33;DOT1L;HUS1;INTS7;E2F1;CDC5L;FBXO6,0.5354382190110907,0.9999948639545445,7/19,CLOCK;BRIP1;USP28;RAD1;ATR;CHEK1;STK33,19
chromatin remodeling (GO:0006338),0.029110798034419523,0.39911386382850433,28/36,ZBTB7A;CHRAC1;ERCC6;PIH1D1;HDAC1;CHD1L;NUDT5;BAHD1;TAF6L;EZH1;SMARCD3;MBD2;MTA2;NPM3;ARID1B;HCFC2;DAXX;SRCAP;CHD4;SATB2;RUVBL2;SMARCA5;HCFC1;TOP1;BRDT;JARID2;SMARCAD1;ACTR5,0.09750360951098162,0.9999948639545445,17/36,EZH1;SIRT1;SATB2;SMARCAD1;GATAD2B;TOP1;ARID1B;DAXX;PIH1D1;HDAC1;CHD1L;HCFC2;MPND;SRCAP;SMARCD3;NUDT5;NPM3,36
nucleic acid metabolic process (GO:0090304),0.02980681047181565,0.39911386382850433,21/26,POLR2E;DNASE1L2;TOPBP1;GTF2F1;POLR2J;ATXN2;POLR2F;ENPP1;POLR2I;TREX2;WRN;DDX1;LSM1;POLR2H;POLR2G;KPNA2;POLR2C;DNASE1L3;RECQL5;XRN2;POLR2B,0.1736691953024476,0.9999948639545445,12/26,DNASE1L2;TREX2;WRN;TOPBP1;POLR2J;GTF2F1;RECQL5;POLR2G;ENPP1;POLR2B;DNASE1L3;DUSP11,26
tRNA processing (GO:0008033),0.02980681047181565,0.39911386382850433,21/26,POP7;FARS2;TRMT1;TRPT1;AARS2;RPP40;LCMT2;PTCD1;NSUN6;TRIT1;NSUN2;CSTF2;CDKAL1;DDX1;C9ORF64;C2ORF49;CPSF1;TSEN54;QTRT1;POP5;FTSJ1,0.041762670645306955,0.9583150390015904,14/26,TRIT1;NSUN2;POP7;RPP21;FARS2;TSEN54;TRMT1;TRPT1;QTRT1;RPP40;C9ORF64;PUS3;PTCD1;NSUN6,26
protein ADP-ribosylation (GO:0006471),0.03038339096403248,0.39911386382850433,16/19,PARP15;SIRT5;PARP12;ART4;PARP2;ART1;ZC3HAV1;ART5;TNKS2;PARP8;TIPARP;SIRT6;ARF4;PARP16;PARP1;SIRT2,0.1968035809436429,0.9999948639545445,9/19,SIRT5;SIRT1;ART4;PARP2;ART5;PARP8;ARF4;PARP16;PARP1,19
positive regulation of cell morphogenesis involved in differentiation (GO:0010770),0.03038339096403248,0.39911386382850433,16/19,LIMS2;CDKL5;MYOC;SS18L2;S100A10;IL1RAPL1;CDKL3;CALR;APOA1;OBSL1;TRIOBP;CSPG5;LIMS1;P4HB;MYADM;DOCK1,0.8594627288928258,0.9999948639545445,5/19,LIMS2;CDKL5;OBSL1;TRIOBP;CSPG5,19
positive regulation of developmental growth (GO:0048639),0.03294583712988568,0.4286126695839934,23/29,SYT4;CDKL5;GHRHR;TWF2;GHRH;GHSR;GHRL;ISLR2;RASAL1;ACTN3;SYT1;RIMS1;POU4F2;ZFYVE27;SEMA4D;PLAA;CPNE9;LIMK1;SYT2;SYT17;LEP;PPIB;CPNE5,0.3128520851722656,0.9999948639545445,12/29,SYT2;SYT4;CDKL5;SEMA4D;GHRL;PLAA;GHRHR;ACTN3;LEP;NGF;ZFYVE27;RUFY3,29
protein ubiquitination (GO:0016567),0.034514849860527885,0.4370370435762053,135/199,RAD18;PSMA5;RNF125;PEX13;RNF208;RNF26;C10ORF90;RNF152;UBE2R2;PSMD2;TRIM50;KBTBD8;PCNP;IRF2BP1;ASB2;PSMA2;CDC73;TRIM69;PSMC3;PSMB4;PSMC5;SPSB2;BARD1;PDZRN3;HERC5;RNF11;TRIM23;SMURF2;RNF168;PSME4;RRAGA;FBXO45;RNF40;RNF217;FBXO2;UBE4A;FBXW10;PSMD11;CUL2;RBBP6;CHFR;DDB2;TRIM43;PELI1;FBXO41;ABCB11;PSMB3;RNF126;FBXO31;TRIM63;FBXL2;PSMB10;FBXL8;BIRC2;ANAPC11;RNF111;PSMB8;UBE2U;UBE2T;THOP1;TNKS2;DTL;RNF7;CDC16;TRIM55;RNF43;FBXO6;CCDC22;FBXO28;PSMD7;KLHL9;PSMD8;TRIM34;RC3H1;FBXL5;FBXL13;HECW1;HACE1;TRIM74;FBXL14;PJA2;TRIML1;FBXO24;ASB11;CBLL1;WWP1;FBXO17;FBXO30;UBR2;DET1;FBXO22;RNF135;FBXW9;RBCK1;NFE2L2;TRPC4AP;RNF39;TRIM54;RNF103;UBE2E2;TRAF2;UBE2NL;RNF20;CDC23;MKRN3;PSMD6;FBXL20;TRIM60;LRSAM1;KLHL25;PSMD4;TPP2;PSMD14;TRIM39;UCHL3;UBA52;RNF146;LZTR1;RBX1;SIAH2;LEO1;FBXL3;TRIM17;UBE2D4;ARRDC4;KLHL2;GAN;WDR61;RNF139;RNF113A;ZNF598;PEX14;PSMA4;UBD;FBXO11,0.1489853032523009,0.9999948639545445,78/199,RAD18;RNF125;RNF208;UBE2R2;PSMD2;TRIM50;IRF2BP1;TRIM40;ASB2;KLHL20;TRIM69;CAND2;PSMC3;PSMB4;PSMC5;UBE2O;RNF186;PDZRN3;HERC5;RNF31;KCTD13;PPIL2;TRIM52;PSME4;STUB1;FBXO45;RNF217;FBXO2;CHFR;PELI1;ABCB11;FBXL2;BIRC2;ANAPC11;RNF111;MGRN1;UBE2T;UBE2L6;DTL;TRIM68;TRIM48;TRIM55;RNF43;ASB12;PSMD7;TRIM34;ZNRF2;TRIM74;PJA2;CBLL1;DET1;FBXO22;TRIM54;FBXO40;CNOT4;TRAF2;PELI3;UBE2NL;UBE2J1;CDC23;UBE2V2;TPP2;SPSB4;SIRT1;PSMC2;RNF25;UCHL3;RNF146;RBX1;BRAP;SIAH2;LEO1;TOPORS;RNF113A;ZNF598;PSMA4;UBD;FBXO11,199
lysosome localization (GO:0032418),0.03456242694948557,0.4370370435762053,13/15,PIK3CG;MAP6;MRGPRX2;RAB3A;S100A13;HPS6;TFEB;BLOC1S1;KIF5B;CHGA;PLEKHM2;RAB34;NR4A3,0.6617217408490095,0.9999948639545445,5/15,PIK3CG;MAP6;PLEKHM2;RAB34;NR4A3,15
regulation of nervous system development (GO:0051960),0.03456242694948557,0.4370370435762053,13/15,LGI4;NKX6-2;NPHP3;CX3CR1;TNFRSF1B;KIF14;HEYL;NSUN5;HES6;ASCL1;HEY1;GBX2;SIRT2,0.4504148948276363,0.9999948639545445,6/15,NPHP3;TNFRSF1B;HES7;HES6;ASCL1;KIF14,15
myelination (GO:0042552),0.03570695132686378,0.4473287513448768,18/22,EIF2B5;LGI4;CNTNAP1;ABCD1;MYOC;TPPP;EPB41L3;SBF2;MBP;MAL2;MPZ;EIF2B2;GPC1;CMTM8;PARD3;GAL3ST1;SIRT2;ACSBG1,0.7132958321756167,0.9999948639545445,7/22,CNTNAP1;TPPP;EIF2B2;CMTM8;PARD3;EPB41L3;MAL2,22
regulation of transcription from RNA polymerase II promoter in response to hypoxia (GO:0061418),0.03766930533304238,0.4633324555964213,27/35,PSMD7;PSMA5;PSMD8;CA9;PSMD4;PSMD2;PSMD11;EGLN2;PSMD14;CUL2;NOTCH1;PSMA2;UBA52;NFE2L2;PSMB3;RBX1;PSMC3;PSMB10;PSMB4;LIMD1;PSMC5;SIRT2;PSMB8;CITED2;PSME4;PSMD6;PSMA4,0.9198074397896434,0.9999948639545445,9/35,PSMD7;PSMC2;RBX1;PSMC3;PSMB4;PSMC5;PSMD2;PSMA4;PSME4,35
regulation of Ras protein signal transduction (GO:0046578),0.03766930533304238,0.4633324555964213,27/35,KBTBD6;KBTBD7;RAF1;SQSTM1;RDX;EPS8;GABARAP;FGF10;JAK2;SPRY1;NOTCH1;EPS8L2;KIF14;LZTR1;OPHN1;SHOC2;ARHGDIB;SYNGAP1;NOTCH2;LRRC59;NUP62;FBP1;ARHGEF2;STARD8;STAMBP;EPS8L3;CADM4,0.07566738840021334,0.9939609369464917,17/35,KBTBD6;FBP1;ARHGEF2;DENND4B;GABARAP;RASGEF1A;MMD2;FGF10;STAMBP;ARHGDIB;JAK2;SPRY1;EPS8L3;NOTCH2;LRRC59;KIF14;NGF,35
transcription-coupled nucleotide-excision repair (GO:0006283),0.039397444683587024,0.4759352022936897,29/38,POLR2E;ERCC6;COPS7B;GTF2H5;ERCC5;COPS2;RPA1;RPA3;POLR2J;AQR;POLR2F;UBA52;ERCC4;RFC5;GPS1;POLR2I;RBX1;POLR2H;COPS8;POLR2G;CDK7;POLR2C;ISY1;GTF2H1;LIG1;CCNH;RFC2;GTF2H4;POLR2B,0.6233727653264203,0.9999948639545445,13/38,RPA1;RPA2;RFC5;COPS5;RPA3;RBX1;POLR2J;CCNH;COPS8;POLR2G;COPS7B;GTF2H4;POLR2B,38
glycerophospholipid metabolic process (GO:0006650),0.039397444683587024,0.4759352022936897,29/38,ABHD6;PLA2G1B;GPLD1;PLA2G2A;ACP6;PNPLA3;PLA2G7;PIGM;APOA5;PIGF;PIGV;PIGC;DGKH;PRDX6;PIGB;PLA2G4A;PLA2G10;GDPD1;LCAT;GDPD3;SERINC1;CPNE7;PIGP;PIGZ;CSF1R;ABCA3;APOA1;CETP;PLEK,0.35812860677036523,0.9999948639545445,15/38,PIGM;PIGZ;APOA5;LCAT;PLA2G6;DPM2;CPNE7;PRDX6;SERINC1;GPLD1;PLA2G2A;CETP;PLA2G4A;ACP6;PLA2G7,38
cytoplasmic translation (GO:0002181),0.04002005878793452,0.47917822601836646,20/25,RPS12;RPS21;RPS23;ETF1;GSPT2;RPS20;RPS18;RPS3;RPL36;UBA52;RPS16;RPS9;RPL8;DRG1;DRG2;RPL22L1;ZC3H15;FTSJ1;RPL35A;RPL7,0.243430184211881,0.9999948639545445,11/25,RPS12;RPS21;RPS18;RPS3;RPL36;DRG2;RPS23;RPL22L1;ETF1;GSPT2;RPL8,25
phosphatidylinositol biosynthetic process (GO:0006661),0.04078434113402463,0.47983663960291595,31/41,SACM1L;DPM1;INPPL1;FIG4;MTMR7;INPP4A;RUFY1;PIK3C3;PIK3CG;PIGM;PIGF;PIP5K1B;PIGV;TPTE2;PIGC;PTPN13;PIGB;FAM126B;PI4K2B;PLCG2;MTMR3;PIK3C2A;PIGO;PLEKHA8;PIK3C2B;SLA2;PIGP;PIGZ;PITPNM3;ITPKB;PIK3R4,0.3708488511106263,0.9999948639545445,16/41,PIK3CG;PIGM;PIGZ;PIGO;DPM1;TPTE2;DPM2;INPPL1;PIK3C2B;PI4K2B;ITPKB;INPP4A;RUFY1;PLCG2;SLA2;MTMR3,41
ribonucleoprotein complex assembly (GO:0022618),0.04078434113402463,0.47983663960291595,31/41,ABT1;SNRPE;COIL;MRPS7;SRPK1;MCTS1;GEMIN6;USP39;SART1;PRPF6;CLNS1A;PRPF18;GEMIN5;SNRPD3;RPL10L;CDC73;RRS1;SNRPG;ZRSR2;DDX23;DDX20;DDX1;SF3B1;EIF4H;MDN1;TGS1;ISY1;RPS27L;PPAN;PWP2;BOP1,0.49812698530713057,0.9999948639545445,15/41,RPL3L;PPAN;SNRPE;EIF4H;SRPK1;GEMIN5;DDX23;MCTS1;DHX29;NLE1;GEMIN6;USP39;SART1;SF3A2;RRS1,41
nucleosome organization (GO:0034728),0.04244760634393811,0.4899102024274542,15/18,SRCAP;NAP1L2;NAP1L3;SMARCA5;LIN54;NFE2;CHAF1B;ZNHIT1;NAP1L4;ARID2;VPS72;BRDT;GRWD1;SMARCD3;DAXX,0.927424278603179,0.9999948639545445,4/18,DAXX;ZNHIT1;SMARCD3;SRCAP,18
regulation of cellular response to stress (GO:0080135),0.04272683214075358,0.4899102024274542,35/47,NUP35;NUP98;DNAJB1;NUP205;NUP54;RPA1;RPA3;NUP37;NUP85;IER3;CAMK2D;ABCD1;BAG1;ATR;CRYAB;HSF1;RAE1;NEK6;NUP214;NUP62;CORO2B;HSPH1;CHORDC1;NUP133;HSPB8;EIF4G1;ALOX5;AAAS;USP51;ING2;MBTPS2;NUP107;HSPA1L;CRHBP;PNPT1,0.39368703847425623,0.9999948639545445,18/47,RPA1;NUP35;RPA2;SIRT1;RPA3;NUP98;HSPH1;ING2;NUP85;ATR;DNAJB1;CRYAB;NUP205;DNAJB6;MBTPS2;CRHBP;CORO2B;IER3,47
positive regulation of DNA repair (GO:0045739),0.04244760634393811,0.4899102024274542,15/18,PRKCG;RPS3;TMEM161A;MGMT;EYA4;FGF10;ZCWPW1;SPIRE2;TRIM28;EYA1;UIMC1;ERCC6;RNF168;CEBPG;PARP1,0.467021896361906,0.9999948639545445,7/18,SIRT1;RPS3;FGF10;ZCWPW1;SPIRE1;EYA4;PARP1,18
regulation of primary metabolic process (GO:0080090),0.04381233339143491,0.49813518553454983,39/53,PRKAB1;PSMD7;PSMA5;PSMD8;NCOA6;PSMD4;PSMD2;PSMD11;PSMD14;SREBF2;TM6SF2;IDI1;FDFT1;CARM1;PSMA2;GPS2;INS;ABCA7;SMARCD3;SQLE;DHCR7;PSMB3;SIN3B;OAZ2;PSMC3;PSMB4;PSMB10;TGS1;GGPS1;PSMC5;PSMB8;PSME4;SIN3A;LACTB;NCOA2;FASN;ODC1;PSMD6;PSMA4,0.3075613341942041,0.9999948639545445,21/53,PRKAB1;PSMD7;NCOA6;PSMD2;SREBF2;PSMC2;FDFT1;PMVK;INS;ABCA7;SMARCD3;SQLE;DHCR7;SIN3B;PSMC3;PSMB4;HDAC3;MVK;PSMC5;PSME4;PSMA4,53
nuclear export (GO:0051168),0.04858459471940733,0.5432641045897365,17/21,MAGOH;NUP214;NUP62CL;NUTF2;CALR;THOC3;DHX38;THOC1;THOC2;RAE1;EGR2;RANBP17;EIF4A3;NUP62;XPO5;THOC6;THOC7,0.3093205661981114,0.9999948639545445,9/21,NUP62CL;THOC6;THOC3;THOC1;THOC2;U2AF1L4;TGFB1;POLDIP3;THOC5,21
