set,Real_P,Real_FDR,Real_Overlap,Real_Genes,Syn_P,Syn_FDR,Syn_Overlap,Syn_Genes,Genes
arachidonic acid metabolic process (GO:0019369),0.8266676594528091,0.9998690134726378,17/31,DAGLB;EPHX2;CYP1A1;ALOX5;PLA2G10;FAAH;CYP2J2;MGLL;DAGLA;AKR1C3;GPX4;PLA2G4A;CYP1B1;CBR1;ALOX15B;EPHX1;CYP2A6,0.5915646040130631,0.9999508177820171,21/31,CYP4Z1;ALOX12B;DAGLA;CYP1B1;CBR1;ALOX15B;CYP2A6;DAGLB;ALOXE3;AKR1C3;PLA2G4A;EPHX1;PLA2G10;CYP1A1;CYP2J2;EPHX2;GPX1;ALOX5;FAAH;MGLL;GPX4,31
autophagosome assembly (GO:0000045),0.539232196692058,0.9998690134726378,12/19,STX12;GABARAP;TP53INP1;UBQLN2;RB1CC1;WDR45;ATG9A;ATG16L1;ULK2;MAP1LC3C;PIK3C3;TP53INP2,0.09582063359544458,0.5612351396304611,16/19,ATG7;RAB23;STX12;ATG3;GABARAP;TP53INP1;UBQLN2;WDR45;ATG9A;TMEM41B;ATG16L1;ULK2;MAP1LC3C;RB1CC1;WIPI1;TP53INP2,19
autophagosome organization (GO:1905037),0.4224301077508194,0.9998690134726378,12/18,STX12;GABARAP;TP53INP1;UBQLN2;MAP1LC3C;WDR45;ATG9A;PIK3C3;ULK2;ATG16L1;RB1CC1;TP53INP2,0.04090562655475906,0.3714450518697249,16/18,RAB23;ATG7;STX12;GABARAP;ATG3;TP53INP1;UBQLN2;MAP1LC3C;WDR45;ATG9A;TMEM41B;ULK2;ATG16L1;RB1CC1;WIPI1;TP53INP2,18
autophagy of mitochondrion (GO:0000422),0.30470224267530366,0.9998690134726378,12/17,FUNDC1;SQSTM1;CISD2;CTSK;GABARAP;FUNDC2;WDR45;ATG9A;PHB2;ULK2;MAP1LC3C;RB1CC1,0.0013727720686021218,0.058111784119194716,17/17,FUNDC1;SQSTM1;CISD2;ATG7;CTSK;ATG3;GABARAP;BNIP3;FUNDC2;USP30;WDR45;ATG9A;PHB2;ULK2;MAP1LC3C;RB1CC1;WIPI1,17
antibacterial humoral response (GO:0019731),0.9950879042645119,0.9998690134726378,9/24,WFDC10A;RNASE6;WFDC2;SEMG1;PLA2G1B;DEFA1;DEFA4;CAMP;SEMG2,0.9928727966635852,0.9999508177820171,11/24,WFDC9;RNASE6;PLA2G6;WFDC2;PI3;DEFB1;SFTPD;ANG;DEFA4;CAMP;SEMG2,24
antigen processing and presentation of exogenous peptide antigen (GO:0002478),0.45750775230042634,0.9998690134726378,31/49,KIF4A;OSBPL1A;CTSF;AP1S3;DYNLL2;KIF26A;HLA-DRB3;ACTR1B;CLTA;KIF2C;SEC24A;KIF18A;AP2S1;HLA-DRB1;SPTBN2;LAG3;CLEC4A;KIF15;SH3GL2;KIF22;HLA-DOB;HLA-DRB4;SEC24C;DYNC1H1;HLA-DMB;KIF5A;KIFAP3;DCTN5;CAPZB;DCTN2;CENPE,0.710084580033566,0.9999508177820171,32/49,KIF4A;KLC2;AP1S1;AP1S3;DYNLL2;AP1M2;KIF26A;HLA-DRB3;CLTA;KIF2C;KIF18A;AP2S1;HLA-DRB1;SPTBN2;LAG3;CLEC4A;KIF15;SEC24B;SH3GL2;AP1B1;SEC24D;KIF22;HLA-DOB;SEC24C;DYNC1H1;HLA-DMB;KIF5A;KIFAP3;DCTN5;CAPZB;DCTN2;CENPE,49
antigen processing and presentation of exogenous peptide antigen via MHC class II (GO:0019886),0.5027099055321265,0.9998690134726378,30/48,KIF4A;OSBPL1A;CTSF;AP1S3;DYNLL2;KIF26A;HLA-DRB3;ACTR1B;CLTA;KIF2C;SEC24A;KIF18A;AP2S1;HLA-DRB1;SPTBN2;LAG3;KIF15;SH3GL2;KIF22;HLA-DOB;HLA-DRB4;SEC24C;DYNC1H1;HLA-DMB;KIF5A;KIFAP3;DCTN5;CAPZB;DCTN2;CENPE,0.7442883997978638,0.9999508177820171,31/48,KIF4A;KLC2;AP1S1;AP1S3;DYNLL2;AP1M2;KIF26A;HLA-DRB3;CLTA;KIF2C;KIF18A;AP2S1;HLA-DRB1;SPTBN2;LAG3;KIF15;SEC24B;SH3GL2;AP1B1;SEC24D;KIF22;HLA-DOB;SEC24C;DYNC1H1;HLA-DMB;KIF5A;KIFAP3;DCTN5;CAPZB;DCTN2;CENPE,48
antigen processing and presentation of peptide antigen via MHC class II (GO:0002495),0.5027099055321265,0.9998690134726378,30/48,KIF4A;OSBPL1A;CTSF;AP1S3;DYNLL2;KIF26A;HLA-DRB3;ACTR1B;CLTA;KIF2C;SEC24A;KIF18A;AP2S1;HLA-DRB1;SPTBN2;LAG3;KIF15;SH3GL2;KIF22;HLA-DOB;HLA-DRB4;SEC24C;DYNC1H1;HLA-DMB;KIF5A;KIFAP3;DCTN5;CAPZB;DCTN2;CENPE,0.7442883997978638,0.9999508177820171,31/48,KIF4A;KLC2;AP1S1;AP1S3;DYNLL2;AP1M2;KIF26A;HLA-DRB3;CLTA;KIF2C;KIF18A;AP2S1;HLA-DRB1;SPTBN2;LAG3;KIF15;SEC24B;SH3GL2;AP1B1;SEC24D;KIF22;HLA-DOB;SEC24C;DYNC1H1;HLA-DMB;KIF5A;KIFAP3;DCTN5;CAPZB;DCTN2;CENPE,48
antigen receptor-mediated signaling pathway (GO:0050851),0.3920624834016688,0.9998690134726378,49/77,WAS;PSMD7;CD276;PSMA5;PSMD8;RC3H1;BLNK;THY1;HHLA2;PSMD2;PSMD11;PSMD4;PSMD14;CD3G;EIF2B5;VTCN1;HLA-DRB3;ZC3H12A;BTNL2;SYK;PSMA2;RBCK1;PLCG2;LCP2;HLA-DRB1;TRAT1;LAT2;PSMB3;DENND1B;PSMC3;PSMB4;PSMB10;SPG21;NCK1;EIF2B1;PSMC5;HLA-DRB4;RFTN1;PSMB8;SLA2;CARD11;BLK;STOML2;BTK;EIF2B2;NCKAP1L;PSME4;PSMD6;PSMA4,0.149849212227761,0.7453896475888258,57/77,WAS;PSMD7;CD276;PSMA5;BTN1A1;PSMD8;RC3H1;BLNK;PSMB6;PSME3;PSMD2;HHLA2;CD4;NFAM1;PSMD4;PIK3CA;PSMD14;CD3G;EIF2B5;VTCN1;HLA-DRB3;ZC3H12A;SYK;CD38;PSMA2;SH2B2;RBCK1;PLCG2;PRAM1;LCP2;HLA-DRB1;TRAT1;LAT2;PSMB3;DENND1B;PSMC3;PSMB4;PSMB10;SPG21;EIF2B1;PSMC5;RFTN1;PSMB8;SLA2;CARD11;RNF31;PIK3CB;STOML2;PSMA8;IKBKG;BTK;EIF2B2;NCKAP1L;PSME2;PSME4;PSMD6;PSMA4,77
antimicrobial humoral immune response mediated by antimicrobial peptide (GO:0061844),0.9165908295612422,0.9998690134726378,18/35,MUC7;REG1B;REG3A;RNASE6;SEMG1;PF4;REG1A;PLA2G1B;PF4V1;PPBP;DEFB118;DEFA1;CXCL14;S100A7;GAPDH;DEFA4;CAMP;S100A9,0.999384725670599,0.9999508177820171,15/35,MUC7;RNASE6;PGLYRP1;PF4;DEFB1;PPBP;S100A12;CXCL14;PF4V1;S100A7;GAPDH;DEFA4;ANG;S100A9;CAMP,35
regulation of smooth muscle cell proliferation (GO:0048660),0.9858855160124715,0.9998690134726378,6/16,EDN1;IL12A;CDH13;CCL5;IL18;NR4A3,0.5887642871070058,0.9999508177820171,11/16,SERPINF2;EDN1;NOX1;APOD;IL12A;CCL5;IL18;TCF7L2;ANG;IL12B;NR4A3,16
regulation of smoothened signaling pathway (GO:0008589),0.8792341356851033,0.9998690134726378,13/25,KIF7;FGFR2;SMO;MEGF8;GLI3;TTC23;ACTRT1;KCTD21;GLI1;INTU;TUBD1;TULP3;RAB34,0.4203848948252815,0.9999508177820171,18/25,STK36;PTCH2;OTX2;KIF7;FGFR2;SMO;MEGF8;HHIP;GLI3;DCDC2;KCTD21;GLI1;GLIS2;INTU;EVC;TUBD1;TULP3;RAB34,25
regulation of sodium ion transmembrane transporter activity (GO:2000649),0.9270923065649072,0.9998690134726378,8/17,CAMK2D;FXYD7;NETO1;FXYD1;FXYD6;YWHAH;HECW1;SCN4B,0.8552761155775473,0.9999508177820171,10/17,FGF14;FXYD3;FXYD7;NETO1;FXYD1;SCN1B;FXYD6;YWHAH;HECW1;DMD,17
regulation of stress-activated MAPK cascade (GO:0032872),0.8832652025569516,0.9998690134726378,8/16,NOD2;MAP2K2;GREM1;TGFBR3;PER1;MAP2K1;RAP2A;TAOK1,0.7714790761618516,0.9999508177820171,10/16,NOD2;MAP2K2;GREM1;COPS5;EIF2AK2;TGFBR3;PER1;MAP2K1;GSTP1;TAOK1,16
regulation of striated muscle contraction (GO:0006942),0.9233800854418452,0.9998690134726378,7/15,GJA5;MYL2;SCN10A;RYR2;MYBPC3;ATP1A2;ASB3,0.657282333002573,0.9999508177820171,10/15,GJA5;MYL2;NKX2-5;SCN10A;RYR2;MYBPC3;ATP1A2;C12ORF57;DMD;ASB3,15
regulation of release of sequestered calcium ion into cytosol (GO:0051279),0.8272096312893047,0.9998690134726378,13/24,CAMK2D;JPH1;SNCA;F2RL3;JPH3;JSRP1;GSTM2;CASQ1;THY1;CASQ2;HRC;UBASH3B;CLIC2,0.8875177221489281,0.9999508177820171,14/24,NPSR1;JPH1;SNCA;F2RL3;JPH3;JSRP1;GSTM2;CASQ1;DRD1;CASQ2;HRC;DMD;UBASH3B;CLIC2,24
regulation of response to DNA damage stimulus (GO:2001020),0.3723519225481612,0.9998690134726378,11/16,FBXO5;PARG;FEM1B;WDR76;SMYD2;USP51;ING2;FXR2;POLH;IER3;NSMCE1,0.3780526645888932,0.9999508177820171,12/16,RPA2;FBXO5;PARG;UBE2V2;WDR76;SMYD2;ING2;FXR2;POLH;IER3;ETAA1;NSMCE1,16
regulation of response to external stimulus (GO:0032101),0.9225166107945719,0.9998690134726378,28/53,GUCA1A;DHX58;P2RY12;GUCA1C;SELE;LRRC19;DAGLB;GRN;JAK2;RNF135;IL20;WNT5A;IRF1;HCK;NOD2;CASP5;SETD6;PDE6G;BIRC2;ANXA1;BST1;HERC5;TNFSF4;GATA6;ALOX5;MGLL;GUCY2F;ZMPSTE24,0.9696876562255182,0.9999508177820171,30/53,GUCA1A;DHX58;P2RY12;SELE;GUCY2D;DAGLB;APPL2;JAK2;RNF135;GP1BA;CMA1;IRF1;WNT5A;HCK;NOD2;CASP5;SETD6;PDE6G;BIRC2;ANXA1;BST1;ACE2;FNTA;HERC5;TNFSF4;GATA6;ALOX5;MGLL;NLRP6;NR1D2,53
regulation of signal transduction (GO:0009966),0.68325343906175,0.9998690134726378,47/79,CDKN2AIP;RGS2;TMEM108;ITGB1BP1;TCF7L1;GLRX2;SREBF2;FOXL1;RGS6;DOK5;UGCG;KIF26A;POFUT1;AKR1C3;FRMPD1;OVOL2;GLI1;IGFBP6;TULP3;DYNLT1;DTNBP1;DGKQ;FGFR2;GDF5;IGFBPL1;IGFBP2;NCK1;ACTRT1;TIMP1;INTU;UBASH3B;BST1;NUP62;KCTD8;ADCYAP1;IGFBP7;MGLL;GPHB5;USP20;TSPAN12;CD24;KAZALD1;GRK6;SENP2;LFNG;HOMER1;SNW1,0.8915998032976947,0.9999508177820171,49/79,SEMA5A;CDKN2AIP;RGS2;TMEM108;TCF7L1;GLRX2;PTK6;SIRT1;IGFBP4;DOK5;UGCG;KIF26A;POFUT1;AKR1C3;FRMPD1;GLI1;IGFBP6;DHRS3;TULP3;HHIP;OTX2;DTNBP1;BRAP;DGKQ;FGFR2;IRAK2;IGFBPL1;IGFBP2;TIMP1;INTU;UBASH3B;BST1;NUP62;KCTD8;ADCYAP1;PTPN1;MGLL;GPHB5;DCDC2;USP20;TSPAN12;KAZALD1;TGFB1;GRK6;SENP2;LFNG;HOMER1;SNW1;LLGL1,79
regulation of small GTPase mediated signal transduction (GO:0051056),0.3156057445752531,0.9998690134726378,31/47,ARHGAP29;SQSTM1;RHOV;ABR;MYO9A;ARHGAP18;PLEKHG5;ARHGAP25;DEPDC1B;RHOH;ARHGAP28;ARHGAP22;TIAM2;GMIP;ARHGAP4;A2M;PREX1;ARHGAP12;TAGAP;OPHN1;ARHGDIB;ARHGDIG;NUP62;ARHGEF16;ARHGAP9;ARHGEF2;STARD8;SRGAP1;RHOD;SLIT2;ARHGAP21,0.3142251120229462,0.9553526893443981,34/47,ARHGAP29;SQSTM1;RHOV;ABR;MYO9A;ARHGAP18;PLEKHG5;ARHGAP25;DEPDC1B;RHOH;ARHGAP28;ARHGAP22;TIAM2;ARHGAP6;GMIP;A2M;PREX1;ARHGAP12;TAGAP;ARHGAP8;OPHN1;ARHGDIB;TRIP10;NGEF;ARHGDIG;NUP62;ARHGEF16;ARHGAP9;ARHGEF2;STARD8;FGD2;SRGAP1;SLIT2;ARHGAP21,47
regulation of protein ubiquitination (GO:0031396),0.5467362801024676,0.9998690134726378,15/24,PRKCG;SQSTM1;GTPBP4;RPS3;PRICKLE1;VPS28;DCUN1D1;WFS1;TBC1D7;NXN;BIRC2;SENP2;PAXIP1;TSPYL5;DAXX,0.3059512168858523,0.9503642327610818,18/24,STUB1;PRKCG;SQSTM1;IVNS1ABP;GTPBP4;PRICKLE1;RPS3;VPS28;DCUN1D1;WFS1;TBC1D7;NXN;BAG2;BIRC2;SENP2;PAXIP1;DAXX;GSK3A,24
regulation of protein-containing complex assembly (GO:0043254),0.7848429052116492,0.9998690134726378,25/44,RAF1;TPPP;FAF1;TRAF3IP1;RIOK3;IAPP;PIH1D1;CDC42EP2;LCMT1;RPS3;FNIP1;MMP1;SYK;NAPA;HCK;FARP2;CRYAB;HSF1;TRAF2;TCL1A;SVIP;TFRC;HCFC1;HJURP;SORL1,0.06313887189464185,0.4881536781340024,35/44,RAF1;OPRD1;TPPP;FAF1;RIOK3;IAPP;PIH1D1;NAPB;CDC42EP2;LCMT1;RPS3;TFIP11;ISL1;MMP1;SYK;CLEC7A;HCK;PREB;CDH5;FARP2;BAK1;SH3GLB1;CRYAB;HSF1;SOST;TRAF2;TCL1A;SVIP;EIF2AK2;TFRC;HCFC1;HJURP;HDAC6;TGFB1;SORL1,44
regulation of proteolysis (GO:0030162),0.8985878630639262,0.9998690134726378,10/20,BAD;TM4SF20;PERP;TBC1D10A;RNF139;SERPINE2;SERPINB4;INS;ASPH;CLN6,0.33846730933421293,0.9785176699341669,15/20,STUB1;HDAC2;BAD;CSTB;TM4SF20;PERP;BAK1;SERPINB3;HDAC6;SERPINE2;ASPH;SERPINB4;TBC1D10A;INS;CLN6,20
regulation of reactive oxygen species biosynthetic process (GO:1903426),0.4963763356484008,0.9998690134726378,11/17,SNCA;ABCD1;CYBA;ALOX5;TRAP1;SLC5A3;INS;PLCG2;SLC18A2;SPHK2;ABCB7,0.3184508964481327,0.9553526893443981,13/17,SLC18A2;SNCA;ABCD1;SLC30A10;CYBA;ALOX5;TRAP1;SLC5A3;INS;PLCG2;SLC25A33;SPHK2;ABCB7,17
regulation of receptor signaling pathway via JAK-STAT (GO:0046425),0.8470628227990344,0.9998690134726378,10/19,BCL3;IL10RB;NOTCH1;JAK2;OCIAD1;CCL5;LEP;DOT1L;CYP1B1;CSH2,0.5885691489426472,0.9999508177820171,13/19,EGF;BCL3;IL10RB;NOTCH1;JAK2;IL10;CCL5;OCIAD1;LEP;DOT1L;CYP1B1;CSH2;NLK,19
regulation of protein localization to nucleus (GO:1900180),0.9270923065649072,0.9998690134726378,8/17,TFRC;PYHIN1;PIN1;INS;NGFR;NVL;BYSL;SIN3A,0.7128211485708646,0.9999508177820171,11/17,EIF2AK3;TFRC;TRIM40;PYHIN1;PIN1;TGFB1;INS;NGFR;NVL;BYSL;SIN3A,17
regulation of protein localization to plasma membrane (GO:1903076),0.38463026091753955,0.9998690134726378,21/32,DAB2;SQSTM1;DLG1;ABI3;KIF5B;MMP14;AKAP5;INS;TMEM59;VPS4A;STX8;CNPY4;EPHA2;PLS1;ARHGEF16;MRAP;STX3;STX7;STAC2;VAMP8;RSC1A1,0.25469431534333586,0.8790852261722791,24/32,DAB2;SQSTM1;DLG1;ZDHHC8;ABI3;STAC3;MMP14;AKAP5;EPHA3;INS;TMEM59;VPS4A;STX8;CNPY4;EPHA2;PLS1;ARHGEF16;SORBS1;MRAP;STX3;STX7;TGFB1;STAC2;VAMP8,32
regulation of protein metabolic process (GO:0051246),0.819323160845107,0.9998690134726378,8/15,FAM83D;FAF1;WFS1;CHMP6;KLF4;SERPINB4;ODC1;ABCA7,0.44390004662580335,0.9999508177820171,11/15,FAM83D;FAF1;TMEM9;WFS1;KLF4;CNDP1;SERPINB4;ODC1;PM20D2;ABCA7;IL17F,15
regulation of protein modification process (GO:0031399),0.4963763356484008,0.9998690134726378,11/17,ABCA2;PARG;ASPSCR1;PML;FNIP1;STAT2;PIN1;ROPN1B;PPIB;CADM4;ROPN1,0.7128211485708646,0.9999508177820171,11/17,FER;ATG7;ABCA2;PARG;ASPSCR1;CDH5;STAT2;PIN1;NDUFS4;PPIB;CADM4,17
regulation of protein phosphorylation (GO:0001932),0.6215778601714032,0.9998690134726378,55/91,DAB2;RAP2A;FBLN1;PPP2R5B;TBX1;FGF22;FKBP8;RARRES2;TRAF3IP1;FXR2;PPP1R15B;RB1CC1;ERP29;FGF10;PTPN13;ZC3H12A;FNIP1;PIN1;TEK;PIP5KL1;MYADM;CDK2AP1;HLA-DRB1;XDH;PROM2;ODAM;SEMA4D;SH3GL2;SLIT2;FGF6;TERF2IP;C9ORF72;BST1;LEPR;TTN;DAXX;BMP2;CSF1R;PPP2R5E;PML;TFRC;RIPK1;FGF3;STAT2;MMP9;AKAP8L;LEP;MARCO;HRC;FGF17;ROPN1;AKAP8;CADM4;ROPN1B;PPIL4,0.7719034493126166,0.9999508177820171,59/91,DAB2;FBLN1;PPP2R5B;TBX1;FGF22;FKBP8;RARRES2;FGF21;FXR2;PPP1R15B;RB1CC1;CD4;WNT3A;ERP29;SIRT1;EPHA7;FGF10;PTPN13;ZC3H12A;TEK;PIN1;NDUFS4;PIP5KL1;FGF8;CSNK1D;CDK2AP1;HLA-DRB1;XDH;FER;PROM2;EIF2AK3;ODAM;SEMA4D;CDH5;SH3GL2;SLIT2;FGF23;IL1B;TERF2IP;C9ORF72;BST1;LEPR;FGF4;DAXX;CSF1R;PPP2R5E;TFRC;RIPK1;FGF3;STAT2;MMP9;AKAP8L;LEP;MARCO;TGFB1;HRC;FGF17;AKAP8;CADM4,91
regulation of protein processing (GO:0070613),0.6535030616595017,0.9998690134726378,9/15,SNX12;CHAC1;RNF139;CCBE1;SERPINE2;ASTL;TMEM59;NLRC4;ADAM8,0.8254667305145048,0.9999508177820171,9/15,SNX12;CHAC1;RHBDD1;BAG2;CCBE1;SERPINE2;ASTL;TMEM59;NLRC4,15
regulation of protein secretion (GO:0050708),0.9965384517794631,0.9998690134726378,26/58,ITPR3;SYT7;MTNR1B;PLA2G1B;TFAP2B;CCL5;KCNG2;GOLPH3;ERP29;NEUROD1;KCNJ11;INS;ADRA2C;IL12A;GCK;DNM1L;TTN;DPP4;EXPH5;CLOCK;RHBDF1;STXBP5;ALOX5;ARFIP1;ADAM8;GIP,0.9850764436785693,0.9999508177820171,32/58,ITPR3;SYT7;SERGEF;RHBDF2;TFAP2B;CCL5;KCNG2;GOLPH3;ERP29;NEUROD1;KCNJ11;INS;BMP6;ADRA2C;IL12A;GCK;ANG;IL1B;DNM1L;DPP4;EXPH5;CLOCK;GLP1R;RHBDF1;STXBP5;ALOX5;SLC2A1;TGFB1;ARFIP1;IL12B;LLGL1;GIP,58
response to alcohol (GO:0097305),0.7553811191332623,0.9998690134726378,9/16,ADH7;ABCA2;GRIN3A;CCL19;CCR7;SLIT3;HSD3B2;TGFBR3;SLIT2,0.7714790761618516,0.9999508177820171,10/16,ABCA2;CCL21;GRIN3A;CCL19;CCR7;SLIT3;HSD3B2;TGFBR3;TGFB1;SLIT2,16
response to amino acid starvation (GO:1990928),0.6407120391452377,0.9998690134726378,18/30,ATP6V1D;KPTN;ATP6V0E2;RRAGD;WDR24;ATP6V1G3;TFEB;ATP6V1G2;MAP3K5;ATP6V1B2;DEPDC5;SESN3;ATP6V0D1;RNF152;TCIRG1;ATP6V1E1;ATP6V1B1;RRAGA,0.77069378924657,0.9999508177820171,19/30,KPTN;ATP6V0E2;RNF152;ATP6V1E1;ATP6V1G1;TFEB;ATP6V1B1;ATP6V1D;EIF2AK4;EIF2AK3;ATP6V1G2;SH3GLB1;ATP6V1B2;ATP6V0D1;WDR24;ATP6V1G3;ATP6V1F;EIF2AK2;MAP3K5,30
response to amyloid-beta (GO:1904645),0.9558133322002907,0.9998690134726378,8/18,ITGA4;MMP13;ATP1A3;ICAM1;SNX6;ADRB2;MMP9;NGFR,0.912430163470734,0.9999508177820171,10/18,ITGA4;MMP13;ATP1A3;ICAM1;SNX6;ADRB2;MMP9;CALCR;NGFR;CACNA1B,18
response to cAMP (GO:0051591),0.776728396575326,0.9998690134726378,10/18,CITED1;DGKQ;SLC5A5;HCN3;DUOX1;VGF;AQP9;PDE2A;AHR;CRHBP,0.4560130652157797,0.9999508177820171,13/18,CITED1;WT1;DGKQ;SLC5A5;HCN3;DUOX1;NDUFS4;VGF;AQP9;PDE2A;AHR;AQP8;CRHBP,18
response to cytokine (GO:0034097),0.8581972850470097,0.9998690134726378,31/56,REL;RELB;FOXH1;SELE;NFAT5;SIGIRR;TRIM56;IL23R;TIMP4;HCLS1;SNCA;CRNN;TIMP3;PTPN5;HAX1;PTPN13;JAK2;ITIH4;POU4F2;LAMP3;IKBKE;TIMP1;ANXA1;CYP27B1;CITED1;CSF1R;PML;IL1RAPL1;RIPK1;CCR7;UBD,0.8436666491445237,0.9999508177820171,35/56,RELB;FOXH1;SELE;NFAT5;SIGIRR;IL23R;TIMP4;HCLS1;SNCA;CRNN;TIMP3;TIMP2;PTPN5;HAX1;PTPN13;JAK2;KLHL20;ITIH4;POU4F2;LAMP3;IKBKE;ADAM10;IRAK2;TIMP1;ANXA1;CYP27B1;IL1B;CITED1;CSF1R;EIF2AK2;IL1RAPL1;RIPK1;CCR7;UBD;CD274,56
response to dsRNA (GO:0043331),0.998306869717313,0.9998690134726378,5/17,TLR3;IFNA8;RIOK3;RFTN1;IFNA10,0.9394331565320806,0.9999508177820171,9/17,IFNA6;IFNW1;IFNA8;RIOK3;IFNA21;IFNA14;IFNA2;DDX58;RFTN1,17
response to endoplasmic reticulum stress (GO:0034976),0.8412648066003761,0.9998690134726378,22/40,CREB3L1;WFS1;DNAJB9;HERPUD1;PPP1R15B;DDIT3;EIF2B5;ERP27;PDIA4;PPP1R15A;P4HB;SCAMP5;CHAC1;ATP2A1;NCK1;TRAF2;PDIA2;ANKS4B;MAP3K5;RNF139;MBTPS2;ATF6,0.9698962658247879,0.9999508177820171,22/40,WFS1;DNAJB9;PPP1R15B;UFC1;ERN2;ERP27;EIF2B5;PDIA4;PPP1R15A;P4HB;SCAMP5;EIF2AK3;CHAC1;RHBDD1;ATP2A1;THBS4;BAK1;TRAF2;PDIA2;MAP3K5;MBTPS2;ATF6,40
regulation of ubiquitin-dependent protein catabolic process (GO:2000058),0.6535030616595017,0.9998690134726378,9/15,CCDC22;ARAF;TRIM39;GLMN;PML;RAD23A;PYHIN1;RNF139;UBQLN4,0.657282333002573,0.9999508177820171,10/15,CCDC22;HFE;RPL11;ARAF;TRIM39;GLMN;RAD23A;MAGEF1;PYHIN1;UBQLN4,15
regulation of vascular endothelial growth factor production (GO:0010574),0.9932440254314963,0.9998690134726378,5/15,SULF2;CCBE1;GATA4;HPSE;CYP1B1,0.44390004662580335,0.9999508177820171,11/15,SULF2;EIF2AK3;NOX1;ISL1;GATA4;CCBE1;TGFB1;HPSE;CYP1B1;IL1B;NODAL,15
regulation of viral entry into host cell (GO:0046596),0.97382232024795,0.9998690134726378,7/17,PTX3;HS3ST5;TRIM34;APCS;P4HB;TRIML1;HLA-DRB1,0.8552761155775473,0.9999508177820171,10/17,PTX3;TMPRSS2;HS3ST5;TRIM68;TRIM34;IFNA2;P4HB;CD4;TRIML1;HLA-DRB1,17
regulation of viral genome replication (GO:0045069),0.9757074639746977,0.9998690134726378,11/25,APOBEC3G;RNASEL;RAD23A;ZC3HAV1;PPIH;STAU1;SRPK1;CCL5;IFIH1;FKBP6;BANF1,0.9693689908722353,0.9999508177820171,13/25,APOBEC3G;RNASEL;EIF2AK2;RAD23A;ZC3HAV1;PPIH;STAU1;SRPK1;CCL5;APOBEC3F;IFIH1;FKBP6;BANF1,25
regulation of wound healing (GO:0061041),0.9739274602949339,0.9998690134726378,8/19,REG3A;ALOX5;PLAU;ARFGEF1;APCS;DUOX1;ANXA1;CADM4,0.9947429470384629,0.9999508177820171,8/19,CLDN4;ALOX5;ARFGEF1;DUOX1;CLEC7A;GP1BA;ANXA1;CADM4,19
renal system development (GO:0072001),0.6121702803325573,0.9998690134726378,17/28,C1GALT1;SULF2;NPHP3;TBX18;TRAF3IP1;IFT88;FOXF1;RBP4;HSPB11;LRP4;WFS1;SIX2;TFAP2B;STRA6;PCSK5;AGT;ITGA8,0.9630989011938629,0.9999508177820171,15/28,SULF2;WT1;MYOCD;TBX18;NPHP3;IFT88;RBP4;WFS1;SIX2;TFAP2B;STRA6;PYGO1;PCSK5;AGT;ITGA8,28
response to UV (GO:0009411),0.4193448721630914,0.9998690134726378,22/34,PTPRK;BCL3;MSH2;ERCC6;MFAP4;TRIAP1;ERCC5;DHX36;IVL;YY1;PARP1;DDB2;ERCC4;TMEM161A;WRN;IL12A;ATR;POLH;RUVBL2;AURKB;DTL;BRSK1,0.01834350774106785,0.24818765973664803,29/34,DCUN1D3;BCL3;MSH2;RPL26;MFAP4;TRIAP1;ERCC5;DHX36;ERCC3;YY1;PARP1;DDB2;ERCC4;EIF2AK4;RHBDD1;TMEM161A;WRN;BAK1;IL12A;ATR;POLH;GPX1;RUVBL2;AURKB;DTL;XPA;BRSK1;METTL3;IL12B,34
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0090092),0.9233800854418452,0.9998690134726378,7/15,PCSK6;FOLR1;TFAP2B;SMURF2;TGFBR3;FSTL3;BCL9,0.8254667305145048,0.9999508177820171,9/15,FOLR1;BCL9;ZNF703;TFAP2B;TGFBR3;SMURF2;TGFB1;FSTL3;IL17F,15
regulation of transmembrane transport (GO:0034762),0.6535030616595017,0.9998690134726378,9/15,SCN10A;SNCA;KCNJ3;KCNJ15;KCNJ16;KCNJ6;KCNJ14;KCNJ11;INS,0.09453945451780602,0.5612351396304611,13/15,SCN10A;SNCA;KCNJ3;KCNJ15;KCNJ13;KCNJ9;KCNJ16;KCNJ6;SLC2A1;KCNJ14;KCNJ11;INS;ACE2,15
regulation of tumor necrosis factor production (GO:0032680),0.517813193093358,0.9998690134726378,36/58,CCL19;TMEM106A;IFIH1;LILRB1;LILRA5;ARG2;ORM1;TYROBP;ZFP36;TLR3;GHSR;GHRL;PF4;ZC3H12A;JAK2;SYK;PLCG2;WNT5A;NFKBIL1;LPL;NOD2;CLEC4A;PYCARD;TLR2;IL33;SPHK2;TLR9;ARHGEF2;IFNGR1;CYBA;CX3CR1;RIPK1;ARFGEF2;CD2;C1QTNF4;IL17A,0.6033840246635997,0.9999508177820171,39/58,CCL19;TMEM106A;IFIH1;LILRB1;LILRA5;ARG2;LILRA4;GSTP1;ZFP36;GHRL;PF4;ZC3H12A;JAK2;IL10;ISL1;DDX58;SYK;CLEC7A;PLCG2;LBP;WNT5A;NFKBIL1;LPL;NOD2;CLEC4A;SPN;TLR2;IL33;SPHK2;TLR1;TLR9;IL23A;ARHGEF2;IFNGR1;CYBA;RIPK1;CD2;C1QTNF4;IL12B,58
